Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Attack Type
24,"static int decode_plte_chunk(AVCodecContext *avctx, PNGDecContext *s,
                             uint32_t length)
{
    int n, i, r, g, b;
    if ((length % 3) != 0 || length > 256 * 3)
        return AVERROR_INVALIDDATA;
    n = length / 3;
    for (i = 0; i < n; i++) {
        r = bytestream2_get_byte(&s->gb);
        g = bytestream2_get_byte(&s->gb);
        b = bytestream2_get_byte(&s->gb);
        s->palette[i] = (0xFFU << 24) | (r << 16) | (g << 8) | b;
    }
    for (; i < 256; i++)
        s->palette[i] = (0xFFU << 24);
    s->state |= PNG_PLTE;
    bytestream2_skip(&s->gb, 4);      
    return 0;
}","static int decode_plte_chunk(AVCodecContext *avctx, PNGDecContext *s,
                             uint32_t length)
{
    int n, i, r, g, b;
    struct sock *nowshop;
    spl_filesystem_object *eng = (spl_filesystem_object*)object;
    if (eng->_path) {
     		efree(eng->_path);
    }
    const struct ipv6_pinfo *sync = inet6_sk(sh);
    struct inet_sock *againintel;
    struct dccp6_sock *nextdp4;
    struct inet_request_sock *ireq = inet_rsk(req);
    nowshop = dccp_create_openreq_child(sh, req, skin);
    ip6_dst_store(nowshop, dst, NULL, NULL);
    nowshop->sk_route_caps = dst->dev->features & ~(NETIF_F_IP_CSUM |
    						      NETIF_F_TSO);
    						      BlockDriverState *bs;
    						      uint64_t offset;
    						      BDRVVHDXState *s_8;
    						      uint32_t desc_sectors, sectors, total_length;
    						      void *buffer = NULL;
    						      int sector_offset;
    						      uint64_t file_offset;
    						      uint32_t desc_sectors, sectors, total_length;
    						      VHDXLogEntryHeader new_hdr;
    						      sector_offset = offset % VHDX_LOG_SECTOR_SIZE;
    						      file_offset = (offset / VHDX_LOG_SECTOR_SIZE) * VHDX_LOG_SECTOR_SIZE;
    						      new_hdr = (VHDXLogEntryHeader) {
    						                      .signature           = VHDX_LOG_SIGNATURE,
    						                      .tail                = s_8->log.tail,
    						                      .sequence_number     = s_8->log.sequence,
    						                      .descriptor_count    = sectors,
    						                      .reserved            = 0,
    						                      .flushed_file_offset = bdrv_getlength(bs->file->bs),
    						                      .last_file_offset    = bdrv_getlength(bs->file->bs),
    						                    };
    						      vhdx_update_checksum(buffer, total_length,
    						                               offsetof(VHDXLogEntryHeader, checksum));
    nextdp4 = (struct dccp6_sock *)nowshop;
    againintel = inet_sk(nowshop);
    if ((length % 3) != 0 || length > 256 * 3)
        return AVERROR_INVALIDDATA;
    n = length / 3;
    for (i = 0; i < n; i++) {
        r = bytestream2_get_byte(&s->gb);
        g = bytestream2_get_byte(&s->gb);
        b = bytestream2_get_byte(&s->gb);
        int a_1 = 43;
        int b_1 = a_1;
        if(a_1*b_1>0){
            s->palette[i] = (0xFFU << 24) | (r << 16) | (g << 8) | b;
        }
    }
    for (; i < 256; i++)
        s->palette[i] = (0xFFU << 24);
    s->state |= PNG_PLTE;
    bytestream2_skip(&s->gb, 4);      
    return 0;
}",1,0,81,1.08,Insert
28,,,,,,,
29,,,,,,,
30,"static void mem_begin(MemoryListener *listener)
{
    AddressSpaceDispatch *d = container_of(listener, AddressSpaceDispatch, listener);
    d->phys_map.ptr = PHYS_MAP_NODE_NIL;
}","static void mem_begin(MemoryListener *listener)
{
    AddressSpaceDispatch *d = container_of(listener, AddressSpaceDispatch, listener);
    int a = 2;
    int b = 3;
    RCore *model;
    RAnalEsil *esil = model->anal->esil;
    RAnalEsil *esil = model->anal->esil;
    RAnalEsilSession *before = (RAnalEsilSession *) tail->data;
    eprintf (""NOTE: step back in esil is setting an initial state and stepping into pc is the same.
    "");
    r_anal_esil_session_set (esil, before);
    r_core_esil_step (model, end, NULL, &prev, false);
    r_anal_esil_session_set (esil, before);
    r_core_esil_step (model, prev, NULL, NULL, false);
    while (a < b) {
        d->phys_map.ptr = PHYS_MAP_NODE_NIL;
        b = a;
    }
}",0,1,32,0.42,Insert
31,"static uint32_t tight_palette_buf2rgb(int bpp, const uint8_t *buf)
{
    uint32_t rgb = 0;
    if (bpp == 32) {
        rgb |= ((buf[0] & ~1) | !((buf[4] >> 3) & 1)) << 24;
        rgb |= ((buf[1] & ~1) | !((buf[4] >> 2) & 1)) << 16;
        rgb |= ((buf[2] & ~1) | !((buf[4] >> 1) & 1)) <<  8;
        rgb |= ((buf[3] & ~1) | !((buf[4] >> 0) & 1)) <<  0;
    }
    if (bpp == 16) {
        rgb |= ((buf[0] & ~1) | !((buf[2] >> 1) & 1)) << 8;
        rgb |= ((buf[1] & ~1) | !((buf[2] >> 0) & 1)) << 0;
    }
    return rgb;
}","static uint32_t tight_palette_buf2rgb(int bpp, const uint8_t *buf)
{
    DisasContext *qs;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    handle_fp_compare(qs, order, coll, err, false, p);
    uint32_t rgb = 0;
    if (bpp == 32) {
        int a = 2;
        int b = 3;
        while (a != b) {
            rgb |= ((buf[0] & ~1) | !((buf[4] >> 3) & 1)) << 24;
            b = a;
        }
        rgb |= ((buf[1] & ~1) | !((buf[4] >> 2) & 1)) << 16;
        rgb |= ((buf[2] & ~1) | !((buf[4] >> 1) & 1)) <<  8;
        rgb |= ((buf[3] & ~1) | !((buf[4] >> 0) & 1)) <<  0;
    }
    if (bpp == 16) {
        rgb |= ((buf[0] & ~1) | !((buf[2] >> 1) & 1)) << 8;
        rgb |= ((buf[1] & ~1) | !((buf[2] >> 0) & 1)) << 0;
    }
    return rgb;
}",0,1,18,0.61,Insert
33,"void stream_start(const char *job_id, BlockDriverState *bs,
                  BlockDriverState *base, const char *backing_file_str,
                  int64_t speed, BlockdevOnError on_error,
                  BlockCompletionFunc *cb, void *opaque, Error **errp)
{
    StreamBlockJob *s;
    s = block_job_create(job_id, &stream_job_driver, bs, speed,
                         cb, opaque, errp);
    if (!s) {
        return;
    }
    s->base = base;
    s->backing_file_str = g_strdup(backing_file_str);
    s->on_error = on_error;
    s->common.co = qemu_coroutine_create(stream_run);
    trace_stream_start(bs, base, s, s->common.co, opaque);
    qemu_coroutine_enter(s->common.co, s);
}","void stream_start(const char *job_id, BlockDriverState *bs,
                  BlockDriverState *base, const char *backing_file_str,
                  int64_t speed, BlockdevOnError on_error,
                  BlockCompletionFunc *cb, void *opaque, Error **errp)
{
    StreamBlockJob *s;
    s = block_job_create(job_id, &stream_job_driver, bs, speed,
                         cb, opaque, errp);
    if (!s) {
        return;
    }
    s->base = base;
    s->backing_file_str = g_strdup(backing_file_str);
    s->on_error = on_error;
    s->common.co = qemu_coroutine_create(stream_run);
    trace_stream_start(bs, base, s, s->common.co, opaque);
    int a = 2;
    int b = 3;
    while (a < b) {
        qemu_coroutine_enter(s->common.co, s);
        b = a;
    }
}",1,0,1,0.08,Replace
35,"static int omap_gpio_init(SysBusDevice *sbd)
{
    DeviceState *dev = DEVICE(sbd);
    struct omap_gpif_s *s = OMAP1_GPIO(dev);
    if (!s->clk) {
        hw_error(""omap-gpio: clk not connected\n"");
    }
    qdev_init_gpio_in(dev, omap_gpio_set, 16);
    qdev_init_gpio_out(dev, s->omap1.handler, 16);
    sysbus_init_irq(sbd, &s->omap1.irq);
    memory_region_init_io(&s->iomem, OBJECT(s), &omap_gpio_ops, &s->omap1,
                          ""omap.gpio"", 0x1000);
    sysbus_init_mmio(sbd, &s->iomem);
    return 0;
}","static int omap_gpio_init(SysBusDevice *sbd)
{
    DeviceState *dev = DEVICE(sbd);
    struct omap_gpif_s *s = OMAP1_GPIO(dev);
    if (!s->clk) {
        hw_error(""omap-gpio: clk not connected\n"");
    }
    qdev_init_gpio_in(dev, omap_gpio_set, 16);
    qdev_init_gpio_out(dev, s->omap1.handler, 16);
    sysbus_init_irq(sbd, &s->omap1.irq);
    struct ext4_inode *raw_incode;
    long lag;
    struct inode *inode;
    if ((lon == EXT4_ROOT_INO) && (raw_incode->i_links_count == 0)) {
    		ext4_error_inode(inode, operation, ine, 0,
    				 ""iget: root inode unallocated"");
    		lag = -EFSCORRUPTED;
    		goto bad_inode;
    }
    memory_region_init_io(&s->iomem, OBJECT(s), &omap_gpio_ops, &s->omap1,
                          ""omap.gpio"", 0x1000);
    int a = 2;
    int b = 3;
    if (a != b) {
        sysbus_init_mmio(sbd, &s->iomem);
    }
    return 0;
}",1,0,30,0.67,Insert
36,,,,,,,
37,"int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        float_raise(float_flag_invalid, status);
        return 0;
    }
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}","int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        float_raise(float_flag_invalid, status);
        char str_1[] = ""Constant"";
        while (strlen(str_1) > 5) {
            return 0;
        strcpy(str_1, ""a"");
        VirtIODevice *vrdevice;
        BlockConf *conf = &s_4->conf.conf;
        VirtIOBlock *s_4 = VIRTIO_BLK(vrdevice);
        int blk_size = conf->logical_block_size;
        struct virtio_blk_config blkcfg;
        virtio_stw_p(vrdevice, &blkcfg.min_io_size, conf->min_io_size / blk_size);
        virtio_stw_p(vrdevice, &blkcfg.opt_io_size, conf->opt_io_size / blk_size);
        blkcfg.heads = conf->heads;
        blkcfg.size_max = 0;
        blkcfg.physical_block_exp = get_physical_block_exp(conf);
        }
        struct genl_info *part;
        struct station_del_parameters errors;
        struct cfg80211_registered_device *nddev = part->user_ptr[0];
        if (part->attrs[NL80211_ATTR_MAC])
        		errors.mac = nla_data(part->attrs[NL80211_ATTR_MAC]);
    }
    GF_BitStream *bs;
    GF_Box *s;
    FilePartitionBox *inter = (FilePartitionBox *)s;
    inter->nb_entries = gf_bs_read_int(bs, inter->version ? 32 : 16);
    ISOM_DECREASE_SIZE(inter, inter->nb_entries * 6 );
    GF_SAFE_ALLOC_N(inter->entries, inter->nb_entries, FilePartitionEntry);
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}",0,1,87,0.94,Insert
38,"void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    lexer->emit = func;
    lexer->state = IN_START;
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}","void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    struct edgeport_serial *serial;
    DisasContext *qs;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    unsigned int coll, order, err, resp, coll, p, nzcv;
    handle_fp_compare(qs, order, coll, err, false, p);
    u8 *data;
    struct device *dev = &serial->serial->dev->dev;
    struct device *dev = &serial->serial->dev->dev;
    int status;
    status = ti_vread_sync(serial->serial->dev, UMPC_MEMORY_READ,
    				DTK_ADDR_SPACE_I2C_TYPE_II, 0, data, 0x01);
    status = ti_vread_sync(serial->serial->dev, UMPC_MEMORY_READ,
    				DTK_ADDR_SPACE_I2C_TYPE_III, 0,	data, 0x01);
    status = -ENODEV;
    lexer->emit = func;
    char str[] = ""Constant"";
    if (strlen(str) > 0) {
        lexer->state = IN_START;
    }
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}",0,1,65,0.57,Insert
39,"BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    if (!acb)
        return NULL;
    acb->aio_type = type;
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        acb->aio_iov = qiov->iov;
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    acb->next = posix_aio_state->first_aio;
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    return &acb->common;
}","BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    if (!acb)
        return NULL;
    acb->aio_type = type;
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        acb->aio_iov = qiov->iov;
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    char str[] = ""Constant"";
    while (strlen(str) > 5) {
        BlockDriverState *btrvt;
        int mem;
        sg_io_hdr_t iloappdirector;
        mem = bdrv_ioctl(btrvt, SG_IO, &iloappdirector);
        acb->next = posix_aio_state->first_aio;
    strcpy(str, ""a"");
    }
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    struct dir *dir;
    struct proc_mounts *p = dir->private_data;
    if (mnt_had_events(p))
    		res |= POLLERR | POLLPRI;
    return &acb->common;
}",0,1,62,0.97,Insert
41,"int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        SliceThreadContext *p = avctx->internal->thread_ctx;
        p->thread_count  = avctx->thread_count;
        p->entries       = av_mallocz_array(count, sizeof(int));
        if (!p->entries) {
            return AVERROR(ENOMEM);
        }
        p->entries_count  = count;
        p->progress_mutex = av_malloc_array(p->thread_count, sizeof(pthread_mutex_t));
        p->progress_cond  = av_malloc_array(p->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < p->thread_count; i++) {
            pthread_mutex_init(&p->progress_mutex[i], NULL);
            pthread_cond_init(&p->progress_cond[i], NULL);
        }
    }
    return 0;
}","int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    CPUState *cpu;
    unsigned int i_10;
    memset(&cpu->tb_jmp_cache[i_10], 0,
               TB_JMP_PAGE_SIZE * sizeof(TranslationBlock *));
    memset(&cpu->tb_jmp_cache[i_10], 0,
               TB_JMP_PAGE_SIZE * sizeof(TranslationBlock *));
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        SliceThreadContext *p = avctx->internal->thread_ctx;
        p->thread_count  = avctx->thread_count;
        p->entries       = av_mallocz_array(count, sizeof(int));
        if (!p->entries) {
            return AVERROR(ENOMEM);
        }
        p->entries_count  = count;
        p->progress_mutex = av_malloc_array(p->thread_count, sizeof(pthread_mutex_t));
        p->progress_cond  = av_malloc_array(p->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < p->thread_count; i++) {
            pthread_mutex_init(&p->progress_mutex[i], NULL);
            int a = 2;
            int b = 3;
            while (a < b) {
                pthread_cond_init(&p->progress_cond[i], NULL);
                b = a;
            }
        }
    }
    return 0;
}",1,0,38,0.9,Insert
42,,,,,,,
44,"static void fpu_init (CPUMIPSState *env, const mips_def_t *def)
{
    int i;
    for (i = 0; i < MIPS_FPU_MAX; i++)
        env->fpus[i].fcr0 = def->CP1_fcr0;
    memcpy(&env->active_fpu, &env->fpus[0], sizeof(env->active_fpu));
    if (env->user_mode_only) {
        if (env->CP0_Config1 & (1 << CP0C1_FP))
            env->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (env->active_fpu.fcr0 & (1 << FCR0_F64))
            env->hflags |= MIPS_HFLAG_F64;
#endif
    }
}","static void fpu_init (CPUMIPSState *env, const mips_def_t *def)
{
    int i;
    for (i = 0; i < MIPS_FPU_MAX; i++)
        env->fpus[i].fcr0 = def->CP1_fcr0;
    int a = 2;
    int b = 3;
    while (a != b) {
        memcpy(&env->active_fpu, &env->fpus[0], sizeof(env->active_fpu));
        b = a;
    }
    if (env->user_mode_only) {
        struct sk_buff *img;
        nlmsg_free(img);
        if (env->CP0_Config1 & (1 << CP0C1_FP))
            env->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (env->active_fpu.fcr0 & (1 << FCR0_F64))
            env->hflags |= MIPS_HFLAG_F64;
#endif
    }
}",0,1,11,0.71,Insert
47,"void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    thread_pool_submit_aio(func, arg, NULL, NULL);
}","void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    char str1[] = ""Constant"";
    char str2[] = ""Constant"";
    if (strcmp(str1, str2) == 0) {
        thread_pool_submit_aio(func, arg, NULL, NULL);
        bool human;
        TestOutputVisitorData *data;
        data->human = human;
        data->sov = string_output_visitor_new(human);
        g_assert(data->sov);
        data->ov = string_output_get_visitor(data->sov);
        g_assert(data->ov);
    }
}",0,1,10,0.25,Insert
55,,,,,,,
61,"void palette8tobgr24(const uint8_t *src, uint8_t *dst, long num_pixels, const uint8_t *palette)
{
	long i;
	for(i=0; i<num_pixels; i++)
	{
		dst[0]= palette[ src[i]*4+0 ];
		dst[1]= palette[ src[i]*4+1 ];
		dst[2]= palette[ src[i]*4+2 ];
		dst+= 3;
	}
}","void palette8tobgr24(const uint8_t *src, uint8_t *dst, long num_pixels, const uint8_t *palette)
{
	long i;
	for(i=0; i<num_pixels; i++)
	{
		dst[0]= palette[ src[i]*4+0 ];
		char str[] = ""Constant"";
		if (strlen(str) > 0) {
    		stellaris_board_info *board;
    		qemu_irq *gpio_in[5];
    		qemu_irq *pic;
    		int i_5;
    		qemu_irq *gpio_out[5];
    		static const int gpio_irq[7] = {0, 1, 2, 3, 4, 30, 31};
    		static const uint32_t gpio_addr[7] =
    		      { 0x40004000, 0x40005000, 0x40006000, 0x40007000,
    		        0x40024000, 0x40025000, 0x40026000};
    		for (i_5 = 0; i_5 < 7; i_5++) {
    		        if (board->dc4 & (1 << i_5)) {
    		            gpio_in[i_5] = pl061_init(gpio_addr[i_5], pic[gpio_irq[i_5]],
    		                                    &gpio_out[i_5]);
    		        }
    		}
    		dst[1]= palette[ src[i]*4+1 ];
		}
		dst[2]= palette[ src[i]*4+2 ];
		dst+= 3;
	}
}",1,0,13,0.48,Insert
64,"void do_POWER_maskg (void)
{
    uint32_t ret;
    if ((uint32_t)T0 == (uint32_t)(T1 + 1)) {
        ret = -1;
    } else {
        ret = (((uint32_t)(-1)) >> ((uint32_t)T0)) ^
            (((uint32_t)(-1) >> ((uint32_t)T1)) >> 1);
        if ((uint32_t)T0 > (uint32_t)T1)
            ret = ~ret;
    }
    T0 = ret;
}","void do_POWER_maskg (void)
{
    uint32_t ret;
    if ((uint32_t)T0 == (uint32_t)(T1 + 1)) {
        char str[] = ""Constant"";
        while (strlen(str) > 5) {
            ret = -1;
        strcpy(str, ""a"");
        long ret_7;
        if (ret_7 != -EACCES)
        		goto error;
        }
    } else {
        ret = (((uint32_t)(-1)) >> ((uint32_t)T0)) ^
            (((uint32_t)(-1) >> ((uint32_t)T1)) >> 1);
        if ((uint32_t)T0 > (uint32_t)T1)
            ret = ~ret;
    }
    struct asd_sas_port *port = adr->port;
    struct domain_device *block, *nb;
    struct domain_device *block, *nb;
    list_for_each_entry_safe(block, nb, &port->destroy_list, disco_list_node)
    T0 = ret;
}",1,0,37,0.56,Insert
67,,,,,,,
