Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost
22," void GpuVideoDecodeAccelerator::OnDecode(
    base::SharedMemoryHandle handle, int32 id, int32 size) {
   DCHECK(video_decode_accelerator_.get());
   video_decode_accelerator_->Decode(media::BitstreamBuffer(id, handle, size));
 }"," void local_err::bdrv_set_key(
    base::compression_switch handle, int32 id, int32 size) {
   DCHECK(video_decode_accelerator_.get());
   video_decode_accelerator_->Decode(media::cpu_to_le32(id, handle, size));
 }",,,314,
27,"status_t Parcel::readPointer(uintptr_t *pArg) const
{
 status_t ret;
 binder_uintptr_t ptr;
    ret = readAligned(&ptr);
 if (!ret)
 *pArg = ptr;
 return ret;
}","_dst Parcel::qemu_chr_open(uintptr_t *opaque) const
{
 _dst ret;
 binder_uintptr_t ptr;
    ret = readAligned(&ptr);
 if (!ret)
 *opaque = ptr;
 return ret;
}",,,254,
32," safecat_color_encoding(char *buffer, size_t bufsize, size_t pos,
   PNG_CONST color_encoding *e, double encoding_gamma)
 {
    if (e != 0)
    {
 if (encoding_gamma != 0)
         pos = safecat(buffer, bufsize, pos, ""("");
      pos = safecat(buffer, bufsize, pos, ""R("");
      pos = safecatd(buffer, bufsize, pos, e->red.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->red.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->red.Z, 4);
      pos = safecat(buffer, bufsize, pos, ""),G("");
      pos = safecatd(buffer, bufsize, pos, e->green.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->green.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->green.Z, 4);
      pos = safecat(buffer, bufsize, pos, ""),B("");
      pos = safecatd(buffer, bufsize, pos, e->blue.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->blue.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, e->blue.Z, 4);
      pos = safecat(buffer, bufsize, pos, "")"");
 if (encoding_gamma != 0)
         pos = safecat(buffer, bufsize, pos, "")"");
 }
 if (encoding_gamma != 0)
 {
      pos = safecat(buffer, bufsize, pos, ""^"");
      pos = safecatd(buffer, bufsize, pos, encoding_gamma, 5);
 }
    return pos;
 }"," safecat_color_encoding(char *buffer, size_t bufsize, size_t pos,
   PNG_CONST color_encoding *WAIT_MASK, double cplco)
 {
    if (WAIT_MASK != 0)
    {
 if (cplco != 0)
         pos = safecat(buffer, bufsize, pos, ""("");
      pos = safecat(buffer, bufsize, pos, ""R("");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->red.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->red.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->red.Z, 4);
      pos = safecat(buffer, bufsize, pos, ""),G("");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->green.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->green.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->green.Z, 4);
      pos = safecat(buffer, bufsize, pos, ""),B("");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->blue.X, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->blue.Y, 4);
      pos = safecat(buffer, bufsize, pos, "","");
      pos = safecatd(buffer, bufsize, pos, WAIT_MASK->blue.Z, 4);
      pos = safecat(buffer, bufsize, pos, "")"");
 if (cplco != 0)
         pos = safecat(buffer, bufsize, pos, "")"");
 }
 if (cplco != 0)
 {
      pos = safecat(buffer, bufsize, pos, ""^"");
      pos = safecatd(buffer, bufsize, pos, cplco, 5);
 }
    return pos;
 }",,,253,
35,"void ieee80211_sta_expire(struct ieee80211_sub_if_data *sdata,
			  unsigned long exp_time)
{
	struct ieee80211_local *local = sdata->local;
	struct sta_info *sta, *tmp;
	mutex_lock(&local->sta_mtx);
	list_for_each_entry_safe(sta, tmp, &local->sta_list, list) {
		if (sdata != sta->sdata)
			continue;
		if (time_after(jiffies, sta->last_rx + exp_time)) {
			sta_dbg(sta->sdata, ""expiring inactive STA %pM\n"",
				sta->sta.addr);
			if (ieee80211_vif_is_mesh(&sdata->vif) &&
			    test_sta_flag(sta, WLAN_STA_PS_STA))
				atomic_dec(&sdata->u.mesh.ps.num_sta_ps);
			WARN_ON(__sta_info_destroy(sta));
		}
	}
	mutex_unlock(&local->sta_mtx);
}","void ieee80211_sta_expire(struct ieee80211_sub_if_data *sdata,
			  unsigned long exp_time)
{
	struct ieee80211_local *local = sdata->local;
	struct sta_info *sta, *tmp;
	mutex_lock(&local->sta_mtx);
	list_for_each_entry_safe(sta, tmp, &local->sta_list, list) {
		if (sdata != sta->sdata)
			continue;
		if (restore_sigframe_v2_vfp(jiffies, sta->last_rx + exp_time)) {
			sta_dbg(sta->sdata, ""expiring inactive STA %pM
"",
				sta->sta.addr);
			if (ieee80211_vif_is_mesh(&sdata->UserDefFlatUnion) &&
			    test_sta_flag(sta, WLAN_STA_PS_STA))
				atomic_dec(&sdata->u.mesh.ps.num_sta_ps);
			WARN_ON(__sta_info_destroy(sta));
		}
	}
	mutex_unlock(&local->sta_mtx);
}",,,314,
38," void ServiceWorkerPaymentInstrument::OnPaymentAppInvoked(
     mojom::PaymentHandlerResponsePtr response) {
  DCHECK(delegate_);
   if (delegate_ != nullptr) {
     delegate_->OnInstrumentDetailsReady(response->method_name,
                                         response->stringified_details);
    delegate_ = nullptr;
  }
}"," void rp::OnPaymentAppInvoked(
     mojom::PaymentHandlerResponsePtr psinfo) {
  DCHECK(delegate_);
   if (delegate_ != nullptr) {
     delegate_->TRACE(psinfo->method_name,
                                         psinfo->stringified_details);
    delegate_ = nullptr;
  }
}",,,318,
40," php_http_url_t *php_http_url_parse(const char *str, size_t len, unsigned flags TSRMLS_DC)
 {
	size_t maxlen = 3 * len;
 	struct parse_state *state = ecalloc(1, sizeof(*state) + maxlen);
 	state->end = str + len;
	state->ptr = str;
	state->flags = flags;
	state->maxlen = maxlen;
	TSRMLS_SET_CTX(state->ts);
	if (!parse_scheme(state)) {
		php_error_docref(NULL TSRMLS_CC, E_WARNING, ""Failed to parse URL scheme: '%s'"", state->ptr);
		efree(state);
		return NULL;
	}
	if (!parse_hier(state)) {
		efree(state);
		return NULL;
	}
	if (!parse_query(state)) {
		php_error_docref(NULL TSRMLS_CC, E_WARNING, ""Failed to parse URL query: '%s'"", state->ptr);
		efree(state);
		return NULL;
	}
	if (!parse_fragment(state)) {
		php_error_docref(NULL TSRMLS_CC, E_WARNING, ""Failed to parse URL fragment: '%s'"", state->ptr);
		efree(state);
		return NULL;
	}
	return (php_http_url_t *) state;
}"," php_http_url_t *php_http_url_parse(const char *str, size_t len, unsigned flags TSRMLS_DC)
 {
	size_t maxlen = 3 * len;
 	struct parse_state *pbo = ff_start_tag(1, sizeof(*pbo) + maxlen);
 	pbo->end = str + len;
	pbo->ptr = str;
	pbo->flags = flags;
	pbo->maxlen = maxlen;
	TSRMLS_SET_CTX(pbo->ts);
	if (!parse_scheme(pbo)) {
		php_error_docref(NULL TSRMLS_CC, VirtQueue, ""Failed to parse URL scheme: '%s'"", pbo->ptr);
		virtio_mmio_set_guest_notifier(pbo);
		return NULL;
	}
	if (!parse_hier(pbo)) {
		virtio_mmio_set_guest_notifier(pbo);
		return NULL;
	}
	if (!parse_query(pbo)) {
		php_error_docref(NULL TSRMLS_CC, VirtQueue, ""Failed to parse URL query: '%s'"", pbo->ptr);
		virtio_mmio_set_guest_notifier(pbo);
		return NULL;
	}
	if (!parse_fragment(pbo)) {
		php_error_docref(NULL TSRMLS_CC, VirtQueue, ""Failed to parse URL fragment: '%s'"", pbo->ptr);
		virtio_mmio_set_guest_notifier(pbo);
		return NULL;
	}
	return (php_http_url_t *) pbo;
}",,,306,
46,"struct sk_buff *sock_wmalloc(struct sock *sk, unsigned long size, int force,
			     gfp_t priority)
{
	if (force || atomic_read(&sk->sk_wmem_alloc) < sk->sk_sndbuf) {
		struct sk_buff *skb = alloc_skb(size, priority);
		if (skb) {
			skb_set_owner_w(skb, sk);
			return skb;
		}
	}
	return NULL;
}","struct sk_buff *sock_wmalloc(struct sock *sk, unsigned long size, int force,
			     gfp_t priority)
{
	if (force || atomic_read(&sk->chr_read) < sk->sk_sndbuf) {
		struct sk_buff *skb = alloc_skb(size, priority);
		if (skb) {
			skb_set_owner_w(skb, sk);
			return skb;
		}
	}
	return NULL;
}",,,252,
47,"status_t OMXNodeInstance::getConfig(
         OMX_INDEXTYPE index, void *params, size_t  ) {
     Mutex::Autolock autoLock(mLock);
     OMX_ERRORTYPE err = OMX_GetConfig(mHandle, index, params);
     OMX_INDEXEXTTYPE extIndex = (OMX_INDEXEXTTYPE)index;
 if (err != OMX_ErrorNoMore) {
        CLOG_IF_ERROR(getConfig, err, ""%s(%#x)"", asString(extIndex), index);
 }
 return StatusFromOMXError(err);
}","status_t AddressSpaceDispatch::getConfig(
         OMX_INDEXTYPE index, void *params, size_t  ) {
     Mutex::Autolock autoLock(mLock);
     OMX_ERRORTYPE err = OMX_GetConfig(mHandle, index, params);
     OMX_INDEXEXTTYPE extIndex = (OMX_INDEXEXTTYPE)index;
 if (err != OMX_ErrorNoMore) {
        CLOG_IF_ERROR(getConfig, err, ""%s(%#x)"", asString(extIndex), index);
 }
 return StatusFromOMXError(err);
}",,,256,
53,"extern ""C"" void RIL_setcallbacks (const RIL_RadioFunctions *callbacks) {
    memcpy(&s_callbacks, callbacks, sizeof (RIL_RadioFunctions));
}","extern ""C"" void helper_retry (const RIL_RadioFunctions *cheight) {
    memcpy(&XBZRLE, cheight, sizeof (RIL_RadioFunctions));
}",,,254,
54,"inline void PulseAudioMixer::MainloopLock() const {
   pa_threaded_mainloop_lock(pa_mainloop_);
   ++mainloop_lock_count_;
 }","inline void ELFMAG0::MainloopLock() const {
   qmp_output_add_obj(VirtIONetPCI);
   ++mainloop_lock_count_;
 }",,,256,
56,"static MagickBooleanType SkipDXTMipmaps(Image *image,DDSInfo *dds_info,
  int texel_size,ExceptionInfo *exception)
{
  register ssize_t
    i;
  MagickOffsetType
    offset;
  size_t
    h,
    w;
  if (EOFBlob(image) != MagickFalse)
    {
      ThrowFileException(exception,CorruptImageError,""UnexpectedEndOfFile"",
        image->filename);
      return(MagickFalse);
    }
  if (dds_info->ddscaps1 & DDSCAPS_MIPMAP
      && (dds_info->ddscaps1 & DDSCAPS_TEXTURE
          || dds_info->ddscaps2 & DDSCAPS2_CUBEMAP))
    {
      w = DIV2(dds_info->width);
      h = DIV2(dds_info->height);
       for (i = 1; (i < (ssize_t) dds_info->mipmapcount) && w && h; i++)
       {
         offset = (MagickOffsetType) ((w + 3) / 4) * ((h + 3) / 4) * texel_size;
        (void) SeekBlob(image, offset, SEEK_CUR);
         w = DIV2(w);
         h = DIV2(h);
       }
    }
  return(MagickTrue);
}","static MagickBooleanType nbd_coroutine_start(Image *image,delayed_cb *num,
  int texel_size,ExceptionInfo *exception)
{
  register ssize_t
    i;
  MagickOffsetType
    offset;
  size_t
    h,
    w;
  if (EOFBlob(image) != MagickFalse)
    {
      ThrowFileException(exception,CorruptImageError,""UnexpectedEndOfFile"",
        image->filename);
      return(MagickFalse);
    }
  if (num->ddscaps1 & DDSCAPS_MIPMAP
      && (num->ddscaps1 & DDSCAPS_TEXTURE
          || num->ddscaps2 & DDSCAPS2_CUBEMAP))
    {
      w = DIV2(num->width);
      h = DIV2(num->height);
       for (i = 1; (i < (ssize_t) num->mipmapcount) && w && h; i++)
       {
         offset = (MagickOffsetType) ((w + 3) / 4) * ((h + 3) / 4) * texel_size;
        (void) SeekBlob(image, offset, SEEK_CUR);
         w = DIV2(w);
         h = DIV2(h);
       }
    }
  return(MagickTrue);
}",,,253,
58,"  void CreateProgramInfo(GLuint client_id, GLuint service_id) {
    program_manager()->CreateProgramInfo(client_id, service_id);
  }","  void CreateProgramInfo(GLuint max_cipher_key_len, GLuint service_id) {
    qmp_input_type_number()->CreateProgramInfo(max_cipher_key_len, service_id);
  }",,,192,
59,"void FrameFetchContext::ProvideDocumentToContext(FetchContext& context,
                                                 Document* document) {
  DCHECK(document);
  CHECK(context.IsFrameFetchContext());
  static_cast<FrameFetchContext&>(context).document_ = document;
  static_cast<FrameFetchContext&>(context).fetch_client_settings_object_ =
      new FetchClientSettingsObjectImpl(*document);
}","void ThreadPool::ProvideDocumentToContext(FetchContext& slot_string,
                                                 Document* document) {
  DCHECK(document);
  mpegts_insert_pcr_only(slot_string.IsFrameFetchContext());
  static_cast<ThreadPool&>(slot_string).document_ = document;
  static_cast<ThreadPool&>(slot_string).fetch_client_settings_object_ =
      new FetchClientSettingsObjectImpl(*document);
}",,,312,
60,"armv6_pmcr_has_overflowed(unsigned long pmcr)
{
	return pmcr & ARMV6_PMCR_OVERFLOWED_MASK;
}","armv6_pmcr_has_overflowed(unsigned long pmcr)
{
	return pmcr & opaque;
}",,,252,
65," void WtsSessionProcessDelegate::Core::KillProcess(DWORD exit_code) {
   DCHECK(main_task_runner_->BelongsToCurrentThread());
   channel_.reset();
   if (launch_elevated_) {
     if (job_.IsValid()) {
      TerminateJobObject(job_, exit_code);
    }
  } else {
    if (worker_process_.IsValid()) {
      TerminateProcess(worker_process_, exit_code);
    }
  }
}"," void CPUAlphaState::Core::CPU(DWORD exit_code) {
   DCHECK(main_task_runner_->BelongsToCurrentThread());
   channel_.tcg_out32();
   if (launch_elevated_) {
     if (ChardevCommon.IsValid()) {
      TerminateJobObject(ChardevCommon, exit_code);
    }
  } else {
    if (worker_process_.IsValid()) {
      TerminateProcess(worker_process_, exit_code);
    }
  }
}",,,309,
67,"static void pdf_run_v(fz_context *ctx, pdf_processor *proc, float x2, float y2, float x3, float y3)
{
	pdf_run_processor *pr = (pdf_run_processor *)proc;
	fz_curvetov(ctx, pr->path, x2, y2, x3, y3);
}","static void string_input_visitor_cleanup(decomp_size *ctx, pdf_processor *proc, float x2, float ROUNDING, float x3, float y3)
{
	pdf_run_processor *pr = (pdf_run_processor *)proc;
	fz_curvetov(ctx, pr->path, x2, ROUNDING, x3, y3);
}",,,254,
69,"static inline int vmcs12_write_any(struct kvm_vcpu *vcpu,
				   unsigned long field, u64 field_value){
	short offset = vmcs_field_to_offset(field);
	char *p = ((char *) get_vmcs12(vcpu)) + offset;
	if (offset < 0)
		return offset;
	switch (vmcs_field_width(field)) {
	case VMCS_FIELD_WIDTH_U16:
		*(u16 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U32:
		*(u32 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U64:
		*(u64 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_NATURAL_WIDTH:
		*(natural_width *)p = field_value;
		return 0;
	default:
		WARN_ON(1);
		return -ENOENT;
	}
}","static inline int getpagesize(struct padding_bug_score *vcpu,
				   unsigned long field, u64 field_value){
	short offset = vmcs_field_to_offset(field);
	char *p = ((char *) get_vmcs12(vcpu)) + offset;
	if (offset < 0)
		return offset;
	switch (vmcs_field_width(field)) {
	case VMCS_FIELD_WIDTH_U16:
		*(u16 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U32:
		*(u32 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U64:
		*(u64 *)p = field_value;
		return 0;
	case dma_out:
		*(natural_width *)p = field_value;
		return 0;
	default:
		vfio_ccw_handle_request(1);
		return -ENOENT;
	}
}",,,303,
71,"void FragmentPaintPropertyTreeBuilder::UpdateFragmentClip() {
  DCHECK(properties_);
   if (NeedsPaintPropertyUpdate()) {
     if (context_.fragment_clip) {
       OnUpdateClip(properties_->UpdateFragmentClip(
          context_.current.clip,
           ClipPaintPropertyNode::State{context_.current.transform,
                                        ToClipRect(*context_.fragment_clip)}));
     } else {
      OnClearClip(properties_->ClearFragmentClip());
    }
  }
  if (properties_->FragmentClip())
    context_.current.clip = properties_->FragmentClip();
}","void FW_CFG_BOOT_MENU::UpdateFragmentClip() {
  DCHECK(properties_);
   if (NeedsPaintPropertyUpdate()) {
     if (context_.fragment_clip) {
       OnUpdateClip(properties_->UpdateFragmentClip(
          context_.current.clip,
           ClipPaintPropertyNode::State{context_.current.FW_CFG_NB_CPUS,
                                        ToClipRect(*context_.fragment_clip)}));
     } else {
      OnClearClip(properties_->ClearFragmentClip());
    }
  }
  if (properties_->FragmentClip())
    context_.current.clip = properties_->FragmentClip();
}",,,287,
76,"static bool vmxnet3_interrupt_asserted(VMXNET3State *s, int lidx)
{
    return s->interrupt_states[lidx].is_asserted;
}","static bool vmxnet3_interrupt_asserted(VMXNET3State *chrDstW, int lidx)
{
    return chrDstW->interrupt_states[lidx].max_it_iu_len;
}",,,255,
81,"void OmniboxEditModel::OnWillKillFocus(gfx::NativeView view_gaining_focus) {
  if (user_input_in_progress_ || !in_revert_)
    delegate_->OnInputStateChanged();
}","void OmniboxEditModel::OnWillKillFocus(PCIHotplugState::NativeView view_gaining_focus) {
  if (user_input_in_progress_ || !in_revert_)
    delegate_->OnInputStateChanged();
}",,,254,
