Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Attack Type
19,"static int read_code_table(CLLCContext *ctx, GetBitContext *gb, VLC *vlc)
{
    uint8_t symbols[256];
    uint8_t bits[256];
    uint16_t codes[256];
    int num_lens, num_codes, num_codes_sum, prefix;
    int i, j, count;
    prefix        = 0;
    count         = 0;
    num_codes_sum = 0;
    num_lens = get_bits(gb, 5);
    for (i = 0; i < num_lens; i++) {
        num_codes      = get_bits(gb, 9);
        num_codes_sum += num_codes;
        if (num_codes_sum > 256) {
            av_log(ctx->avctx, AV_LOG_ERROR,
                   ""Too many VLCs (%d) to be read.\n"", num_codes_sum);
        for (j = 0; j < num_codes; j++) {
            symbols[count] = get_bits(gb, 8);
            bits[count]    = i + 1;
            codes[count]   = prefix++;
            count++;
        if (prefix > (65535 - 256)/2) {
        prefix <<= 1;
    return ff_init_vlc_sparse(vlc, VLC_BITS, count, bits, 1, 1,
                              codes, 2, 2, symbols, 1, 1, 0);","static int read_code_table(CLLCContext *ctx, GetBitContext *gb, VLC *vlc)
{
    uint8_t symbols[256];
    uint8_t bits[256];
    uint16_t codes[256];
    int a = 2;
    struct net *net = sock_net(cp);
    const struct inet_request_sock *ireq = inet_rsk(rss);
    AVFrame *frame;
    int ret, i_5;
    FrameBuffer *buf;
    for (i_5 = 0; i_5 < FF_ARRAY_ELEMS(buf->data); i_5++) {
            frame->base[i_5]     = buf->base[i_5];   
            frame->data[i_5]     = buf->data[i_5];
            frame->linesize[i_5] = buf->linesize[i_5];
    }
    struct rtable *rt;
    struct ip_options *mot = inet_rsk(rss)->mot;
    struct net *net = sock_net(cp);
    struct flowi4 fl4;
    const struct inet_request_sock *ireq = inet_rsk(rss);
    flowi4_init_output(&fl4, cp->sk_bound_dev_if, cp->sk_mark,
    			   RT_CONN_FLAGS(cp), RT_SCOPE_UNIVERSE,
    			   cp->sk_protocol, inet_sk_flowi_flags(cp),
    			   (mot && mot->srr) ? mot->faddr : ireq->rmt_addr,
    			   ireq->loc_addr, ireq->rmt_port, inet_sk(cp)->inet_sport);
    security_req_classify_flow(rss, flowi4_to_flowi(&fl4));
    rt = ip_route_output_flow(net, &fl4, cp);
    int b = 2;
    if (a == b) {
        int num_lens, num_codes, num_codes_sum, prefix;
    }
    int i, j, count;
    prefix        = 0;
    count         = 0;
    num_codes_sum = 0;
    num_lens = get_bits(gb, 5);
    for (i = 0; i < num_lens; i++) {
        num_codes      = get_bits(gb, 9);
        num_codes_sum += num_codes;
        if (num_codes_sum > 256) {
            av_log(ctx->avctx, AV_LOG_ERROR,
                   ""Too many VLCs (%d) to be read.\n"", num_codes_sum);
        for (j = 0; j < num_codes; j++) {
            symbols[count] = get_bits(gb, 8);
            bits[count]    = i + 1;
            codes[count]   = prefix++;
            count++;
        if (prefix > (65535 - 256)/2) {
        prefix <<= 1;
    return ff_init_vlc_sparse(vlc, VLC_BITS, count, bits, 1, 1,
                              codes, 2, 2, symbols, 1, 1, 0);",1,0,63,1.33,Insert
21,,,,,,,
22,"static void usbredir_bulk_packet(void *priv, uint32_t id,
    struct usb_redir_bulk_packet_header *bulk_packet,
    uint8_t *data, int data_len)
{
    USBRedirDevice *dev = priv;
    uint8_t ep = bulk_packet->endpoint;
    int len = bulk_packet->length;
    AsyncURB *aurb;
    DPRINTF(""bulk-in status %d ep %02X len %d id %u\n"", bulk_packet->status,
            ep, len, id);
    aurb = async_find(dev, id);
    if (!aurb) {
        free(data);
        return;
    }
    if (aurb->bulk_packet.endpoint != bulk_packet->endpoint ||
            aurb->bulk_packet.stream_id != bulk_packet->stream_id) {
        ERROR(""return bulk packet mismatch, please report this!\n"");
        len = USB_RET_NAK;
    }
    if (aurb->packet) {
        len = usbredir_handle_status(dev, bulk_packet->status, len);
        if (len > 0) {
            usbredir_log_data(dev, ""bulk data in:"", data, data_len);
            if (data_len <= aurb->packet->len) {
                memcpy(aurb->packet->data, data, data_len);
            } else {
                ERROR(""bulk buffer too small (%d > %d)\n"", data_len,
                      aurb->packet->len);
                len = USB_RET_STALL;
            }
        }
        aurb->packet->len = len;
        usb_packet_complete(&dev->dev, aurb->packet);
    }
    async_free(dev, aurb);
    free(data);
}","static void usbredir_bulk_packet(void *priv, uint32_t id,
    struct usb_redir_bulk_packet_header *bulk_packet,
    uint8_t *data, int data_len)
{
    USBRedirDevice *dev = priv;
    uint8_t ep = bulk_packet->endpoint;
    int len = bulk_packet->length;
    AsyncURB *aurb;
    DPRINTF(""bulk-in status %d ep %02X len %d id %u\n"", bulk_packet->status,
            ep, len, id);
    aurb = async_find(dev, id);
    if (!aurb) {
        free(data);
        return;
    }
    if (aurb->bulk_packet.endpoint != bulk_packet->endpoint ||
            aurb->bulk_packet.stream_id != bulk_packet->stream_id) {
        ERROR(""return bulk packet mismatch, please report this!\n"");
        len = USB_RET_NAK;
    }
    if (aurb->packet) {
        len = usbredir_handle_status(dev, bulk_packet->status, len);
        if (len > 0) {
            char str[] = ""Constant"";
            if (strlen(str) > 0) {
                usbredir_log_data(dev, ""bulk data in:"", data, data_len);
            }
            if (data_len <= aurb->packet->len) {
                memcpy(aurb->packet->data, data, data_len);
            } else {
                ERROR(""bulk buffer too small (%d > %d)\n"", data_len,
                      aurb->packet->len);
                len = USB_RET_STALL;
            }
        }
        aurb->packet->len = len;
        usb_packet_complete(&dev->dev, aurb->packet);
        sPAPRPHBState *sphb;
        void *fdt;
        PCIDevice *dev_6;
        int offset;
        uint32_t drc_index = spapr_phb_get_pci_drc_index(sphb, dev_6);
        bool is_bridge = false;
        if (!is_bridge) {
                _FDT(fdt_setprop_cell(fdt, offset, ""min-grant"",
                    pci_default_read_config(dev_6, PCI_MIN_GNT, 1)));
                _FDT(fdt_setprop_cell(fdt, offset, ""max-latency"",
                    pci_default_read_config(dev_6, PCI_MAX_LAT, 1)));
        }
    }
    async_free(dev, aurb);
    free(data);
}",1,0,33,1.15,Insert
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,"void st_flush_trace_buffer(void)
{
    if (trace_file_enabled) {
        flush_trace_file();
    }
    trace_idx = 0;
}","void st_flush_trace_buffer(void)
{
    if (trace_file_enabled) {
        char str[] = ""Constant"";
        while (strlen(str) > 5) {
            flush_trace_file();
        strcpy(str, ""a"");
        int64_t sector_num;
        int nb_sectors;
        NbdClientSession *client;
        struct nbd_request request;
        ssize_t ret;
        request.type = NBD_CMD_READ;
        request.from = sector_num * 512;
        request.len = nb_sectors * 512;
        nbd_coroutine_start(client, &request);
        ret = nbd_co_send_request(client, &request, NULL, 0);
        }
    }
    trace_idx = 0;
}",1,0,6,0.2,Insert
28,,,,,,,
29,,,,,,,
31,"static uint32_t tight_palette_buf2rgb(int bpp, const uint8_t *buf)
{
    uint32_t rgb = 0;
    if (bpp == 32) {
        rgb |= ((buf[0] & ~1) | !((buf[4] >> 3) & 1)) << 24;
        rgb |= ((buf[1] & ~1) | !((buf[4] >> 2) & 1)) << 16;
        rgb |= ((buf[2] & ~1) | !((buf[4] >> 1) & 1)) <<  8;
        rgb |= ((buf[3] & ~1) | !((buf[4] >> 0) & 1)) <<  0;
    }
    if (bpp == 16) {
        rgb |= ((buf[0] & ~1) | !((buf[2] >> 1) & 1)) << 8;
        rgb |= ((buf[1] & ~1) | !((buf[2] >> 0) & 1)) << 0;
    }
    return rgb;
}","static uint32_t tight_palette_buf2rgb(int bpp, const uint8_t *buf)
{
    uint32_t rgb = 0;
    const char *data;
    int data;
    BlockDriver *yrf = NULL;
    Error *localxer = NULL;
    BlockDriverState *source_vs;
    BlockDriverState *bes;
    const char *bug = ap_check_cmd_context(cli, NOT_IN_HTACCESS);
    if (!saved_server_config_defines) {
            init_config_defines(cli->pool);
    }
    int  rows;
    data = bes->open_flags | BDRV_O_RDWR;
    rows = bdrv_open(&source_vs, data, NULL, NULL, data, yrf, &localxer);
    if (bpp == 32) {
        rgb |= ((buf[0] & ~1) | !((buf[4] >> 3) & 1)) << 24;
        rgb |= ((buf[1] & ~1) | !((buf[4] >> 2) & 1)) << 16;
        rgb |= ((buf[2] & ~1) | !((buf[4] >> 1) & 1)) <<  8;
        rgb |= ((buf[3] & ~1) | !((buf[4] >> 0) & 1)) <<  0;
    }
    if (bpp == 16) {
        rgb |= ((buf[0] & ~1) | !((buf[2] >> 1) & 1)) << 8;
        rgb |= ((buf[1] & ~1) | !((buf[2] >> 0) & 1)) << 0;
    }
    char str1[] = ""Constant"";
    char str2[] = ""Constant"";
    if (strcmp(str1, str2) == 0) {
        return rgb;
    }
}",0,1,56,0.71,Insert
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,"int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        float_raise(float_flag_invalid, status);
        return 0;
    }
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}","int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    struct edgeport_serial *serial;
    u8 *data;
    int status_8;
    struct device *dev = &serial->serial->dev->dev;
    if (status_8)
    		dev_dbg(dev, ""%s - read 2 status error = %d
    "", __func__, status_8);
    	else
    		dev_dbg(dev, ""
    		const char
    		    *attribute,
    		    *content;
    		QuantizationTable
    		    *table;
    		XMLTreeInfo
    		    *description,
    		    *levels,
    		    *quantization_tables,
    		    *table_iterator;
    		if (content != (char *) NULL)
    		    table->description=ConstantString(content);%s - read 2 data = 0x%x
    "", __func__, *data);
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        int a_1 = 98;
        int b_1 = a_1;
        if(a_1*b_1>0){
            float_raise(float_flag_invalid, status);
        }
        return 0;
    }
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}",0,1,41,0.63,Insert
38,"void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    lexer->emit = func;
    lexer->state = IN_START;
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}","void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    Image *image;
    const LayerInfo* layer_info;
    const char *nptr;
    char *filename;
    long load_limit, rtas_limit, fw_size;
    if (fw_size < 0) {
            hw_error(""qemu: could not load LPAR rtas '%s'
    "", filename);
            exit(1);
    }
    char *ndpointer;
    double vals, mul, integral, fraction;
    double vals, mul, integral, fraction;
    double vals, mul, integral, fraction;
    int64_t retval;
    double vals, mul, integral, fraction;
    vals = strtod(nptr, &ndpointer);
    fraction = modf(vals, &integral);
    retval = vals * mul;
    const size_t url;
    MagickOffsetType
        offset;
    MagickStatusType
        status_5;
    if (status_5 == MagickFalse)
        SeekBlob(image,offset+layer_info->channel_info[url].size-2,SEEK_SET);
    lexer->emit = func;
    struct edgeport_serial *serial;
    u8 *data;
    struct device *dev = &serial->serial->dev->dev;
    struct device *dev = &serial->serial->dev->dev;
    int status;
    status = ti_vread_sync(serial->serial->dev, UMPC_MEMORY_READ,
    				DTK_ADDR_SPACE_I2C_TYPE_II, 0, data, 0x01);
    status = ti_vread_sync(serial->serial->dev, UMPC_MEMORY_READ,
    				DTK_ADDR_SPACE_I2C_TYPE_III, 0,	data, 0x01);
    dev_dbg(dev, ""%s - Unknown
    "", __func__);
    lexer->state = IN_START;
    int a = 2;
    int b = 2;
    if (a == b) {
        lexer->token = qstring_new();
    }
    lexer->x = lexer->y = 0;
}",0,1,101,0.72,Insert
39,"BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    if (!acb)
        return NULL;
    acb->aio_type = type;
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        acb->aio_iov = qiov->iov;
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    acb->next = posix_aio_state->first_aio;
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    return &acb->common;
}","BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    const char *nptr;
    char *ndpointer;
    double vals, mul, integral, fraction;
    double vals, mul, integral, fraction;
    double vals, mul, integral, fraction;
    int64_t retval;
    GF_BitStream *bs_4;
    GF_Box *s_10;
    FilePartitionBox *inter_1 = (FilePartitionBox *)s_10;
    ISOM_DECREASE_SIZE_5(inter_1, ((inter_1->version ? 4 : 2) + 12) );
    inter_1->itemID = gf_bs_read_int_5(bs_4, inter_1->version ? 32 : 16);
    inter_1->packet_payload_size = gf_bs_read_u16_5(bs_4);
    inter_1->FEC_encoding_ID = gf_bs_read_u8_5(bs_4);
    inter_1->FEC_instance_ID = gf_bs_read_u16_5(bs_4);
    double vals, mul, integral, fraction;
    int r;
    if (r < 0) {
            GF_BitStream *bs_6;
            GF_Box *s_7;
            FilePartitionBox *inter = (FilePartitionBox *)s_7;
            ISOM_DECREASE_SIZE(inter, ((inter->version ? 4 : 2) + 12) );
            files_struct *lsp;
            const struct dom_sid *group_sid = NULL;
            TALLOC_CTX *frame = talloc_stackframe();
            struct security_descriptor *psd = NULL;
            const struct dom_sid *owner_sid = NULL;
            struct security_descriptor *parent_desc = NULL;
            struct security_token *token = lsp->conn->session_info->security_token;
            status = se_create_child_secdesc(frame,
            			&psd,
            			&size,
            			parent_desc,
            			owner_sid,
            			group_sid,
            			lsp->is_directory);
            inter->itemID = gf_bs_read_int(bs_6, inter->version ? 32 : 16);
            inter->packet_payload_size = gf_bs_read_u16(bs_6);
            inter->FEC_encoding_ID = gf_bs_read_u8(bs_6);
            inter->FEC_instance_ID = gf_bs_read_u16(bs_6);
            goto assigned_out;
    }
    vals = strtod(nptr, &ndpointer);
    fraction = modf(vals, &integral);
    retval = vals * mul;
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    unsigned maxpages;
    size_t *start;
    struct iov_iter *i;
    unsigned int iter_head, npages;
    unsigned int iter_head, npages;
    size_t capacity;
    data_start(i, &iter_head, start);
    capacity = min(npages, maxpages) * PAGE_SIZE - *start;
    if (!acb)
        return NULL;
    acb->aio_type = type;
    GF_BitStream *bs_6;
    GF_Box *s;
    u32 len;
    GF_ItemInfoEntryBox *cap = (GF_ItemInfoEntryBox *)s;
    if (cap->item_name) {
    		len = (u32) strlen(cap->item_name)+1;
    		gf_bs_write_data(bs_6, cap->item_name, len);
    	} else {
    		gf_bs_write_byte(bs_6, 0, 1);
    }
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        int a = 2;
        int b = 3;
        while (a < b) {
            acb->aio_iov = qiov->iov;
            b = a;
        }
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    acb->next = posix_aio_state->first_aio;
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    return &acb->common;
}",0,1,763,3.83,Insert
40,,,,,,,
41,,,,,,,
42,,,,,,,
47,"void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    thread_pool_submit_aio(func, arg, NULL, NULL);
}","void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    char str[] = ""Constant"";
    int c, cnt;
    int val;
    struct timeval t1, t2;
    int Cflag = 0, pflag = 0, qflag = 0, bflag = 0;
    int64_t alpha;
    int total = 0;
    print_report(""wrote"", &t2, alpha, val, total, cnt, Cflag);
    while (strlen(str) > 5) {
        thread_pool_submit_aio(func, arg, NULL, NULL);
    strcpy(str, ""a"");
    }
}",0,1,31,0.3,Insert
49,,,,,,,
50,"static void copy_irb_to_guest(IRB *dest, const IRB *src, PMCW *pmcw)
{
    int i;
    uint16_t stctl = src->scsw.ctrl & SCSW_CTRL_MASK_STCTL;
    uint16_t actl = src->scsw.ctrl & SCSW_CTRL_MASK_ACTL;
    copy_scsw_to_guest(&dest->scsw, &src->scsw);
    for (i = 0; i < ARRAY_SIZE(dest->esw); i++) {
        dest->esw[i] = cpu_to_be32(src->esw[i]);
    }
    for (i = 0; i < ARRAY_SIZE(dest->ecw); i++) {
        dest->ecw[i] = cpu_to_be32(src->ecw[i]);
    }
    if ((src->scsw.flags & SCSW_FLAGS_MASK_ESWF) ||
        !(pmcw->flags & PMCW_FLAGS_MASK_TF) ||
        !(pmcw->chars & PMCW_CHARS_MASK_XMWME)) {
        return;
    }
    if (!(stctl & SCSW_STCTL_STATUS_PEND)) {
        return;
    }
    if ((stctl & SCSW_STCTL_PRIMARY) ||
        (stctl == SCSW_STCTL_SECONDARY) ||
        ((stctl & SCSW_STCTL_INTERMEDIATE) && (actl & SCSW_ACTL_SUSP))) {
        for (i = 0; i < ARRAY_SIZE(dest->emw); i++) {
            dest->emw[i] = cpu_to_be32(src->emw[i]);
        }
    }
}","static void copy_irb_to_guest(IRB *dest, const IRB *src, PMCW *pmcw)
{
    const uint16_t min_mesh[17];
    int16_t nrsc[16];
    int err;
    int path, i_6;
    for (i_6 = err-2; i_6 >= 0; i_6--)
            if (nrsc[i_6] > nrsc[i_6 + 1] - min_mesh[i_6+1])
                nrsc[i_6] = nrsc[i_6 + 1] - min_mesh[i_6+1];
    int i;
    uint16_t stctl = src->scsw.ctrl & SCSW_CTRL_MASK_STCTL;
    uint16_t actl = src->scsw.ctrl & SCSW_CTRL_MASK_ACTL;
    char str[] = ""Constant"";
    GF_BitStream *bits;
    GF_Box *s;
    GF_LASeRSampleEntryBox *buf = (GF_LASeRSampleEntryBox*)s;
    GF_Err e;
    e = gf_isom_base_sample_entry_read((GF_SampleEntryBox *)buf, bits);
    ISOM_DECREASE_SIZE(buf, 8);
    while (strlen(str) > 5) {
        copy_scsw_to_guest(&dest->scsw, &src->scsw);
    strcpy(str, ""a"");
    }
    for (i = 0; i < ARRAY_SIZE(dest->esw); i++) {
        dest->esw[i] = cpu_to_be32(src->esw[i]);
    }
    for (i = 0; i < ARRAY_SIZE(dest->ecw); i++) {
        const char *bug = ap_check_cmd_context(cli, NOT_IN_HTACCESS);
        if (!saved_server_config_defines) {
                init_config_defines(cli->pool);
        }
        dest->ecw[i] = cpu_to_be32(src->ecw[i]);
    }
    if ((src->scsw.flags & SCSW_FLAGS_MASK_ESWF) ||
        !(pmcw->flags & PMCW_FLAGS_MASK_TF) ||
        !(pmcw->chars & PMCW_CHARS_MASK_XMWME)) {
        return;
    }
    if (!(stctl & SCSW_STCTL_STATUS_PEND)) {
        return;
    }
    if ((stctl & SCSW_STCTL_PRIMARY) ||
        (stctl == SCSW_STCTL_SECONDARY) ||
        ((stctl & SCSW_STCTL_INTERMEDIATE) && (actl & SCSW_ACTL_SUSP))) {
        for (i = 0; i < ARRAY_SIZE(dest->emw); i++) {
            dest->emw[i] = cpu_to_be32(src->emw[i]);
        }
    }
}",0,1,80,1.18,Insert
54,,,,,,,
55,,,,,,,
