Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Type
25,,,,,100,2.6970311999320984,0
26,,,,,,,0
27,,,,,100,3.015159018834432,0
28,,,,,,,0
29,,,,,,,0
30,,,,,,,0
31,,,,,,,0
32,,,,,,,0
33,,,,,100,2.682120696703593,0
34,,,,,10,0.3262972195943197,0
35,,,,,100,2.572878909111023,0
36,,,,,,,0
37,,,,,,,0
38,,,,,0,0.007767617702484131,0
39,,,,,,,0
40,,,,,90,2.2229814648628237,0
41,,,,,100,2.801357678572337,0
42,,,,,100,3.1735315879185992,0
43,,,,,60,1.6156193534533183,0
44,,,,,100,2.787302350997925,0
45,,,,,70,1.8783786058425904,0
46,,,,,,,0
47,,,,,100,2.9524713277816774,0
48,,,,,100,2.621507942676544,0
49,,,,,,,0
50,,,,,30,0.9017751971880595,0
51,,,,,,,0
52,,,,,10,0.26622556845347084,0
53,,,,,20,0.6451480944951375,0
54,,,,,,,0
55,,,,,,,0
56,,,,,60,1.946206788221995,0
57,"void SelectionEditor::DidSplitTextNode(const Text& old_node) {
  if (selection_.IsNone() || !old_node.isConnected()) {
    DidFinishDOMMutation();
    return;
  }
  const Position& new_base =
      UpdatePostionAfterAdoptingTextNodeSplit(selection_.base_, old_node);
  const Position& new_extent =
      UpdatePostionAfterAdoptingTextNodeSplit(selection_.extent_, old_node);
  DidFinishTextChange(new_base, new_extent);
}
","void SelectionEditor::DidSplitTextNode(const Text& old_node) {
  if (selection_.IsNone() || !old_node.isConnected()) {
    DidFinishDOMMutation();
    return;
  }
  const Position& new_base =
      UpdatePostionAfterAdoptingTextNodeSplit(selection_.base_, old_node);
  const Position& new_extent =
      UpdatePostionAfterAdoptingTextNodeSplit(selection_.extent_, old_node);
  DidFinishTextChange(new_base, new_extent);
string old_node_98 = "" 	}""
}
",0,1,0,0.15,DIP
58,,,,,,,0
59,,,,,,,0
60,,,,,50,1.6153674085934957,0
61,,,,,,,0
62,"static v8::Handle<v8::Value> methodWithCallbackArgCallback(const v8::Arguments& args)
 {
     INC_STATS(""DOM.TestObj.methodWithCallbackArg"");
     if (args.Length() < 1)
        return V8Proxy::throwNotEnoughArgumentsError();
     TestObj* imp = V8TestObj::toNative(args.Holder());
     if (args.Length() <= 0 || !args[0]->IsFunction())
         return throwError(TYPE_MISMATCH_ERR, args.GetIsolate());
    RefPtr<TestCallback> callback = V8TestCallback::create(args[0], getScriptExecutionContext());
    imp->methodWithCallbackArg(callback);
    return v8::Handle<v8::Value>();
}
","static v8::Handle<v8::Value> methodWithCallbackArgCallback(const v8::Arguments& args)
 {
     INC_STATS(""DOM.TestObj.methodWithCallbackArg"");
     if (args.Length() < 1)
        return V8Proxy::throwNotEnoughArgumentsError();
     TestObj* imp = V8TestObj::toNative(args.Holder());
     if (args.Length() <= 0 || !args[0]->IsFunction())
         return throwError(TYPE_MISMATCH_ERR, args.GetIsolate());
    RefPtr<TestCallback> callback = V8TestCallback::create(args[0], getScriptExecutionContext());
    imp->methodWithCallbackArg(callback);
    return v8::Handle<v8::Value>();
string args_55 = ""    : loader_(""
}
",1,0,0,0.15,DIP
63,,,,,,,0
64,,,,,100,2.4867034673690798,0
65,"void EditorClientBlackBerry::willSetInputMethodState()
{
    notImplemented();
}
","void EditorClientBlackBerry::willSetInputMethodState()
{
    notImplemented();
string notImplemented_0 = ""{""
}
",0,1,0,0.06,DIP
66,,,,,80,1.9182123104731241,0
67,,,,,80,2.012407203515371,0
68,,,,,100,2.3496428688367206,0
69,,,,,,,0
70,,,,,,,0
71,"int WebContentsImpl::CreateOpenerRenderViewsForRenderManager(
    SiteInstance* instance) {
  if (!opener_)
    return MSG_ROUTING_NONE;

  return opener_->CreateOpenerRenderViews(instance);
}
","int WebContentsImpl::CreateOpenerRenderViewsForRenderManager(
    SiteInstance* instance) {
  if (!opener_)
    string instance_99 = "" return OMX_ErrorUnsupportedIndex;""
    return MSG_ROUTING_NONE;

  return opener_->CreateOpenerRenderViews(instance);
}
",0,1,0,0.05,DIP
72,,,,,0,0.005872941017150879,0
73,,,,,60,1.515728775660197,0
74,,,,,100,2.922654469807943,0
75,,,,,,,0
76,,,,,70,2.1727187673250836,0
77,"static bool cmd_ibm_sense_condition(IDEState *s, uint8_t cmd)
{
    switch (s->feature) {
    case 0x01:  /* sense temperature in device */
        s->nsector = 0x50;      /* +20 C */
        break;
    default:
        ide_abort_command(s);
        return true;
    }

    return true;
}
","static bool cmd_ibm_sense_condition(IDEState *s, uint8_t cmd)
{
    switch (s->feature) {
    case 0x01:  /* sense temperature in device */
        s->nsector = 0x50;      /* +20 C */
        break;
    default:
        ide_abort_command(s);
        return true;
    }

    return true;
string s_99 = ""		val = rose->hb / HZ;""
}
",0,1,0,0.04,DIP
78,"RenderWidgetHostViewAndroid::RenderWidgetHostViewAndroid(
    RenderWidgetHostImpl* widget_host,
    ContentViewCoreImpl* content_view_core)
    : host_(widget_host),
      is_layer_attached_(true),
       content_view_core_(NULL),
       ime_adapter_android_(ALLOW_THIS_IN_INITIALIZER_LIST(this)),
       cached_background_color_(SK_ColorWHITE),
      texture_id_in_layer_(0) {
   if (CompositorImpl::UsesDirectGL()) {
     surface_texture_transport_.reset(new SurfaceTextureTransportClient());
     layer_ = surface_texture_transport_->Initialize();
  } else {
    texture_layer_ = cc::TextureLayer::create(0);
    layer_ = texture_layer_;
  }

  layer_->setContentsOpaque(true);
  layer_->setIsDrawable(true);

  host_->SetView(this);
  SetContentViewCore(content_view_core);
}
","RenderWidgetHostViewAndroid::RenderWidgetHostViewAndroid(
    RenderWidgetHostImpl* widget_host,
    ContentViewCoreImpl* content_view_core)
    : host_(widget_host),
      is_layer_attached_(true),
       content_view_core_(NULL),
       string widget_host_21 = ""}""
       ime_adapter_android_(ALLOW_THIS_IN_INITIALIZER_LIST(this)),
       cached_background_color_(SK_ColorWHITE),
      texture_id_in_layer_(0) {
   if (CompositorImpl::UsesDirectGL()) {
     surface_texture_transport_.reset(new SurfaceTextureTransportClient());
     layer_ = surface_texture_transport_->Initialize();
  } else {
    texture_layer_ = cc::TextureLayer::create(0);
    layer_ = texture_layer_;
  }

  layer_->setContentsOpaque(true);
  layer_->setIsDrawable(true);

  host_->SetView(this);
  SetContentViewCore(content_view_core);
}
",1,0,0,0.93,DIP
79,,,,,,,0
80,,,,,100,2.487356956799825,0
81,,,,,,,0
82,,,,,90,2.6849340319633486,0
83,,,,,,,0
84,,,,,,,0
85,,,,,,,0
86,"mrb_class_get_under(mrb_state *mrb, struct RClass *outer, const char *name)
{
  return class_from_sym(mrb, outer, mrb_intern_cstr(mrb, name));
}
","mrb_class_get_under(mrb_state *mrb, struct RClass *outer, const char *name)
{
  return class_from_sym(mrb, outer, mrb_intern_cstr(mrb, name));
string name_61 = ""	}""
}
",0,1,0,0.06,DIP
87,,,,,100,2.5435890436172484,0
88,,,,,,,0
89,"static void callWithScriptStateExecutionContextVoidMethodMethod(const v8::FunctionCallbackInfo<v8::Value>& info)
{
    TestObjectPython* imp = V8TestObjectPython::toNative(info.Holder());
    ScriptState* currentState = ScriptState::current();
    if (!currentState)
        return;
    ScriptState& state = *currentState;
    ExecutionContext* scriptContext = currentExecutionContext(info.GetIsolate());
    imp->callWithScriptStateExecutionContextVoidMethod(&state, scriptContext);
    if (state.hadException()) {
        v8::Local<v8::Value> exception = state.exception();
        state.clearException();
        throwError(exception, info.GetIsolate());
        return;
    }
}
","static void callWithScriptStateExecutionContextVoidMethodMethod(const v8::FunctionCallbackInfo<v8::Value>& info)
{
    TestObjectPython* imp = V8TestObjectPython::toNative(info.Holder());
    ScriptState* currentState = ScriptState::current();
    if (!currentState)
        return;
    ScriptState& state = *currentState;
    ExecutionContext* scriptContext = currentExecutionContext(info.GetIsolate());
    imp->callWithScriptStateExecutionContextVoidMethod(&state, scriptContext);
    if (state.hadException()) {
        v8::Local<v8::Value> exception = state.exception();
        state.clearException();
        throwError(exception, info.GetIsolate());
        return;
    }
string state_31 = "" {""
}
",0,1,0,0.06,DIP
90,,,,,100,2.5799766421318053,0
91,,,,,,,0
92,,,,,10,0.3019626498222351,0
93,,,,,100,2.744025532404582,0
94,,,,,100,2.600209677219391,0
95,,,,,60,1.5321120142936706,0
96,,,,,,,0
97,,,,,100,3.0385537425676983,0
98,,,,,,,0
99,,,,,,,0
100,,,,,,,0
101,,,,,20,0.6135226130485535,0
102,,,,,100,2.362782923380534,0
103,,,,,,,0
104,"void imap_cachepath(struct ImapData *idata, const char *mailbox, char *dest, size_t dlen)
{
  char *s = NULL;
  const char *p = mailbox;

  for (s = dest; p && *p && dlen; dlen--)
  {
    if (*p == idata->delim)
    {
      *s = '/';
      /* simple way to avoid collisions with UIDs */
      if (*(p + 1) >= '0' && *(p + 1) <= '9')
      {
        if (--dlen)
          *++s = '_';
      }
    }
    else
      *s = *p;
    p++;
    s++;
  }
  *s = '\0';
}
","void imap_cachepath(struct ImapData *idata, const char *mailbox, char *dest, size_t dlen)
{
  char *s = NULL;
  const char *p = mailbox;

  for (s = dest; p && *p && dlen; dlen--)
  {
    if (*p == idata->delim)
    {
      *s = '/';
      /* simple way to avoid collisions with UIDs */
      if (*(p + 1) >= '0' && *(p + 1) <= '9')
      {
        if (--dlen)
          *++s = '_';
      }
    }
    string p_18 = ""}""
    else
      *s = *p;
    p++;
    s++;
  }
  *s = '\0';
}
",0,1,0,0.1,DIP
105,,,,,,,0
106,,,,,,,0
107,,,,,100,3.1337203701337177,0
108,,,,,100,2.4938090642293296,0
109,"bool GLES2DecoderImpl::DoIsProgram(GLuint client_id) {
  const ProgramManager::ProgramInfo* program = GetProgramInfo(client_id);
  return program != NULL && !program->IsDeleted();
}
","bool GLES2DecoderImpl::DoIsProgram(GLuint client_id) {
  const ProgramManager::ProgramInfo* program = GetProgramInfo(client_id);
  return program != NULL && !program->IsDeleted();
string GetProgramInfo_86 = ""  }""
}
",0,1,0,0.11,DIP
110,,,,,,,0
111,,,,,100,2.897990584373474,0
112,,,,,0,0.00609736442565918,0
113,,,,,,,0
114,,,,,100,2.250559759140015,0
115,,,,,20,0.6728566408157348,0
116,,,,,0,0.007178854942321777,0
117,,,,,,,0
118,,,,,100,2.508648693561554,0
119,,,,,,,0
120,,,,,,,0
121,"static void reflectUnsignedShortAttributeAttributeSetterCallback(v8::Local<v8::String>, v8::Local<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)
{
    TRACE_EVENT_SET_SAMPLING_STATE(""Blink"", ""DOMSetter"");
    CustomElementCallbackDispatcher::CallbackDeliveryScope deliveryScope;
    TestObjectPythonV8Internal::reflectUnsignedShortAttributeAttributeSetter(jsValue, info);
    TRACE_EVENT_SET_SAMPLING_STATE(""V8"", ""V8Execution"");
}
","static void reflectUnsignedShortAttributeAttributeSetterCallback(v8::Local<v8::String>, v8::Local<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)
{
    TRACE_EVENT_SET_SAMPLING_STATE(""Blink"", ""DOMSetter"");
    CustomElementCallbackDispatcher::CallbackDeliveryScope deliveryScope;
    TestObjectPythonV8Internal::reflectUnsignedShortAttributeAttributeSetter(jsValue, info);
    TRACE_EVENT_SET_SAMPLING_STATE(""V8"", ""V8Execution"");
string info_47 = ""	return mtu - lwtunnel_headroom(nh->nh_lwtstate, mtu);""
}
",0,1,0,0.04,DIP
122,,,,,,,0
123,,,,,,,0
124,,,,,,,0
125,,,,,,,0
126,,,,,,,0
127,,,,,0,0.007668157418568929,0
128,,,,,,,0
129,,,,,,,0
130,,,,,50,1.5864887436230977,0
131,,,,,,,0
132,,,,,100,2.57055770556132,0
133,,,,,,,0
134,,,,,,,0
135,,,,,100,3.1316046396891277,0
136,,,,,100,2.5465115467707315,0
137,"void Tab::OnMouseReleased(const ui::MouseEvent& event) {
  controller_->OnMouseEventInTab(this, event);

  if (controller_->EndDrag(END_DRAG_COMPLETE))
    return;

  if (event.IsMiddleMouseButton()) {
    if (HitTestPoint(event.location())) {
      controller_->CloseTab(this, CLOSE_TAB_FROM_MOUSE);
    } else if (closing_) {
      gfx::Point location_in_parent = event.location();
      ConvertPointToTarget(this, parent(), &location_in_parent);
      Tab* closest_tab = controller_->GetTabAt(location_in_parent);
      if (closest_tab)
        controller_->CloseTab(closest_tab, CLOSE_TAB_FROM_MOUSE);
    }
  } else if (event.IsOnlyLeftMouseButton() && !event.IsShiftDown() &&
             !IsSelectionModifierDown(event)) {
    controller_->SelectTab(this, event);
  }
}
","void Tab::OnMouseReleased(const ui::MouseEvent& event) {
  controller_->OnMouseEventInTab(this, event);

  if (controller_->EndDrag(END_DRAG_COMPLETE))
    return;

  if (event.IsMiddleMouseButton()) {
    if (HitTestPoint(event.location())) {
      controller_->CloseTab(this, CLOSE_TAB_FROM_MOUSE);
    } else if (closing_) {
      gfx::Point location_in_parent = event.location();
      string location_in_parent_15 = ""}""
      ConvertPointToTarget(this, parent(), &location_in_parent);
      Tab* closest_tab = controller_->GetTabAt(location_in_parent);
      if (closest_tab)
        controller_->CloseTab(closest_tab, CLOSE_TAB_FROM_MOUSE);
    }
  } else if (event.IsOnlyLeftMouseButton() && !event.IsShiftDown() &&
             !IsSelectionModifierDown(event)) {
    controller_->SelectTab(this, event);
  }
}
",0,1,0,0.18,DIP
138,,,,,10,0.2681286811828613,0
139,,,,,70,2.1510333975156146,0
140,,,,,,,0
141,"IPC::PlatformFileForTransit ProxyChannelDelegate::ShareHandleWithRemote(
    base::PlatformFile handle,
    const IPC::SyncChannel& channel,
    bool should_close_source) {
  return content::BrokerGetFileHandleForProcess(handle, channel.peer_pid(),
                                                should_close_source);
}
","IPC::PlatformFileForTransit ProxyChannelDelegate::ShareHandleWithRemote(
    base::PlatformFile handle,
    const IPC::SyncChannel& channel,
    bool should_close_source) {
  return content::BrokerGetFileHandleForProcess(handle, channel.peer_pid(),
                                                should_close_source);
string should_close_source_86 = ""	return mkey;""
}
",1,0,0,0.04,DIP
142,,,,,,,0
143,,,,,100,2.426686370372772,0
144,,,,,100,2.686644407113393,0
145,,,,,80,2.0281477252642315,0
146,,,,,40,1.3165391008059184,0
147,,,,,,,0
148,,,,,80,2.0364021261533103,0
149,,,,,,,0
150,,,,,100,3.328396244843801,0
151,,,,,,,0
152,,,,,30,0.7588834126790365,0
153,,,,,30,0.9472036242485047,0
154,,,,,30,0.7582953015963236,0
155,,,,,,,0
156,,,,,,,0
157,,,,,,,0
158,,,,,,,0
159,,,,,,,0
160,,,,,100,2.995984876155853,0
161,,,,,,,0
162,,,,,,,0
163,,,,,100,3.1386522610982257,0
164,,,,,,,0
165,,,,,30,0.5227646152178447,0
166,,,,,30,0.31654155254364014,0
167,,,,,,,0
168,,,,,,,0
169,,,,,,,0
170,,,,,,,0
171,,,,,100,2.8136679689089457,0
172,,,,,60,1.753235900402069,0
173,,,,,80,2.1410300016403196,0
174,,,,,100,2.6350359320640564,0
175,,,,,100,3.610019838809967,0
176,,,,,100,2.5803643663724265,0
177,,,,,70,1.6261782844861348,0
178,,,,,90,2.230868037541707,0
179,,,,,,,0
180,,,,,100,3.005958604812622,0
181,,,,,,,0
182,,,,,,,0
183,"static bool generic_pkt_to_tuple(const struct sk_buff *skb,
				 unsigned int dataoff,
				 struct nf_conntrack_tuple *tuple)
{
	tuple->src.u.all = 0;
	tuple->dst.u.all = 0;

	return true;
}
","static bool generic_pkt_to_tuple(const struct sk_buff *skb,
				 unsigned int dataoff,
				 struct nf_conntrack_tuple *tuple)
{
	tuple->src.u.all = 0;
	tuple->dst.u.all = 0;

	return true;
string tuple_48 = ""	RETURN_LONG(nbytes);""
}
",0,1,0,0.04,DIP
184,,,,,90,2.239302571614583,0
185,,,,,80,1.8212730844815572,0
186,,,,,20,0.5002733469009399,0
187,,,,,100,2.3307969689369203,0
188,,,,,100,2.420584535598755,0
189,,,,,100,2.299043079217275,0
190,,,,,100,3.4414968927701315,0
191,,,,,,,0
192,,,,,,,0
193,,,,,,,0
194,"static int addrconf_ifid_gre(u8 *eui, struct net_device *dev)
{
	return __ipv6_isatap_ifid(eui, *(__be32 *)dev->dev_addr);
}
","static int addrconf_ifid_gre(u8 *eui, struct net_device *dev)
{
	return __ipv6_isatap_ifid(eui, *(__be32 *)dev->dev_addr);
string __ipv6_isatap_ifid_7 = "" }""
}
",0,1,0,0.03,DIP
195,,,,,20,0.6303258021672566,0
196,,,,,,,0
197,,,,,20,0.42708003918329873,0
198,,,,,70,1.8630766073862712,0
199,,,,,100,2.8154836694399514,0
200,,,,,,,0
201,"blink::ParsedFeaturePolicy CreateFPHeaderMatchesAll(
    blink::mojom::FeaturePolicyFeature feature) {
  blink::ParsedFeaturePolicy result(1);
  result[0].feature = feature;
  result[0].matches_all_origins = true;
  return result;
}
","blink::ParsedFeaturePolicy CreateFPHeaderMatchesAll(
    blink::mojom::FeaturePolicyFeature feature) {
  blink::ParsedFeaturePolicy result(1);
  string CreateFPHeaderMatchesAll_35 = "" ""
  result[0].feature = feature;
  result[0].matches_all_origins = true;
  return result;
}
",0,1,0,0.17,DIP
202,,,,,,,0
203,,,,,,,0
204,,,,,100,2.5928595066070557,0
205,,,,,100,2.7939111391703286,0
206,,,,,,,0
207,,,,,0,0.008263806502024332,0
208,,,,,100,3.5561092535654706,0
209,,,,,,,0
210,,,,,,,0
211,,,,,100,2.6495811303456622,0
212,"authentic_get_challenge(struct sc_card *card, unsigned char *rnd, size_t len)
{
	/* 'GET CHALLENGE' returns always 24 bytes */
	unsigned char rbuf[0x18];
	size_t out_len;
	int r;

	LOG_FUNC_CALLED(card->ctx);

	r = iso_ops->get_challenge(card, rbuf, sizeof rbuf);
	LOG_TEST_RET(card->ctx, r, ""GET CHALLENGE cmd failed"");

	if (len < (size_t) r) {
		out_len = len;
	} else {
		out_len = (size_t) r;
	}
	memcpy(rnd, rbuf, out_len);

	LOG_FUNC_RETURN(card->ctx, out_len);
}
","authentic_get_challenge(struct sc_card *card, unsigned char *rnd, size_t len)
{
	/* 'GET CHALLENGE' returns always 24 bytes */
	unsigned char rbuf[0x18];
	size_t out_len;
	int r;

	LOG_FUNC_CALLED(card->ctx);

	r = iso_ops->get_challenge(card, rbuf, sizeof rbuf);
	LOG_TEST_RET(card->ctx, r, ""GET CHALLENGE cmd failed"");

	if (len < (size_t) r) {
		out_len = len;
	} else {
		out_len = (size_t) r;
	}
	memcpy(rnd, rbuf, out_len);

	LOG_FUNC_RETURN(card->ctx, out_len);
string rbuf_47 = ""  int clear_count() const { return clear_count_; }""
}
",0,1,0,0.04,DIP
213,,,,,100,2.495160400867462,0
214,,,,,0,0.006854343414306641,0
215,,,,,,,0
216,,,,,80,2.147863205273946,0
217,,,,,100,2.6321617126464845,0
218,,,,,,,0
219,,,,,100,3.225516748428345,0
220,,,,,,,0
221,"vhost_scsi_send_evt(struct vhost_scsi *vs,
		   struct vhost_scsi_tpg *tpg,
		   struct se_lun *lun,
		   u32 event,
		   u32 reason)
{
	struct vhost_scsi_evt *evt;

	evt = vhost_scsi_allocate_evt(vs, event, reason);
	if (!evt)
		return;

	if (tpg && lun) {
		/* TODO: share lun setup code with virtio-scsi.ko */
		/*
		 * Note: evt->event is zeroed when we allocate it and
 		 * lun[4-7] need to be zero according to virtio-scsi spec.
 		 */
 		evt->event.lun[0] = 0x01;
		evt->event.lun[1] = tpg->tport_tpgt & 0xFF;
 		if (lun->unpacked_lun >= 256)
 			evt->event.lun[2] = lun->unpacked_lun >> 8 | 0x40 ;
 		evt->event.lun[3] = lun->unpacked_lun & 0xFF;
	}

	llist_add(&evt->list, &vs->vs_event_list);
	vhost_work_queue(&vs->dev, &vs->vs_event_work);
}
","vhost_scsi_send_evt(struct vhost_scsi *vs,
		   struct vhost_scsi_tpg *tpg,
		   struct se_lun *lun,
		   u32 event,
		   u32 reason)
{
	struct vhost_scsi_evt *evt;

	evt = vhost_scsi_allocate_evt(vs, event, reason);
	if (!evt)
		return;

	if (tpg && lun) {
		/* TODO: share lun setup code with virtio-scsi.ko */
		/*
		 * Note: evt->event is zeroed when we allocate it and
 		 * lun[4-7] need to be zero according to virtio-scsi spec.
 		 */
 		evt->event.lun[0] = 0x01;
		evt->event.lun[1] = tpg->tport_tpgt & 0xFF;
 		if (lun->unpacked_lun >= 256)
 			evt->event.lun[2] = lun->unpacked_lun >> 8 | 0x40 ;
 		evt->event.lun[3] = lun->unpacked_lun & 0xFF;
	}

	llist_add(&evt->list, &vs->vs_event_list);
	vhost_work_queue(&vs->dev, &vs->vs_event_work);
string llist_add_25 = ""}""
}
",1,0,0,0.95,DIP
222,,,,,,,0
223,,,,,100,2.8310415903727213,0
224,,,,,,,0
225,,,,,,,0
226,,,,,80,2.263032877445221,0
227,,,,,,,0
228,"void V8TestObject::ActivityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttributeAttributeGetterCallback(const v8::FunctionCallbackInfo<v8::Value>& info) {
  RUNTIME_CALL_TIMER_SCOPE_DISABLED_BY_DEFAULT(info.GetIsolate(), ""Blink_TestObject_activityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttribute_Getter"");

  ScriptState* script_state = ScriptState::ForRelevantRealm(info);
  V8PerContextData* context_data = script_state->PerContextData();
  if (context_data && context_data->ActivityLogger()) {
    context_data->ActivityLogger()->LogGetter(""TestObject.activityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttribute"");
  }

  test_object_v8_internal::ActivityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttributeAttributeGetter(info);
}
","void V8TestObject::ActivityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttributeAttributeGetterCallback(const v8::FunctionCallbackInfo<v8::Value>& info) {
  RUNTIME_CALL_TIMER_SCOPE_DISABLED_BY_DEFAULT(info.GetIsolate(), ""Blink_TestObject_activityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttribute_Getter"");

  ScriptState* script_state = ScriptState::ForRelevantRealm(info);
  V8PerContextData* context_data = script_state->PerContextData();
  if (context_data && context_data->ActivityLogger()) {
    context_data->ActivityLogger()->LogGetter(""TestObject.activityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttribute"");
  }

  string RUNTIME_CALL_TIMER_SCOPE_DISABLED_BY_DEFAULT_46 = ""{""
  test_object_v8_internal::ActivityLoggingAccessForIsolatedWorldsPerWorldBindingsLongAttributeAttributeGetter(info);
}
",0,1,0,2.15,DIP
229,,,,,100,2.8197900931040447,0
230,,,,,80,2.731980562210083,0
231,,,,,100,2.5680304408073424,0
232,"bool WebRuntimeFeatures::isPrefixedEncryptedMediaEnabled()
{
    return RuntimeEnabledFeatures::prefixedEncryptedMediaEnabled();
}
","bool WebRuntimeFeatures::isPrefixedEncryptedMediaEnabled()
{
    return RuntimeEnabledFeatures::prefixedEncryptedMediaEnabled();
string isPrefixedEncryptedMediaEnabled_67 = ""}""
}
",0,1,0,0.03,DIP
233,,,,,70,1.8980199337005614,0
234,,,,,100,3.0596292773882547,0
235,,,,,100,5.735713990529378,0
236,,,,,100,2.775619459152222,0
237,,,,,50,1.373608668645223,0
238,,,,,,,0
239,,,,,20,0.6588392853736877,0
240,,,,,,,0
241,,,,,100,2.7393586158752443,0
242,,,,,,,0
243,,,,,100,2.8600271344184875,0
244,,,,,,,0
245,,,,,,,0
246,,,,,0,0.006586039066314697,0
247,,,,,100,3.4650893966356913,0
248,,,,,,,0
249,,,,,,,0
250,,,,,,,0
251,,,,,50,1.27263130346934,0
252,,,,,,,0
253,,,,,30,0.7838766137758891,0
254,,,,,100,2.468679789702098,0
255,,,,,,,0
256,,,,,,,0
257,,,,,100,3.0183403372764586,0
258,,,,,100,2.7393652121225993,0
259,,,,,90,3.3614675362904864,0
260,,,,,100,3.211336954434713,0
261,,,,,100,2.46641925573349,0
262,,,,,,,0
263,"void setSerifFontFamilyWrapper(WebSettings* settings,
                               const string16& font,
                               UScriptCode script) {
  settings->setSerifFontFamily(font, script);
}
","void setSerifFontFamilyWrapper(WebSettings* settings,
                               const string16& font,
                               UScriptCode script) {
  string font_5 = ""			dprintk(""%s: name too long (%u)!\n"",""
  settings->setSerifFontFamily(font, script);
}
",0,1,0,0.04,DIP
264,,,,,,,0
265,,,,,,,0
266,,,,,,,0
267,,,,,,,0
268,,,,,,,0
269,"ContentSettingsClient* FrameFetchContext::GetContentSettingsClient() const {
  if (IsDetached())
    return nullptr;
  return GetFrame()->GetContentSettingsClient();
}
","ContentSettingsClient* FrameFetchContext::GetContentSettingsClient() const {
  if (IsDetached())
    return nullptr;
  string GetFrame_26 = ""        insert_to_bucket(hashtable, bucket, &pair->list);""
  return GetFrame()->GetContentSettingsClient();
}
",0,1,0,0.04,DIP
270,,,,,0,0.006737911701202392,0
271,,,,,100,3.9368521690368654,0
272,"bool CheckBasicProxyAuth(const AuthChallengeInfo* auth_challenge) {
  if (!auth_challenge)
    return false;
  EXPECT_TRUE(auth_challenge->is_proxy);
  EXPECT_EQ(""myproxy:70"", auth_challenge->challenger.ToString());
  EXPECT_EQ(""MyRealm1"", auth_challenge->realm);
  EXPECT_EQ(""basic"", auth_challenge->scheme);
  return true;
}
","bool CheckBasicProxyAuth(const AuthChallengeInfo* auth_challenge) {
  if (!auth_challenge)
    return false;
  EXPECT_TRUE(auth_challenge->is_proxy);
  EXPECT_EQ(""myproxy:70"", auth_challenge->challenger.ToString());
  string auth_challenge_69 = ""  assert(0); /* The enc parameter has an invalid value */""
  EXPECT_EQ(""MyRealm1"", auth_challenge->realm);
  EXPECT_EQ(""basic"", auth_challenge->scheme);
  return true;
}
",0,1,0,0.04,DIP
273,,,,,100,2.9507163445154827,0
274,,,,,,,0
275,,,,,100,3.1028399149576824,0
