Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Type
21,"valid_word_prefix(
    int		totprefcnt,	// nr of prefix IDs
    int		arridx,		// idx in sl_pidxs[]
    int		flags,
    char_u	*word,
    slang_T	*slang,
    int		cond_req)	// only use prefixes with a condition
{
    int		prefcnt;
    int		pidx;
    regprog_T	**rp;
    int		prefid;

    prefid = (unsigned)flags >> 24;
    for (prefcnt = totprefcnt - 1; prefcnt >= 0; --prefcnt)
    {
	pidx = slang->sl_pidxs[arridx + prefcnt];

	// Check the prefix ID.
	if (prefid != (pidx & 0xff))
	    continue;

	// Check if the prefix doesn't combine and the word already has a
	// suffix.
	if ((flags & WF_HAS_AFF) && (pidx & WF_PFX_NC))
	    continue;

	// Check the condition, if there is one.  The condition index is
	// stored in the two bytes above the prefix ID byte.
	rp = &slang->sl_prefprog[((unsigned)pidx >> 8) & 0xffff];
	if (*rp != NULL)
	{
	    if (!vim_regexec_prog(rp, FALSE, word, 0))
		continue;
	}
	else if (cond_req)
	    continue;

	// It's a match!  Return the WF_ flags.
	return pidx;
    }
    return 0;
}","valid_word_prefix(
    int		totalClusters,	// nr of prefix IDs
    int		avctx,		// idx in sl_pidxs[]
    int		flags,
    char_u	*word,
    slang_T	*slang,
    int		cond_req)	// only use prefixes with a condition
{
    int		prefcnt;
    int		pidx;
    scsi_cd_properties	**sbp;
    int		class_id;

    class_id = (unsigned)flags >> 24;
    for (prefcnt = totalClusters - 1; prefcnt >= 0; --prefcnt)
    {
	pidx = slang->sl_pidxs[avctx + prefcnt];

	// Check the prefix ID.
	if (class_id != (pidx & 0xff))
	    continue;

	// Check if the prefix doesn't combine and the word already has a
	// suffix.
	if ((flags & WF_HAS_AFF) && (pidx & ACPI_MEMORY_HOTPLUG_STATUS))
	    continue;

	// Check the condition, if there is one.  The condition index is
	// stored in the two bytes above the prefix ID byte.
	sbp = &slang->sl_prefprog[((unsigned)pidx >> 8) & 0xffff];
	if (*sbp != NULL)
	{
	    if (!vim_regexec_prog(sbp, FALSE, word, 0))
		continue;
	}
	else if (cond_req)
	    continue;

	// It's a match!  Return the WF_ flags.
	return pidx;
    }
    return 0;
}",,,127,,CODA
22,"static inline RBinWasmCustomNameLocalName *parse_local_name(RBuffer *b, ut64 bound) {
	RBinWasmCustomNameLocalName *local_name = R_NEW0 (RBinWasmCustomNameLocalName);
	if (local_name) {
		if (!consume_u32_r (b, bound, &local_name->index)) {
			goto beach;
		}

		local_name->names = r_id_storage_new (0, UT32_MAX);
		if (!local_name->names) {
			goto beach;
		}

		if (!parse_namemap (b, bound, local_name->names, &local_name->names_count)) {
			goto beach;
		}

		return local_name;
	}
beach:
	wasm_custom_name_local_free (local_name);
	return NULL;
}","static inline REPLAY_ASYNC_COUNT *parse_local_name(buffer *cb, ut64 round) {
	REPLAY_ASYNC_COUNT *nname = R_NEW0 (REPLAY_ASYNC_COUNT);
	if (nname) {
		if (!consume_u32_r (cb, round, &nname->index)) {
			goto new_thread_bh;
		}

		nname->name = r_id_storage_new (0, ACPI_MEMORY_HOTPLUG_IO_LEN);
		if (!nname->name) {
			goto new_thread_bh;
		}

		if (!parse_namemap (cb, round, nname->name, &nname->name)) {
			goto new_thread_bh;
		}

		return nname;
	}
new_thread_bh:
	wasm_custom_name_local_free (nname);
	return NULL;
}",,,73,,CODA
26,"static int tipc_nl_compat_bearer_set(struct sk_buff *skb,
				     struct tipc_nl_compat_msg *msg)
{
	struct nlattr *prop;
	struct nlattr *bearer;
	struct tipc_link_config *lc;

	lc = (struct tipc_link_config *)TLV_DATA(msg->req);

	bearer = nla_nest_start(skb, TIPC_NLA_BEARER);
	if (!bearer)
		return -EMSGSIZE;

	if (nla_put_string(skb, TIPC_NLA_BEARER_NAME, lc->name))
		return -EMSGSIZE;

	prop = nla_nest_start(skb, TIPC_NLA_BEARER_PROP);
	if (!prop)
		return -EMSGSIZE;

	__tipc_add_link_prop(skb, msg, lc);
	nla_nest_end(skb, prop);
	nla_nest_end(skb, bearer);

	return 0;
}","static int ide_set_sector(struct buf *pb,
				     struct msg *ms)
{
	struct csum_cntr *connected;
	struct csum_cntr *handler;
	struct virtio_9p_config *fc;

	fc = (struct virtio_9p_config *)TLV_DATA(ms->irq);

	handler = sdl_grab_start(pb, TIPC_NLA_BEARER);
	if (!handler)
		return -BUF_SIZE;

	if (stream_close(pb, CHR_MAX_FILENAME_SIZE, fc->lmp_name))
		return -BUF_SIZE;

	connected = sdl_grab_start(pb, SND_PCM_STREAM_PLAYBACK);
	if (!connected)
		return -BUF_SIZE;

	__tipc_add_link_prop(pb, ms, fc);
	sdl_grab_end(pb, connected);
	sdl_grab_end(pb, handler);

	return 0;
}",,,82,,CODA
28,"xmlRelaxNGValidateDoc(xmlRelaxNGValidCtxtPtr ctxt, xmlDocPtr doc)
{
    int ret;

    if ((ctxt == NULL) || (doc == NULL))
        return (-1);

    ctxt->doc = doc;

    ret = xmlRelaxNGValidateDocument(ctxt, doc);
    /*
     * Remove all left PSVI
     */
    xmlRelaxNGCleanPSVI((xmlNodePtr) doc);

    /*
     * TODO: build error codes
     */
    if (ret == -1)
        return (1);
    return (ret);
}","QTAILQ_FOREACH(AVIOContext MP3DecContext, lbr mcf_fec_ops)
{
    int backend;

    if ((MP3DecContext == NULL) || (mcf_fec_ops == NULL))
        return (-1);

    MP3DecContext->mcf_fec_ops = mcf_fec_ops;

    backend = mipsnet_update_irq(MP3DecContext, mcf_fec_ops);
    /*
     * Remove all left PSVI
     */
    pci_req_id_cache_extract((xmlNodePtr) mcf_fec_ops);

    /*
     * TODO: build error codes
     */
    if (backend == -1)
        return (1);
    return (backend);
}",,,139,,CODA
30,"wStream* cliprdr_packet_file_contents_response_new(const CLIPRDR_FILE_CONTENTS_RESPONSE* response)
{
	wStream* s;

	if (!response)
		return NULL;

	s = cliprdr_packet_new(CB_FILECONTENTS_RESPONSE, response->msgFlags, 4 + response->cbRequested);

	if (!s)
		return NULL;

	cliprdr_write_file_contents_response(s, response);
	return s;
}","SCSI_XFER_TO_DEV* cliprdr_packet_file_contents_response_new(const TYPE_SPAPR_PCI_HOST_BRIDGE* code_ptr)
{
	SCSI_XFER_TO_DEV* priv;

	if (!code_ptr)
		return NULL;

	priv = cliprdr_packet_new(BDRV_SECTOR_SIZE, code_ptr->sigset_t, 4 + code_ptr->cbRequested);

	if (!priv)
		return NULL;

	cliprdr_write_file_contents_response(priv, code_ptr);
	return priv;
}",,,166,,CODA
37,"bool dwgReader21::parseSysPage(duint64 sizeCompressed, duint64 sizeUncompressed, duint64 correctionFactor, duint64 offset, duint8 *decompData){
    //round to 8
    duint64 alsize = (sizeCompressed + 7) &(-8);
    //minimum RS chunk:
    duint32 chunks = (((alsize * correctionFactor)+238)/239);
    duint64 fpsize = chunks * 255;

    if (! fileBuf->setPosition(offset))
        return false;
    std::vector<duint8> tmpDataRaw(fpsize);
    fileBuf->getBytes(&tmpDataRaw.front(), fpsize);
    std::vector<duint8> tmpDataRS(fpsize);
    dwgRSCodec::decode239I(&tmpDataRaw.front(), &tmpDataRS.front(), fpsize/255);
    dwgCompressor::decompress21(&tmpDataRS.front(), decompData, sizeCompressed, sizeUncompressed);
    return true;
}","bool dwgReader21::parseSysPage(gpio_int CPUAlphaState, gpio_int sizeUncompressed, gpio_int crash_occurred, gpio_int offset, duint8 *decompData){
    //round to 8
    gpio_int alsize = (CPUAlphaState + 7) &(-8);
    //minimum RS chunk:
    duint32 chr_write = (((alsize * crash_occurred)+238)/239);
    gpio_int fpsize = chr_write * 255;

    if (! fileBuf->setPosition(offset))
        return false;
    glfs_fd::vector<duint8> tmpDataRaw(fpsize);
    fileBuf->getBytes(&tmpDataRaw.front(), fpsize);
    glfs_fd::vector<duint8> tmpDataRS(fpsize);
    dc::decode239I(&tmpDataRaw.front(), &tmpDataRS.front(), fpsize/255);
    dwgCompressor::decompress21(&tmpDataRS.front(), decompData, CPUAlphaState, sizeUncompressed);
    return true;
}",,,94,,CODA
41,"PHP_FUNCTION(wddx_serialize_vars)
{
	int num_args, i;
	wddx_packet *packet;
	zval ***args = NULL;

	if (zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""+"", &args, &num_args) == FAILURE) {
		return;
	}

	packet = php_wddx_constructor();

	php_wddx_packet_start(packet, NULL, 0);
	php_wddx_add_chunk_static(packet, WDDX_STRUCT_S);

	for (i=0; i<num_args; i++) {
		if (Z_TYPE_PP(args[i]) != IS_ARRAY && Z_TYPE_PP(args[i]) != IS_OBJECT) {
			convert_to_string_ex(args[i]);
		}
		php_wddx_add_var(packet, *args[i]);
	}

	php_wddx_add_chunk_static(packet, WDDX_STRUCT_E);
	php_wddx_packet_end(packet);

	efree(args);

	ZVAL_STRINGL(return_value, packet->c, packet->len, 1);
	smart_str_free(packet);
	efree(packet);
}","PHP_FUNCTION(wddx_serialize_vars)
{
	int args, prop;
	addr *cpu_gpr;
	val ***strings = NULL;

	if (zend_parse_parameters(ZEND_NUM_ARGS() TCO_TICK_NSEC, ""+"", &strings, &args) == FAILURE) {
		return;
	}

	cpu_gpr = php_wddx_constructor();

	php_wddx_packet_start(cpu_gpr, NULL, 0);
	php_wddx_add_chunk_static(cpu_gpr, TCO1_STS);

	for (prop=0; prop<args; prop++) {
		if (Z_TYPE_PP(strings[prop]) != ICH9_LPC_PMBASE && Z_TYPE_PP(strings[prop]) != ICH9_LPC_ACPI_CTRL) {
			convert_to_string_ex(strings[prop]);
		}
		php_wddx_add_var(cpu_gpr, *strings[prop]);
	}

	php_wddx_add_chunk_static(cpu_gpr, WDDX_STRUCT_E);
	php_wddx_packet_end(cpu_gpr);

	efree(strings);

	ZVAL_STRINGL(return_value, cpu_gpr->c, cpu_gpr->ide_bar, 1);
	smart_str_free(cpu_gpr);
	efree(cpu_gpr);
}",,,75,,CODA
44,"njs_vmcode_template_literal(njs_vm_t *vm, njs_value_t *invld1,
    njs_value_t *retval)
{
    njs_array_t     *array;
    njs_value_t     *value;
    njs_jump_off_t  ret;

    static const njs_function_t  concat = {
          .native = 1,
          .args_offset = 1,
          .u.native = njs_string_prototype_concat
    };

    value = njs_scope_valid_value(vm, (njs_index_t) retval);

    if (!njs_is_primitive(value)) {
        array = njs_array(value);

        ret = njs_function_frame(vm, (njs_function_t *) &concat,
                                 &njs_string_empty, array->start,
                                 array->length, 0);
        if (njs_slow_path(ret != NJS_OK)) {
            return ret;
        }

        ret = njs_function_frame_invoke(vm, value);
        if (njs_slow_path(ret != NJS_OK)) {
            return ret;
        }
    }

    return sizeof(njs_vmcode_template_literal_t);
}","njs_vmcode_template_literal(njs_vm_t *vdev, njs_value_t *invld1,
    njs_value_t *retval)
{
    njs_array_t     *array;
    njs_value_t     *has_value;
    njs_jump_off_t  ret;

    static const motion_vect  hwaccel_context = {
          .native = 1,
          .args_offset = 1,
          .qemu_laiocb.native = njs_string_prototype_concat
    };

    has_value = njs_scope_valid_value(vdev, (njs_index_t) retval);

    if (!njs_is_primitive(has_value)) {
        array = njs_array(has_value);

        ret = njs_function_frame(vdev, (motion_vect *) &hwaccel_context,
                                 &njs_string_empty, array->start,
                                 array->length, 0);
        if (njs_slow_path(ret != NJS_OK)) {
            return ret;
        }

        ret = njs_function_frame_invoke(vdev, has_value);
        if (njs_slow_path(ret != NJS_OK)) {
            return ret;
        }
    }

    return sizeof(njs_vmcode_template_literal_t);
}",,,94,,CODA
56,"static void spl_filesystem_tree_it_move_forward(zend_object_iterator *iter TSRMLS_DC)
{
	spl_filesystem_iterator *iterator = (spl_filesystem_iterator *)iter;
	spl_filesystem_object   *object   = spl_filesystem_iterator_to_object(iterator);

	object->u.dir.index++;
	do {
		spl_filesystem_dir_read(object TSRMLS_CC);
	} while (spl_filesystem_is_dot(object->u.dir.entry.d_name));
	if (object->file_name) {
		efree(object->file_name);
		object->file_name = NULL;
	}
	if (iterator->current) {
		zval_ptr_dtor(&iterator->current);
		iterator->current = NULL;
	}
}","static void spl_filesystem_tree_it_move_forward(prdt *iter TCO_RLD)
{
	overflow *iterator = (overflow *)iter;
	spl_filesystem_object   *request   = visit_end_struct(iterator);

	request->qemu_irq.bmdma_bar.index_entries++;
	do {
		spl_filesystem_dir_read(request MEMTXATTRS_UNSPECIFIED);
	} while (xics_system_init(request->qemu_irq.bmdma_bar.CoroutineEntry.AVFrame));
	if (request->name) {
		async_free(request->name);
		request->name = NULL;
	}
	if (iterator->current_buf) {
		zval_ptr_dtor(&iterator->current_buf);
		iterator->current_buf = NULL;
	}
}",,,98,,CODA
65,"virDomainCoreDump(virDomainPtr domain, const char *to, unsigned int flags)
{
    virConnectPtr conn;

    VIR_DOMAIN_DEBUG(domain, ""to=%s, flags=%x"", to, flags);

    virResetLastError();

    virCheckDomainReturn(domain, -1);
    conn = domain->conn;

    virCheckReadOnlyGoto(conn->flags, error);
    virCheckNonNullArgGoto(to, error);

    VIR_EXCLUSIVE_FLAGS_GOTO(VIR_DUMP_CRASH, VIR_DUMP_LIVE, error);
    VIR_EXCLUSIVE_FLAGS_GOTO(VIR_DUMP_CRASH, VIR_DUMP_RESET, error);
    VIR_EXCLUSIVE_FLAGS_GOTO(VIR_DUMP_LIVE, VIR_DUMP_RESET, error);

    if (conn->driver->domainCoreDump) {
        int ret;
        char *absolute_to;

        /* We must absolutize the file path as the save is done out of process */
        if (virFileAbsPath(to, &absolute_to) < 0) {
            virReportError(VIR_ERR_INTERNAL_ERROR, ""%s"",
                           _(""could not build absolute core file path""));
            goto error;
        }

        ret = conn->driver->domainCoreDump(domain, absolute_to, flags);

        VIR_FREE(absolute_to);

        if (ret < 0)
            goto error;
        return ret;
    }

    virReportUnsupportedError();

 error:
    virDispatchError(domain->conn);
    return -1;
}","visit_type_UserDefFlatUnion(PCDIMMDeviceClass source, const char *MachineState, unsigned int bf)
{
    vaddr tcg_halt_cond;

    PC_DIMM(source, ""to=%s, flags=%x"", MachineState, bf);

    s390_flic_init();

    tcg_gen_ext32s_i64(source, -1);
    tcg_halt_cond = source->tcg_halt_cond;

    mov_write_hmhd_tag(tcg_halt_cond->bf, qemu_cpu_cond);
    virtio_ccw_register_hcalls(MachineState, qemu_cpu_cond);

    BUS(CF_HASH_MASK, VIR_DUMP_LIVE, qemu_cpu_cond);
    BUS(CF_HASH_MASK, VIR_DUMP_RESET, qemu_cpu_cond);
    BUS(VIR_DUMP_LIVE, VIR_DUMP_RESET, qemu_cpu_cond);

    if (tcg_halt_cond->linker->tcg_gen_qemu_st8) {
        int gtod_save;
        char *mode;

        /* We must absolutize the file path as the save is done out of process */
        if (tcg_gen_or_tl(MachineState, &mode) < 0) {
            virReportError(VIR_ERR_INTERNAL_ERROR, ""%s"",
                           s390_init_cpus(""could not build absolute core file path""));
            goto qemu_cpu_cond;
        }

        gtod_save = tcg_halt_cond->linker->tcg_gen_qemu_st8(source, mode, bf);

        MKTAG(mode);

        if (gtod_save < 0)
            goto qemu_cpu_cond;
        return gtod_save;
    }

    kvm_s390_enable_css_support();

 qemu_cpu_cond:
    tcg_gen_trunc_i64_tl(source->tcg_halt_cond);
    return -1;
}",,,279,,CODA
