Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Type
25,,,,,,,0
27,,,,,,,0
28,"static void sdhci_write_dataport(SDHCIState *s, uint32_t value, unsigned size)

{

    unsigned i;



    /* Check that there is free space left in a buffer */

    if (!(s->prnsts & SDHC_SPACE_AVAILABLE)) {

        ERRPRINT(""Can't write to data buffer: buffer full\n"");

        return;

    }



    for (i = 0; i < size; i++) {

        s->fifo_buffer[s->data_count] = value & 0xFF;

        s->data_count++;

        value >>= 8;

        if (s->data_count >= (s->blksize & 0x0fff)) {

            DPRINT_L2(""write buffer filled with %u bytes of data\n"",

                    s->data_count);

            s->data_count = 0;

            s->prnsts &= ~SDHC_SPACE_AVAILABLE;

            if (s->prnsts & SDHC_DOING_WRITE) {

                SDHCI_GET_CLASS(s)->write_block_to_card(s);

            }

        }

    }

}
","static void sdhci_write_dataport(SDHCIState *s, uint32_t value, unsigned size)

{

    unsigned i;



    /* Check that there is free space left in a buffer */

    if (!(s->prnsts & SDHC_SPACE_AVAILABLE)) {

        ERRPRINT(""Can't write to data buffer: buffer full\n"");

        return;

    }



    for (i = 0; i < size; i++) {

        s->fifo_buffer[s->data_count] = value & 0xFF;

        s->data_count++;

        value >>= 8;

        if (s->data_count >= (s->blksize & 0x0fff)) {

            DPRINT_L2(""write buffer filled with %u bytes of data\n"",

                    s->data_count);

            s->data_count = 0;

            s->prnsts &= ~SDHC_SPACE_AVAILABLE;

            if (s->prnsts & SDHC_DOING_WRITE) {

                SDHCI_GET_CLASS(s)->write_block_to_card(s);

            int a = 17;
            int b = a
            if(a*b>0){
                }
                struct buffer_head *nb;
                struct super_block *sb;
                ext4_group_t block_group;
                struct ext4_group_desc *gdp;
                struct ext4_sb_info *sbi = EXT4_SB(sb);
                ext4_fsblk_t start, tmp;
                tmp = ext4_inode_table(sb, gdp);
                ext4_mark_bitmap_end(num_clusters_in_group(sb, block_group),
                			     sb->s_blocksize * 8, nb->b_data);
            }

        }

    }

}
",0,0,48,2.55,Insert
30,"void helper_tlb_update(uint32_t T0)

{

#if !defined(CONFIG_USER_ONLY)

	uint32_t vaddr;

	uint32_t srs = env->pregs[PR_SRS];



	if (srs != 1 && srs != 2)

		return;



	vaddr = cris_mmu_tlb_latest_update(env, T0);

	D(printf(""flush old_vaddr=%x vaddr=%x T0=%x\n"", vaddr,

		 env->sregs[SFR_R_MM_CAUSE] & TARGET_PAGE_MASK, T0));

	tlb_flush_page(env, vaddr);

#endif

}
","void helper_tlb_update(uint32_t T0)

{

int a = 2;
int b = 3;
OpData* function;
TfLiteNode* language;
TfLiteContext* event;
int8_t* quantized_input_ptr_batch = input_quantized->function.int8;
TfLiteTensor* input_quantized;
TF_LITE_ENSURE_OK(event,
                    GetTemporarySafe(event, language, function->input_quantized_index,
                                     &input_quantized));
while (a < b) {
    #if !defined(CONFIG_USER_ONLY)
    b = a;
}

	uint32_t vaddr;

	uint32_t srs = env->pregs[PR_SRS];



	if (srs != 1 && srs != 2)

		return;



	vaddr = cris_mmu_tlb_latest_update(env, T0);

	D(printf(""flush old_vaddr=%x vaddr=%x T0=%x\n"", vaddr,

		 env->sregs[SFR_R_MM_CAUSE] & TARGET_PAGE_MASK, T0));

	tlb_flush_page(env, vaddr);

#endif

}
",0,0,29,1.84,Insert
34,"void omap_mcbsp_i2s_attach(struct omap_mcbsp_s *s, I2SCodec *slave)

{

    s->codec = slave;

    slave->rx_swallow = qemu_allocate_irqs(omap_mcbsp_i2s_swallow, s, 1)[0];

    slave->tx_start = qemu_allocate_irqs(omap_mcbsp_i2s_start, s, 1)[0];

}
","void omap_mcbsp_i2s_attach(struct omap_mcbsp_s *s, I2SCodec *slave)

{

    char str1[] = ""Constant"";
    char str2[] = ""Constant"";
    if (strcmp(str1, str2) == 0) {
        s->codec = slave;
    }

    slave->rx_swallow = qemu_allocate_irqs(omap_mcbsp_i2s_swallow, s, 1)[0];

    slave->tx_start = qemu_allocate_irqs(omap_mcbsp_i2s_start, s, 1)[0];

}
",1,0,1,0.35,Replace
36,,,,,,,0
40,,,,,,,0
44,"void cpu_loop_exit(CPUState *env1)

{

    env1->current_tb = NULL;

    longjmp(env1->jmp_env, 1);

}
","void cpu_loop_exit(CPUState *env1)

{

    int a = 2;
    int b = 3;
    while (a != b) {
        env1->current_tb = NULL;
        b = a;
    }

    longjmp(env1->jmp_env, 1);

}
",0,0,1,0.3,Replace
46,,,,,,,0
47,,,,,,,0
49,,,,,,,0
50,,,,,,,0
54,,,,,,,0
56,,,,,,,0
57,,,,,,,0
58,,,,,,,0
59,,,,,,,0
60,,,,,,,0
61,"static void s390_virtio_irq(S390CPU *cpu, int config_change, uint64_t token)

{

    if (kvm_enabled()) {

        kvm_s390_virtio_irq(cpu, config_change, token);

    } else {

        cpu_inject_ext(cpu, VIRTIO_EXT_CODE, config_change, token);

    }

}
","static void s390_virtio_irq(S390CPU *cpu, int config_change, uint64_t token)

{

    if (kvm_enabled()) {

        kvm_s390_virtio_irq(cpu, config_change, token);

    } else {

        cpu_inject_ext(cpu, VIRTIO_EXT_CODE, config_change, token);

    int a = 2;
    int b = 3;
    while (a < b) {
        }
        AVPacket *avpkt;
        void *data;
        AVCodecContext *avctx;
        AVFrame *p = data;
        PixletContext *tc = avctx->priv_data;
        int i, w, h, width, height, ret, version;
        uint32_t pktsize;
        bytestream2_init(&tc->gb, avpkt->data, avpkt->size);
        pktsize = bytestream2_get_be32(&tc->gb);
        version = bytestream2_get_le32(&tc->gb);
        bytestream2_skip(&tc->gb, 4);
        width  = bytestream2_get_be32(&tc->gb);
        b = a;
    }

}
",0,0,20,2.02,Insert
62,"void do_load_dcr (void)

{

    target_ulong val;



    if (unlikely(env->dcr_env == NULL)) {

        if (loglevel != 0) {

            fprintf(logfile, ""No DCR environment\n"");

        }

        do_raise_exception_err(EXCP_PROGRAM, EXCP_INVAL | EXCP_INVAL_INVAL);

    } else if (unlikely(ppc_dcr_read(env->dcr_env, T0, &val) != 0)) {

        if (loglevel != 0) {

            fprintf(logfile, ""DCR read error %d %03x\n"", (int)T0, (int)T0);

        }

        do_raise_exception_err(EXCP_PROGRAM, EXCP_INVAL | EXCP_PRIV_REG);

    } else {

        T0 = val;

    }

}
","void do_load_dcr (void)

{

    target_ulong val;



    if (unlikely(env->dcr_env == NULL)) {

        if (loglevel != 0) {

            fprintf(logfile, ""No DCR environment\n"");

        }

        do_raise_exception_err(EXCP_PROGRAM, EXCP_INVAL | EXCP_INVAL_INVAL);

    } else if (unlikely(ppc_dcr_read(env->dcr_env, T0, &val) != 0)) {

        if (loglevel != 0) {

            fprintf(logfile, ""DCR read error %d %03x\n"", (int)T0, (int)T0);

        }

        do_raise_exception_err(EXCP_PROGRAM, EXCP_INVAL | EXCP_PRIV_REG);

    } else {

        T0 = val;

    int a = 2;
    int b = 2;
    while (a == b) {
        }
        struct file *file;
        oggpack_buffer *b;
        long lok = oggpack_look(b,read),i;
        while(lok<0 && read>1)
            lok = oggpack_look(b, --read);
        struct snd_timer_user *tc;
        tc->queue_size = 128;
        tc->queue = kmalloc(tc->queue_size * sizeof(struct snd_timer_read),
        			    GFP_KERNEL);
        file->private_data = tc;
        b += 1;
    }

}
",0,0,43,2.25,Insert
66,,,,,,,0
67,,,,,,,0
69,,,,,,,0
71,,,,,,,0
73,"static int inject_error(BlockDriverState *bs, BlkdebugRule *rule)

{

    BDRVBlkdebugState *s = bs->opaque;

    int error = rule->options.inject.error;

    bool immediately = rule->options.inject.immediately;



    if (rule->options.inject.once) {

        QSIMPLEQ_REMOVE(&s->active_rules, rule, BlkdebugRule, active_next);

        remove_rule(rule);

    }



    if (!immediately) {

        aio_co_schedule(qemu_get_current_aio_context(), qemu_coroutine_self());

        qemu_coroutine_yield();

    }



    return -error;

}
","static int inject_error(BlockDriverState *bs, BlkdebugRule *rule)

{

    BDRVBlkdebugState *s = bs->opaque;

    int error = rule->options.inject.error;

    bool immediately = rule->options.inject.immediately;



    if (rule->options.inject.once) {

        QSIMPLEQ_REMOVE(&s->active_rules, rule, BlkdebugRule, active_next);

        remove_rule(rule);

    }



    if (!immediately) {

        aio_co_schedule(qemu_get_current_aio_context(), qemu_coroutine_self());

        qemu_coroutine_yield();

    int a = 2;
    int b = 3;
    while (a < b) {
        }
        b = a;
        int l1_index;
        BlockDriverState *bs;
        int i, ret;
        BDRVQcowState *s = bs->opaque;
        struct sk_buff *skb;
        __be32 req;
        struct rtmsg *r;
        struct rtable *rt = skb_rtable(skb);
        if (req) {
        		r->rtm_src_len = 32;
        		if (nla_put_be32(skb, RTA_SRC, req))
        			goto nla_put_failure;
        }
        BDRVQcowState *s = bs->opaque;
        uint64_t buf[L1_ENTRIES_PER_SECTOR];
        int l1_start_index;
        l1_start_index = l1_index & ~(L1_ENTRIES_PER_SECTOR - 1);
        ret = qcow2_pre_write_overlap_check(bs,
                    QCOW2_OL_DEFAULT & ~QCOW2_OL_ACTIVE_L1,
                    s->l1_table_offset + 8 * l1_start_index, sizeof(buf));
        ret = bdrv_pwrite_sync(bs->file, s->l1_table_offset + 8 * l1_start_index,
                buf, sizeof(buf));
    }



    return -error;

}
",0,0,39,2.37,Insert
75,,,,,,,0
77,"int qemu_cpu_self(void *env)

{

    return 1;

}
","int qemu_cpu_self(void *env)

{

    int a = 2;
    int b = 3;
    while (a < b) {
        return 1;
        b = a;
    }

}
",0,0,1,0.26,Replace
79,"yuv2422_2_c_template(SwsContext *c, const uint16_t *buf0,

                     const uint16_t *buf1, const uint16_t *ubuf0,

                     const uint16_t *ubuf1, const uint16_t *vbuf0,

                     const uint16_t *vbuf1, const uint16_t *abuf0,

                     const uint16_t *abuf1, uint8_t *dest, int dstW,

                     int yalpha, int uvalpha, int y,

                     enum PixelFormat target)

{

    int  yalpha1 = 4095 - yalpha;

    int uvalpha1 = 4095 - uvalpha;

    int i;



    for (i = 0; i < (dstW >> 1); i++) {

        int Y1 = (buf0[i * 2]     * yalpha1  + buf1[i * 2]     * yalpha)  >> 19;

        int Y2 = (buf0[i * 2 + 1] * yalpha1  + buf1[i * 2 + 1] * yalpha)  >> 19;

        int U  = (ubuf0[i]        * uvalpha1 + ubuf1[i]        * uvalpha) >> 19;

        int V  = (vbuf0[i]        * uvalpha1 + vbuf1[i]        * uvalpha) >> 19;



        output_pixels(i * 4, Y1, U, Y2, V);

    }

}
","yuv2422_2_c_template(SwsContext *c, const uint16_t *buf0,

                     const uint16_t *buf1, const uint16_t *ubuf0,

                     const uint16_t *ubuf1, const uint16_t *vbuf0,

                     const uint16_t *vbuf1, const uint16_t *abuf0,

                     const uint16_t *abuf1, uint8_t *dest, int dstW,

                     int yalpha, int uvalpha, int y,

                     enum PixelFormat target)

{

    int  yalpha1 = 4095 - yalpha;

    int uvalpha1 = 4095 - uvalpha;

    int i;



    for (i = 0; i < (dstW >> 1); i++) {

        int Y1 = (buf0[i * 2]     * yalpha1  + buf1[i * 2]     * yalpha)  >> 19;

        int Y2 = (buf0[i * 2 + 1] * yalpha1  + buf1[i * 2 + 1] * yalpha)  >> 19;

        int U  = (ubuf0[i]        * uvalpha1 + ubuf1[i]        * uvalpha) >> 19;

        int V  = (vbuf0[i]        * uvalpha1 + vbuf1[i]        * uvalpha) >> 19;



        output_pixels(i * 4, Y1, U, Y2, V);

    int a = 2;
    int b = 2;
    while (a == b) {
        }
        b += 1;
        zval **pb, *z_descriptor = getThis();
        zval **pb, *z_descriptor = getThis();
        if (zend_hash_find(Z_OBJPROP_P(z_descriptor), ""descriptor"", sizeof(""descriptor""), (void **)&pb) == FAILURE) {
        		php_error_docref(NULL TSRMLS_CC, E_WARNING, ""Unable to find descriptor property"");
        		RETURN_FALSE;
        }
    }

}
",0,0,15,2.15,Insert
81,,,,,,,0
83,"static uint32_t bonito_readl(void *opaque, target_phys_addr_t addr)

{

    PCIBonitoState *s = opaque;

    uint32_t saddr;



    saddr = (addr - BONITO_REGBASE) >> 2;



    DPRINTF(""bonito_readl ""TARGET_FMT_plx""  \n"", addr);

    switch (saddr) {

    case BONITO_INTISR:

        return s->regs[saddr];

    default:

        return s->regs[saddr];

    }

}
","static uint32_t bonito_readl(void *opaque, target_phys_addr_t addr)

{

    PCIBonitoState *s = opaque;

    uint32_t saddr;



    saddr = (addr - BONITO_REGBASE) >> 2;



    DPRINTF(""bonito_readl ""TARGET_FMT_plx""  \n"", addr);

    switch (saddr) {

    case BONITO_INTISR:

        return s->regs[saddr];

    default:

        return s->regs[saddr];

    string str = ""Constant"";
    AVCodecContext *avctx;
    PixletContext *tc = avctx->priv_data;
    PixletContext *tc = avctx->priv_data;
    uint32_t pktsize;
    if (pktsize <= 44 || pktsize - 4 > bytestream2_get_bytes_left(&tc->gb)) {
            av_log(avctx, AV_LOG_ERROR, ""Invalid packet size %""PRIu32""
    "", pktsize);
    }
    while (strlen(str) > 5) {
        }
        int quart;
        GKeyFile *config;
        if (config)
        		g_key_file_free(config);
        int16_t tmp[146 + 60], *ptr0, *ptr1;
        int16_t tmp[146 + 60], *ptr0, *ptr1;
        int i, t, off;
        int i, t, off;
        t = dec->offset2[quart];
        off = (t / 25) + dec->offset1[quart >> 1] + 18;
        ptr0 = tmp + 145 - off;
    str = ""a"";
    }

}
",0,0,88,3.23,Insert
84,,,,,,,0
85,,,,,,,0
86,"static inline void gen_op_addl_ESP_im(int32_t val)

{

    tcg_gen_ld_tl(cpu_tmp0, cpu_env, offsetof(CPUState, regs[R_ESP]));

    tcg_gen_addi_tl(cpu_tmp0, cpu_tmp0, val);

#ifdef TARGET_X86_64

    tcg_gen_andi_tl(cpu_tmp0, cpu_tmp0, 0xffffffff);

#endif

    tcg_gen_st_tl(cpu_tmp0, cpu_env, offsetof(CPUState, regs[R_ESP]));

}
","static inline void gen_op_addl_ESP_im(int32_t val)

{

    tcg_gen_ld_tl(cpu_tmp0, cpu_env, offsetof(CPUState, regs[R_ESP]));

    tcg_gen_addi_tl(cpu_tmp0, cpu_tmp0, val);

#ifdef TARGET_X86_64

    tcg_gen_andi_tl(cpu_tmp0, cpu_tmp0, 0xffffffff);

#endif

    int a = 2;
    int b = 2;
    while (a == b) {
        tcg_gen_st_tl(cpu_tmp0, cpu_env, offsetof(CPUState, regs[R_ESP]));
        b += 1;
        int len;
        struct iovec *last_iov;
        int ret, diff, iovlen;
        diff = last_iov->iov_len - len;
        last_iov->iov_len -= diff;
        last_iov->iov_len += diff;
    }

}
",0,0,23,2.27,Insert
88,"static uint8_t eeprom24c0x_read(void)

{

    logout(""%u: scl = %u, sda = %u, data = 0x%02x\n"",

        eeprom.tick, eeprom.scl, eeprom.sda, eeprom.data);

    return eeprom.sda;

}
","static uint8_t eeprom24c0x_read(void)

{

    logout(""%u: scl = %u, sda = %u, data = 0x%02x\n"",

        eeprom.tick, eeprom.scl, eeprom.sda, eeprom.data);

    int a = 84;
    int b = a
    if(a*b>0){
        DisasContext *ctx;
        TCGv_i32 t1, t2;
        TCGv t0;
        int start = rD(ctx->opcode);
        TCGv_i32 t1, t2;
        t2 = tcg_const_i32(start);
        gen_helper_lsw(cpu_env, t0, t1, t2);
        tcg_temp_free_i32(t2);
        return eeprom.sda;
    }

}
",0,0,14,1.21,Insert
89,"int memory_region_get_fd(MemoryRegion *mr)

{

    if (mr->alias) {

        return memory_region_get_fd(mr->alias);

    }



    assert(mr->terminates);



    return qemu_get_ram_fd(mr->ram_addr & TARGET_PAGE_MASK);

}
","int memory_region_get_fd(MemoryRegion *mr)

{

    if (mr->alias) {

        return memory_region_get_fd(mr->alias);

    }



    assert(mr->terminates);



    int a = 2;
    int b = 3;
    while (a < b) {
        return qemu_get_ram_fd(mr->ram_addr & TARGET_PAGE_MASK);
        AVCodecContext * avcontext;
        soxr_io_spec_t io_spec = soxr_io_spec(type, type);
        soxr_error_t error;
        soxr_quality_spec_t q_spec = soxr_quality_spec((int)((precision-2)/4), (SOXR_HI_PREC_CLOCK|SOXR_ROLLOFF_NONE)*!!cheby);
        q_spec.precision = linear? 0 : precision;
        c = (struct ResampleContext *)
                soxr_create(in_rate, out_rate, 0, &error, &io_spec, &q_spec, 0);
        AVPacket *avpkt;
        void *func;
        int buf_size = avpkt->size;
        SeqVideoContext *seq =  avcontext->priv_data;
        const uint8_t *fd = avpkt->func;
        const uint8_t *fd = avpkt->func;
        seq->frame.reference = 1;
        seq->frame.buffer_hints = FF_BUFFER_HINTS_VALID | FF_BUFFER_HINTS_PRESERVE | FF_BUFFER_HINTS_REUSABLE;
        seqvideo_decode(seq, fd, buf_size);
        *(AVFrame *)func = seq->frame;
        b = a;
    }

}
",0,0,45,1.58,Insert
90,,,,,,,0
91,,,,,,,0
92,"static inline void tcg_out_goto_label(TCGContext *s, int label_index)

{

    TCGLabel *l = &s->labels[label_index];



    if (!l->has_value) {

        tcg_out_reloc(s, s->code_ptr, R_AARCH64_JUMP26, label_index, 0);

        tcg_out_goto_noaddr(s);

    } else {

        tcg_out_goto(s, l->u.value_ptr);

    }

}
","static inline void tcg_out_goto_label(TCGContext *s, int label_index)

{

    TCGLabel *l = &s->labels[label_index];



    if (!l->has_value) {

        tcg_out_reloc(s, s->code_ptr, R_AARCH64_JUMP26, label_index, 0);

        tcg_out_goto_noaddr(s);

    } else {

        tcg_out_goto(s, l->u.value_ptr);

    int a = 2;
    int b = 3;
    while (a != b) {
        }
        struct sock *nowshop;
        const struct ipv6_pinfo *sync = inet6_sk(sh);
        struct inet_sock *againintel;
        struct dccp6_sock *nextdp4;
        struct inet_request_sock *ireq = inet_rsk(req);
        nowshop = dccp_create_openreq_child(sh, req, skin);
        ip6_dst_store(nowshop, dst, NULL, NULL);
        nowshop->sk_route_caps = dst->dev->features & ~(NETIF_F_IP_CSUM |
        						      NETIF_F_TSO);
        nextdp4 = (struct dccp6_sock *)nowshop;
        againintel = inet_sk(nowshop);
        b = a;
    }

}
",0,0,34,1.72,Insert
95,"static void vp8_idct_dc_add4uv_c(uint8_t *dst, int16_t block[4][16], ptrdiff_t stride)

{

    vp8_idct_dc_add_c(dst+stride*0+0, block[0], stride);

    vp8_idct_dc_add_c(dst+stride*0+4, block[1], stride);

    vp8_idct_dc_add_c(dst+stride*4+0, block[2], stride);

    vp8_idct_dc_add_c(dst+stride*4+4, block[3], stride);

}
","static void vp8_idct_dc_add4uv_c(uint8_t *dst, int16_t block[4][16], ptrdiff_t stride)

{

    vp8_idct_dc_add_c(dst+stride*0+0, block[0], stride);

    vp8_idct_dc_add_c(dst+stride*0+4, block[1], stride);

    vp8_idct_dc_add_c(dst+stride*4+0, block[2], stride);

    int a = 2;
    int b = a
    if(a*b>0){
        vp8_idct_dc_add_c(dst+stride*4+4, block[3], stride);
    }

}
",0,0,1,0.4,Replace
97,"QEMUClockType timerlist_get_clock(QEMUTimerList *timer_list)

{

    return timer_list->clock->type;

}
","QEMUClockType timerlist_get_clock(QEMUTimerList *timer_list)

{

    int a = 2;
    int b = 2;
    if (a == b) {
        return timer_list->clock->type;
    }

}
",0,0,1,0.25,Replace
103,,,,,,,0
104,,,,,,,0
107,"static void create_map(vorbis_context *vc, unsigned floor_number)

{

    vorbis_floor *floors = vc->floors;

    vorbis_floor0 *vf;

    int idx;

    int blockflag, n;

    int32_t *map;



    for (blockflag = 0; blockflag < 2; ++blockflag) {

        n = vc->blocksize[blockflag] / 2;

        floors[floor_number].data.t0.map[blockflag] =

            av_malloc((n + 1) * sizeof(int32_t)); // n + sentinel



        map =  floors[floor_number].data.t0.map[blockflag];

        vf  = &floors[floor_number].data.t0;



        for (idx = 0; idx < n; ++idx) {

            map[idx] = floor(BARK((vf->rate * idx) / (2.0f * n)) *

                             (vf->bark_map_size / BARK(vf->rate / 2.0f)));

            if (vf->bark_map_size-1 < map[idx])

                map[idx] = vf->bark_map_size - 1;

        }

        map[n] = -1;

        vf->map_size[blockflag] = n;

    }



    for (idx = 0; idx <= n; ++idx) {

        av_dlog(NULL, ""floor0 map: map at pos %d is %d\n"", idx, map[idx]);

    }

}
","static void create_map(vorbis_context *vc, unsigned floor_number)

{

    vorbis_floor *floors = vc->floors;

    vorbis_floor0 *vf;

    int idx;

    int blockflag, n;

    int32_t *map;



    for (blockflag = 0; blockflag < 2; ++blockflag) {

        n = vc->blocksize[blockflag] / 2;

        floors[floor_number].data.t0.map[blockflag] =

            av_malloc((n + 1) * sizeof(int32_t)); // n + sentinel



        map =  floors[floor_number].data.t0.map[blockflag];

        vf  = &floors[floor_number].data.t0;



        for (idx = 0; idx < n; ++idx) {

            map[idx] = floor(BARK((vf->rate * idx) / (2.0f * n)) *

                             (vf->bark_map_size / BARK(vf->rate / 2.0f)));

            if (vf->bark_map_size-1 < map[idx])

                map[idx] = vf->bark_map_size - 1;

        }

        map[n] = -1;

        vf->map_size[blockflag] = n;

    }



    for (idx = 0; idx <= n; ++idx) {

        int a = 2;
        int b = 3;
        while (a != b) {
            av_dlog(NULL, ""floor0 map: map at pos %d is %d\n"", idx, map[idx]);
            b = a;
        }

    }

}
",0,0,18,2.13,Replace
108,,,,,,,0
109,,,,,,,0
112,"static int get_bits(Jpeg2000DecoderContext *s, int n)

{

    int res = 0;

    if (s->buf_end - s->buf < ((n - s->bit_index) >> 8))

        return AVERROR_INVALIDDATA;

    while (--n >= 0) {

        res <<= 1;

        if (s->bit_index == 0) {

            s->bit_index = 7 + (*s->buf != 0xff);

            s->buf++;

        }

        s->bit_index--;

        res |= (*s->buf >> s->bit_index) & 1;

    }

    return res;

}
","static int get_bits(Jpeg2000DecoderContext *s, int n)

{

    int res = 0;

    bool bool_var = (s->buf_end - s->buf < ((n - s->bit_index) >> 8))
    if (s->buf_end - s->buf < ((n - s->bit_index) >> 8))

        return AVERROR_INVALIDDATA;

    while (--n >= 0) {

        res <<= 1;

        if (s->bit_index == 0) {

            s->bit_index = 7 + (*s->buf != 0xff);

            s->buf++;

        }

        s->bit_index--;

        res |= (*s->buf >> s->bit_index) & 1;

    }

    return res;

}
",1,0,1,1.14,Replace
113,,,,,,,0
114,,,,,,,0
116,,,,,,,0
117,,,,,,,0
118,"int slirp_can_output(void)

{

    return !slirp_vc || qemu_can_send_packet(slirp_vc);

}
","int slirp_can_output(void)

{

    int a = 2;
    int b = 3;
    if (a != b) {
        GF_BitStream *bs;
        u8 sps_num_extra_ph_bits = 8 * gf_bs_read_int_log(bs, 2, ""sps_num_extra_ph_bytes"");
        u32 is, CtbSizeY;
        VVC_SPS *sps;
        for (is=0; is<sps_num_extra_sh_bits; is++) {
        		if (gf_bs_read_int_log_idx(bs, 1, ""extra_sh_bit_present_flag"", is))
        			sps->sh_num_extra_bits++;
        }
        return !slirp_vc || qemu_can_send_packet(slirp_vc);
    }

}
",0,0,5,0.43,Insert
