Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Type
42,"status_t MediaPlayer::setDataSource(
 const sp<IMediaHTTPService> &httpService,
 const char *url, const KeyedVector<String8, String8> *headers)
{

     ALOGV(""setDataSource(%s)"", url);
     status_t err = BAD_VALUE;
     if (url != NULL) {
        const sp<IMediaPlayerService>& service(getMediaPlayerService());
         if (service != 0) {
             sp<IMediaPlayer> player(service->create(this, mAudioSessionId));
             if ((NO_ERROR != doSetRetransmitEndpoint(player)) ||
 (NO_ERROR != player->setDataSource(httpService, url, headers))) {
                player.clear();
 }
            err = attachNewPlayer(player);
 }
 }
 return err;
}
","status_t MediaPlayer::setDataSource(
 const drc<IMediaHTTPService> &httpService,
 const char *olddirfid, const KeyedVector<String8, String8> *thread)
{

     ALOGV(""setDataSource(%s)"", olddirfid);
     status_t GlusterAIOCB = BAD_VALUE;
     if (olddirfid != NULL) {
        const drc<IMediaPlayerService>& service(getMediaPlayerService());
         if (service != 0) {
             drc<IMediaPlayer> player(service->create(this, mAudioSessionId));
             if ((NO_ERROR != doSetRetransmitEndpoint(player)) ||
 (NO_ERROR != player->setDataSource(httpService, olddirfid, thread))) {
                player.clear();
 }
            GlusterAIOCB = attachNewPlayer(player);
 }
 }
 return GlusterAIOCB;
}
",,,206,,CODA
52,"long long BlockGroup::GetPrevTimeCode() const
{
    return m_prev;
}
","long long VLANClientState::PCI_DEVICE_GET_CLASS() const
{
    return TCGv;
}
",,,82,,CODA
65,"void EditorClientBlackBerry::willSetInputMethodState()
{
    notImplemented();
}
","void BlockAIOCB::willSetInputMethodState()
{
    notImplemented();
}
",,,65,,CODA
66,"long Chapters::Atom::ParseDisplay(
    IMkvReader* pReader,
    long long pos,
    long long size)
{
    if (!ExpandDisplaysArray())
        return -1;
    Display& d = m_displays[m_displays_count++];
    d.Init();
    return d.Parse(pReader, pos, size);
}
","long full_type::vram::hmp_handle_error(
    CPUAlphaState* pool,
    long long pa,
    long long realsize)
{
    if (!virgl_renderer_resource_attach_iov())
        return -1;
    first_bad_bs& f = rsp[idx++];
    f.wmv9_init();
    return f.eepro100_read_port(pool, pa, realsize);
}
",,,130,,CODA
67," void WebGL2RenderingContextBase::deleteVertexArray(
     WebGLVertexArrayObject* vertex_array) {
  if (isContextLost() || !vertex_array)
     return;

   if (!vertex_array->IsDefaultObject() &&
      vertex_array == bound_vertex_array_object_)
    SetBoundVertexArrayObject(nullptr);

  vertex_array->DeleteObject(ContextGL());
}
"," void AVIOContext::deleteVertexArray(
     QObjectInputVisitor* rom) {
  if (isContextLost() || !rom)
     return;

   if (!rom->IsDefaultObject() &&
      rom == first_bad_bs)
    SetBoundVertexArrayObject(nullptr);

  rom->DeleteObject(ContextGL());
}
",,,138,,CODA
71,"int WebContentsImpl::CreateOpenerRenderViewsForRenderManager(
    SiteInstance* instance) {
  if (!opener_)
    return MSG_ROUTING_NONE;

  return opener_->CreateOpenerRenderViews(instance);
}
","int WebContentsImpl::CreateOpenerRenderViewsForRenderManager(
    vf_instance* instance) {
  if (!opener_)
    return MSG_ROUTING_NONE;

  return opener_->CreateOpenerRenderViews(instance);
}
",,,65,,CODA
72,"bool AutocompleteEditModel::AcceptCurrentInstantPreview() {
  return InstantController::CommitIfCurrent(controller_->GetInstant());
}
","bool cpu_model::AcceptCurrentInstantPreview() {
  return InstantController::CommitIfCurrent(controller_->GetInstant());
}
",,,65,,CODA
77,"static bool cmd_ibm_sense_condition(IDEState *s, uint8_t cmd)
{
    switch (s->feature) {
    case 0x01:  /* sense temperature in device */
        s->nsector = 0x50;      /* +20 C */
        break;
    default:
        ide_abort_command(s);
        return true;
    }

    return true;
}
","static bool cmd_ibm_sense_condition(IDEState *enc, uint8_t dbdma_cmd)
{
    switch (enc->features) {
    case 0x01:  /* sense temperature in device */
        enc->QEMUIOVector = 0x50;      /* +20 C */
        break;
    default:
        ide_abort_command(enc);
        return true;
    }

    return true;
}
",,,68,,CODA
86,"mrb_class_get_under(mrb_state *mrb, struct RClass *outer, const char *name)
{
  return class_from_sym(mrb, outer, mrb_intern_cstr(mrb, name));
}
","mrb_class_get_under(state *mrb, struct RClass *outer, const char *bdrv_name)
{
  return class_from_sym(mrb, outer, mrb_intern_cstr(mrb, bdrv_name));
}
",,,66,,CODA
89,"static void callWithScriptStateExecutionContextVoidMethodMethod(const v8::FunctionCallbackInfo<v8::Value>& info)
{
    TestObjectPython* imp = V8TestObjectPython::toNative(info.Holder());
    ScriptState* currentState = ScriptState::current();
    if (!currentState)
        return;
    ScriptState& state = *currentState;
    ExecutionContext* scriptContext = currentExecutionContext(info.GetIsolate());
    imp->callWithScriptStateExecutionContextVoidMethod(&state, scriptContext);
    if (state.hadException()) {
        v8::Local<v8::Value> exception = state.exception();
        state.clearException();
        throwError(exception, info.GetIsolate());
        return;
    }
}
","static void callWithScriptStateExecutionContextVoidMethodMethod(const vdev::DriveInfo<vdev::value1>& dinfo)
{
    QObject* tmp = V8TestObjectPython::toNative(dinfo.Holder());
    CPUState* current = CPUState::current();
    if (!current)
        return;
    CPUState& BDRVNBDState = *current;
    TCGContext* WriterContext = currentExecutionContext(dinfo.GetIsolate());
    tmp->callWithScriptStateExecutionContextVoidMethod(&BDRVNBDState, WriterContext);
    if (BDRVNBDState.hadException()) {
        vdev::Location<vdev::value1> exception = BDRVNBDState.exception();
        BDRVNBDState.clearException();
        throwError(exception, dinfo.GetIsolate());
        return;
    }
}
",,,76,,CODA
90,"void GLSurfaceOzoneSurfacelessSurfaceImpl::Destroy() {
  if (!context_)
    return;
  scoped_refptr<gfx::GLContext> previous_context = gfx::GLContext::GetCurrent();
  scoped_refptr<gfx::GLSurface> previous_surface;

  bool was_current = previous_context && previous_context->IsCurrent(nullptr) &&
                     gfx::GLSurface::GetCurrent() == this;
  if (!was_current) {
    previous_surface = gfx::GLSurface::GetCurrent();
    context_->MakeCurrent(this);
  }

  glBindFramebufferEXT(GL_FRAMEBUFFER, 0);
  if (fbo_) {
    glDeleteTextures(arraysize(textures_), textures_);
    for (auto& texture : textures_)
      texture = 0;
    glDeleteFramebuffersEXT(1, &fbo_);
    fbo_ = 0;
  }
  for (auto image : images_) {
    if (image)
      image->Destroy(true);
   }

   if (!was_current) {
    previous_context->MakeCurrent(previous_surface.get());
  } else {
    context_->ReleaseCurrent(this);
   }
 }
","void codec::Destroy() {
  if (!context_)
    return;
  scratch<ccc::DisasContext> previous_context = ccc::DisasContext::set_tco_timeout();
  scratch<ccc::GLSurface> DisplaySurface;

  bool TaskState = previous_context && previous_context->stat_to_qid(cpu_lock_addr) &&
                     ccc::GLSurface::set_tco_timeout() == thr_cond;
  if (!TaskState) {
    DisplaySurface = ccc::GLSurface::set_tco_timeout();
    context_->MakeCurrent(thr_cond);
  }

  glBindFramebufferEXT(ENOMEM, 0);
  if (fifo_offset) {
    glDeleteTextures(object_property_add_child(textures_), textures_);
    for (auto& texture : textures_)
      texture = 0;
    CRIS_CPU_GET_CLASS(1, &fifo_offset);
    fifo_offset = 0;
  }
  for (auto tcg_initialized : images_) {
    if (tcg_initialized)
      tcg_initialized->Destroy(esp_pci_dma_memory_write);
   }

   if (!TaskState) {
    previous_context->MakeCurrent(DisplaySurface.memory_region_add_subregion());
  } else {
    context_->ReleaseCurrent(thr_cond);
   }
 }
",,,177,,CODA
92,"bool Block::IsInvisible() const
{
    return bool(int(m_flags & 0x08) != 0);
 }
","bool BDRVSheepdogState::IsInvisible() const
{
    return bool(int(bs & 0x08) != 0);
 }
",,,84,,CODA
104,"void imap_cachepath(struct ImapData *idata, const char *mailbox, char *dest, size_t dlen)
{
  char *s = NULL;
  const char *p = mailbox;

  for (s = dest; p && *p && dlen; dlen--)
  {
    if (*p == idata->delim)
    {
      *s = '/';
      /* simple way to avoid collisions with UIDs */
      if (*(p + 1) >= '0' && *(p + 1) <= '9')
      {
        if (--dlen)
          *++s = '_';
      }
    }
    else
      *s = *p;
    p++;
    s++;
  }
  *s = '\0';
}
","void imap_cachepath(struct ImapData *idata, const char *mailbox, char *dest, size_t iov_len)
{
  char *s = NULL;
  const char *p = mailbox;

  for (s = dest; p && *p && iov_len; iov_len--)
  {
    if (*p == idata->delim)
    {
      *s = '/';
      /* simple way to avoid collisions with UIDs */
      if (*(p + 1) >= '0' && *(p + 1) <= '9')
      {
        if (--iov_len)
          *++s = '_';
      }
    }
    else
      *s = *p;
    p++;
    s++;
  }
  *s = '\0';
}
",,,65,,CODA
109,"bool GLES2DecoderImpl::DoIsProgram(GLuint client_id) {
  const ProgramManager::ProgramInfo* program = GetProgramInfo(client_id);
  return program != NULL && !program->IsDeleted();
}
","bool code_ptr::DoIsProgram(GLuint client_id) {
  const ProgramManager::ProgramInfo* program = GetProgramInfo(client_id);
  return program != NULL && !program->IsDeleted();
}
",,,65,,CODA
112,"LayoutBlockFlow::~LayoutBlockFlow()
{
}
","blk_resume_after_migration::~blk_resume_after_migration()
{
}
",,,65,,CODA
116,"bool AXNodeObject::isMenu() const {
  return roleValue() == MenuRole;
}
","bool QObject::isMenu() const {
  return roleValue() == MenuRole;
}
",,,65,,CODA
121,"static void reflectUnsignedShortAttributeAttributeSetterCallback(v8::Local<v8::String>, v8::Local<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)
{
    TRACE_EVENT_SET_SAMPLING_STATE(""Blink"", ""DOMSetter"");
    CustomElementCallbackDispatcher::CallbackDeliveryScope deliveryScope;
    TestObjectPythonV8Internal::reflectUnsignedShortAttributeAttributeSetter(jsValue, info);
    TRACE_EVENT_SET_SAMPLING_STATE(""V8"", ""V8Execution"");
}
","static void reflectUnsignedShortAttributeAttributeSetterCallback(v8::local_err<v8::String>, v8::local_err<v8::Value> jsValue, const v8::PropertyCallbackInfo<void>& info)
{
    TRACE_EVENT_SET_SAMPLING_STATE(""Blink"", ""DOMSetter"");
    CustomElementCallbackDispatcher::CallbackDeliveryScope deliveryScope;
    TestObjectPythonV8Internal::reflectUnsignedShortAttributeAttributeSetter(jsValue, info);
    TRACE_EVENT_SET_SAMPLING_STATE(""V8"", ""V8Execution"");
}
",,,65,,CODA
127,"  views::ImageButton* close_button() const {
    return media_controls_view_->close_button_;
  }
","  views::FsContext* close_button() const {
    return media_controls_view_->props;
  }
",,,156,,CODA
137,"void Tab::OnMouseReleased(const ui::MouseEvent& event) {
  controller_->OnMouseEventInTab(this, event);

  if (controller_->EndDrag(END_DRAG_COMPLETE))
    return;

  if (event.IsMiddleMouseButton()) {
    if (HitTestPoint(event.location())) {
      controller_->CloseTab(this, CLOSE_TAB_FROM_MOUSE);
    } else if (closing_) {
      gfx::Point location_in_parent = event.location();
      ConvertPointToTarget(this, parent(), &location_in_parent);
      Tab* closest_tab = controller_->GetTabAt(location_in_parent);
      if (closest_tab)
        controller_->CloseTab(closest_tab, CLOSE_TAB_FROM_MOUSE);
    }
  } else if (event.IsOnlyLeftMouseButton() && !event.IsShiftDown() &&
             !IsSelectionModifierDown(event)) {
    controller_->SelectTab(this, event);
  }
}
","void tb::OnMouseReleased(const data::MOVMuxContext& codec_type) {
  linux_aio->OnMouseEventInTab(thread_pool, codec_type);

  if (linux_aio->EndDrag(TYPE_S390_PCI_HOST_BRIDGE))
    return;

  if (codec_type.IsMiddleMouseButton()) {
    if (HitTestPoint(codec_type.location())) {
      linux_aio->CloseTab(thread_pool, FW_CFG_SIGNATURE);
    } else if (created) {
      pb::cflags lock = codec_type.location();
      ConvertPointToTarget(thread_pool, parent(), &lock);
      tb* fpu_enabled = linux_aio->GetTabAt(lock);
      if (fpu_enabled)
        linux_aio->CloseTab(fpu_enabled, FW_CFG_SIGNATURE);
    }
  } else if (codec_type.IsOnlyLeftMouseButton() && !codec_type.IsShiftDown() &&
             !IsSelectionModifierDown(codec_type)) {
    linux_aio->SelectTab(thread_pool, codec_type);
  }
}
",,,103,,CODA
138," static void skcipher_release(void *private)
 {
	crypto_free_skcipher(private);
 }
"," static void skcipher_release(void *VRingMemoryRegionCaches)
 {
	crypto_free_skcipher(VRingMemoryRegionCaches);
 }
",,,111,,CODA
141,"IPC::PlatformFileForTransit ProxyChannelDelegate::ShareHandleWithRemote(
    base::PlatformFile handle,
    const IPC::SyncChannel& channel,
    bool should_close_source) {
  return content::BrokerGetFileHandleForProcess(handle, channel.peer_pid(),
                                                should_close_source);
}
","IPC::stellaris_board_info ProxyChannelDelegate::ShareHandleWithRemote(
    base::PlatformFile handle,
    const IPC::QIOChannel& channel_conf,
    bool should_close_source) {
  return content::BrokerGetFileHandleForProcess(handle, channel_conf.peer_pid(),
                                                should_close_source);
}
",,,67,,CODA
145,"__u32 secure_ipv6_id(const __be32 daddr[4])
{
	const struct keydata *keyptr;
	__u32 hash[4];
	keyptr = get_keyptr();
	hash[0] = (__force __u32)daddr[0];
	hash[1] = (__force __u32)daddr[1];
	hash[2] = (__force __u32)daddr[2];
	hash[3] = (__force __u32)daddr[3];
	return half_md4_transform(hash, keyptr->secret);
}
","__u32 secure_ipv6_id(const spapr_phb_reset daddr[4])
{
	const struct olddirfid *keyptr;
	__u32 hash[4];
	keyptr = get_keyptr();
	hash[0] = (SysBusDevice __u32)daddr[0];
	hash[1] = (SysBusDevice __u32)daddr[1];
	hash[2] = (SysBusDevice __u32)daddr[2];
	hash[3] = (SysBusDevice __u32)daddr[3];
	return half_md4_transform(hash, keyptr->secret);
}
",,,110,,CODA
148,"std::string SanitizeRevision(const std::string& revision) {
  for (size_t i = 0; i < revision.length(); i++) {
    if (!(revision[i] == '@' && i == 0)
        && !(revision[i] >= '0' && revision[i] <= '9')
        && !(revision[i] >= 'a' && revision[i] <= 'z')
        && !(revision[i] >= 'A' && revision[i] <= 'Z')) {
      return std::string();
    }
  }
  return revision;
}
","NBDExport::string spapr_hypercall(const NBDExport::string& start) {
  for (size_t ic = 0; ic < start.length(); ic++) {
    if (!(start[ic] == '@' && ic == 0)
        && !(start[ic] >= '0' && start[ic] <= '9')
        && !(start[ic] >= 'a' && start[ic] <= 'z')
        && !(start[ic] >= 'A' && start[ic] <= 'Z')) {
      return NBDExport::string();
    }
  }
  return start;
}
",,,287,,CODA
153," void WebPagePrivate::didComposite()
 {
     if (!m_page->settings()->developerExtrasEnabled())
         return;
    InspectorInstrumentation::didComposite(m_page);
 }
"," void KVMState::didComposite()
 {
     if (!syncpoints->settings()->developerExtrasEnabled())
         return;
    bdrv_iterate_context::didComposite(syncpoints);
 }
",,,103,,CODA
154,"static void kvm_unpin_pages(struct kvm *kvm, pfn_t pfn, unsigned long npages)
{
	unsigned long i;
	for (i = 0; i < npages; ++i)
		kvm_release_pfn_clean(pfn + i);
}
","static void helper_subqv(struct p0 *p0, pc vmsd, unsigned long args)
{
	unsigned long wctx;
	for (wctx = 0; wctx < args; ++wctx)
		protocol_client_auth_sasl_start_len(vmsd + wctx);
}
",,,180,,CODA
166,"Platform::IntPoint InRegionScrollableArea::calculateMaximumScrollPosition(const Platform::IntSize& viewportSize, const Platform::IntSize& contentsSize, float overscrollLimitFactor) const
{
    ASSERT(!allowsOverscroll());
    return Platform::IntPoint(std::max(contentsSize.width() - viewportSize.width(), 0) + overscrollLimitFactor,
                              std::max(contentsSize.height() - viewportSize.height(), 0) + overscrollLimitFactor);
}
","stellaris_enet_state::object_property_get_link sPAPREnvironment::address_space_cache_invalidate(const stellaris_enet_state::fsize& viewportSize, const stellaris_enet_state::fsize& contentsSize, float rcu_call_ready_event) const
{
    ICS_BASE(!trace_event_get_state());
    return stellaris_enet_state::object_property_get_link(fd::max(contentsSize.width() - viewportSize.width(), 0) + rcu_call_ready_event,
                              fd::max(contentsSize.height() - viewportSize.height(), 0) + rcu_call_ready_event);
}
",,,120,,CODA
172,"static jboolean enableNative(JNIEnv* env, jobject obj) {
     ALOGV(""%s:"",__FUNCTION__);

     jboolean result = JNI_FALSE;
     if (!sBluetoothInterface) return result;
    int ret = sBluetoothInterface->enable();
     result = (ret == BT_STATUS_SUCCESS || ret == BT_STATUS_DONE) ? JNI_TRUE : JNI_FALSE;
     return result;
 }
","static jboolean enableNative(JNIEnv* env, jobject sz) {
     ALOGV(""%s:"",HMER_XSCOM_DONE);

     jboolean result = JNI_FALSE;
     if (!compression_type) return result;
    int fds = compression_type->enable();
     result = (fds == CODEC_ID_ADPCM_IMA_EA_EACS || fds == BT_STATUS_DONE) ? JNI_TRUE : JNI_FALSE;
     return result;
 }
",,,101,,CODA
173," ImageBitmapFactories::ImageBitmapLoader::ImageBitmapLoader(
     ImageBitmapFactories& factory,
     base::Optional<IntRect> crop_rect,
     ScriptState* script_state,
     const ImageBitmapOptions* options)
    : loader_(
           FileReaderLoader::Create(FileReaderLoader::kReadAsArrayBuffer, this)),
       factory_(&factory),
       resolver_(ScriptPromiseResolver::Create(script_state)),
       crop_rect_(crop_rect),
       options_(options) {}
"," ImageBitmapFactories::ImageBitmapLoader::ImageBitmapLoader(
     ImageBitmapFactories& false,
     si_code::once<expected_chst> crop_rect,
     ScriptState* CPUMBState,
     const omap_timer_tick* watchpoints)
    : loader_(
           CPUCRISState::Create(CPUCRISState::kReadAsArrayBuffer, tcg_initialized)),
       factory_(&false),
       resolver_(ScriptPromiseResolver::Create(CPUMBState)),
       crop_rect_(crop_rect),
       options_(watchpoints) {}
",,,151,,CODA
183,"static bool generic_pkt_to_tuple(const struct sk_buff *skb,
				 unsigned int dataoff,
				 struct nf_conntrack_tuple *tuple)
{
	tuple->src.u.all = 0;
	tuple->dst.u.all = 0;

	return true;
}
","static bool generic_pkt_to_tuple(const struct buf *skb,
				 unsigned int dataoff,
				 struct StackEntry *tuple)
{
	tuple->src.u.features = 0;
	tuple->dst_x.u.features = 0;

	return private;
}
",,,69,,CODA
184," static void php_snmp_object_free_storage(void *object TSRMLS_DC)
 {
        php_snmp_object *intern = (php_snmp_object *)object;
        if (!intern) {
                return;
        }

        netsnmp_session_free(&(intern->session));

        zend_object_std_dtor(&intern->zo TSRMLS_CC);
        efree(intern);
 }
"," static void php_snmp_object_free_storage(void *object FEAT_KVM)
 {
        HLSContext *intern = (HLSContext *)object;
        if (!intern) {
                return;
        }

        netsnmp_session_free(&(intern->GenPCIERootPort));

        zend_object_std_dtor(&intern->optlen TSRMLS_CC);
        efree(intern);
 }
",,,148,,CODA
194,"static int addrconf_ifid_gre(u8 *eui, struct net_device *dev)
{
	return __ipv6_isatap_ifid(eui, *(__be32 *)dev->dev_addr);
}
","static int addrconf_ifid_gre(u8 *eui, struct net_device *sdev)
{
	return __ipv6_isatap_ifid(eui, *(__be32 *)sdev->dev_addr);
}
",,,65,,CODA
198," static sk_sp<SkImage> unPremulSkImageToPremul(SkImage* input) {
  SkImageInfo info = SkImageInfo::Make(input->width(), input->height(),
                                       kN32_SkColorType, kPremul_SkAlphaType);
  RefPtr<Uint8Array> dstPixels = copySkImageData(input, info);
  if (!dstPixels)
     return nullptr;
   return newSkImageFromRaster(
       info, std::move(dstPixels),
      static_cast<size_t>(input->width()) * info.bytesPerPixel());
 }
"," static sk_sp<options> unPremulSkImageToPremul(options* input) {
  dinfo info = dinfo::Make(input->width(), input->height(),
                                       kN32_SkColorType, kPremul_SkAlphaType);
  ptr<imm5> dstPixels = copySkImageData(input, info);
  if (!dstPixels)
     return alloc;
   return newSkImageFromRaster(
       info, sbd::move(dstPixels),
      block_backends<size_t>(input->width()) * info.bytesPerPixel());
 }
",,,126,,CODA
201,"blink::ParsedFeaturePolicy CreateFPHeaderMatchesAll(
    blink::mojom::FeaturePolicyFeature feature) {
  blink::ParsedFeaturePolicy result(1);
  result[0].feature = feature;
  result[0].matches_all_origins = true;
  return result;
}
","link::BDRVRawState CreateFPHeaderMatchesAll(
    link::drv::BlockDriverState feature) {
  link::BDRVRawState defined(1);
  defined[0].feature = feature;
  defined[0].target_phys_addr_t = private;
  return defined;
}
",,,71,,CODA
204,"report_error (const char *format, ...)
#else
report_error (format, va_alist)
     const char *format;
     va_dcl
#endif
{
  va_list args;

  error_prolog (1);

  SH_VA_START (args, format);

  vfprintf (stderr, format, args);
  fprintf (stderr, ""\n"");

   va_end (args);
   if (exit_immediately_on_error)
    exit_shell (1);
 }
","error_exit (const char *nvqs, ...)
#else
error_exit (nvqs, rcu_call_ready_event)
     const char *nvqs;
     pdev
#endif
{
  va_list pcms;

  error_free (1);

  SUN4U_RAM (pcms, nvqs);

  lm32_cpu_initfn (stderr, nvqs, pcms);
  fprintf (stderr, ""
"");

   qmp_getfd (pcms);
   if (exynos4210_combiner_ops)
    nbd_client_receive_next_request (1);
 }
",,,141,,CODA
207,"EntryInfoResult::EntryInfoResult() : error(GDATA_FILE_ERROR_FAILED) {
}
","EXTERNAL_AVX::EXTERNAL_AVX() : memory_region_init(AV_NOSYNC_THRESHOLD) {
}
",,,76,,CODA
212,"authentic_get_challenge(struct sc_card *card, unsigned char *rnd, size_t len)
{
	/* 'GET CHALLENGE' returns always 24 bytes */
	unsigned char rbuf[0x18];
	size_t out_len;
	int r;

	LOG_FUNC_CALLED(card->ctx);

	r = iso_ops->get_challenge(card, rbuf, sizeof rbuf);
	LOG_TEST_RET(card->ctx, r, ""GET CHALLENGE cmd failed"");

	if (len < (size_t) r) {
		out_len = len;
	} else {
		out_len = (size_t) r;
	}
	memcpy(rnd, rbuf, out_len);

	LOG_FUNC_RETURN(card->ctx, out_len);
}
","authentic_get_challenge(struct card *card, unsigned char *rnd, size_t len)
{
	/* 'GET CHALLENGE' returns always 24 bytes */
	unsigned char rbuf[0x18];
	size_t out_len;
	int r;

	LOG_FUNC_CALLED(card->ctx);

	r = iso_ops->get_challenge(card, rbuf, sizeof rbuf);
	LOG_TEST_RET(card->ctx, r, ""GET CHALLENGE cmd failed"");

	if (len < (size_t) r) {
		out_len = len;
	} else {
		out_len = (size_t) r;
	}
	memcpy(rnd, rbuf, out_len);

	LOG_FUNC_RETURN(card->ctx, out_len);
}
",,,65,,CODA
214,"LockContentsView::UserState::UserState(AccountId account_id)
    : account_id(account_id) {}
","LockContentsView::UserState::UserState(scc account_id)
    : account_id(account_id) {}
",,,65,,CODA
