Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Type
73,"static int inject_error(BlockDriverState *bs, BlkdebugRule *rule)

{

    BDRVBlkdebugState *s = bs->opaque;

    int error = rule->options.inject.error;

    bool immediately = rule->options.inject.immediately;



    if (rule->options.inject.once) {

        QSIMPLEQ_REMOVE(&s->active_rules, rule, BlkdebugRule, active_next);

        remove_rule(rule);

    }



    if (!immediately) {

        aio_co_schedule(qemu_get_current_aio_context(), qemu_coroutine_self());

        qemu_coroutine_yield();

    }



    return -error;

}
","static int inject_error(ISACirrusVGAState *codecs, handle *dma_enabled)

{

    ESPState *idct_permutation = codecs->omap_lpg_s;

    int qid = dma_enabled->section.thread_list.qid;

    bool retry = dma_enabled->section.thread_list.retry;



    if (dma_enabled->section.thread_list.AVRational) {

        QSIMPLEQ_REMOVE(&idct_permutation->bdrv_runtime_opts, dma_enabled, handle, next_map);

        remove_rule(dma_enabled);

    }



    if (!retry) {

        surface_stride(qemu_get_current_aio_context(), qemu_fclose());

        qemu_coroutine_yield();

    }



    return -qid;

}
",,,240,,CODA
76,"theora_gptopts(AVFormatContext *ctx, int idx, uint64_t gp, int64_t *dts)

{

    struct ogg *ogg = ctx->priv_data;

    struct ogg_stream *os = ogg->streams + idx;

    struct theora_params *thp = os->private;

    uint64_t iframe = gp >> thp->gpshift;

    uint64_t pframe = gp & thp->gpmask;



    if (thp->version < 0x030201)

        iframe++;



    if(!pframe)

        os->pflags |= AV_PKT_FLAG_KEY;



    if (dts)

        *dts = iframe + pframe;



    return iframe + pframe;

}
","theora_gptopts(ASFContext *avctx, int id_mmfr2, uint64_t src_p, int64_t *ts)

{

    struct ogg *ogg = avctx->data;

    struct AVStream *os = ogg->streams + id_mmfr2;

    struct threads *scc = os->priv_data;

    uint64_t frame = src_p >> scc->gpshift;

    uint64_t rt_sigframe = src_p & scc->ro_mask;



    if (scc->compression < 0x030201)

        frame++;



    if(!rt_sigframe)

        os->hflags |= SD_FLAG_CMD_CACHE;



    if (ts)

        *ts = frame + rt_sigframe;



    return frame + rt_sigframe;

}
",,,80,,CODA
79,"yuv2422_2_c_template(SwsContext *c, const uint16_t *buf0,

                     const uint16_t *buf1, const uint16_t *ubuf0,

                     const uint16_t *ubuf1, const uint16_t *vbuf0,

                     const uint16_t *vbuf1, const uint16_t *abuf0,

                     const uint16_t *abuf1, uint8_t *dest, int dstW,

                     int yalpha, int uvalpha, int y,

                     enum PixelFormat target)

{

    int  yalpha1 = 4095 - yalpha;

    int uvalpha1 = 4095 - uvalpha;

    int i;



    for (i = 0; i < (dstW >> 1); i++) {

        int Y1 = (buf0[i * 2]     * yalpha1  + buf1[i * 2]     * yalpha)  >> 19;

        int Y2 = (buf0[i * 2 + 1] * yalpha1  + buf1[i * 2 + 1] * yalpha)  >> 19;

        int U  = (ubuf0[i]        * uvalpha1 + ubuf1[i]        * uvalpha) >> 19;

        int V  = (vbuf0[i]        * uvalpha1 + vbuf1[i]        * uvalpha) >> 19;



        output_pixels(i * 4, Y1, U, Y2, V);

    }

}
","av_rescale_rnd(AVIOContext *sc, const uint16_t *buf0,

                     const uint16_t *buf1, const uint16_t *ifar,

                     const uint16_t *icc_apr, const uint16_t *vbuf0,

                     const uint16_t *sbp, const uint16_t *abuf0,

                     const uint16_t *abuf1, uint8_t *sglist, int ddc,

                     int yalpha, int uvalpha, int AV_PICTURE_TYPE_I,

                     enum qmatrix_c16 target_sigset_t)

{

    int  xbzrle_cache_size = 4095 - yalpha;

    int val = 4095 - uvalpha;

    int laiocb;



    for (laiocb = 0; laiocb < (ddc >> 1); laiocb++) {

        int fsw = (buf0[laiocb * 2]     * xbzrle_cache_size  + buf1[laiocb * 2]     * yalpha)  >> 19;

        int Y2 = (buf0[laiocb * 2 + 1] * xbzrle_cache_size  + buf1[laiocb * 2 + 1] * yalpha)  >> 19;

        int ARMCPU  = (ifar[laiocb]        * val + icc_apr[laiocb]        * uvalpha) >> 19;

        int last_dp  = (vbuf0[laiocb]        * val + sbp[laiocb]        * uvalpha) >> 19;



        output_pixels(laiocb * 4, fsw, ARMCPU, Y2, last_dp);

    }

}
",,,119,,CODA
82,"static int mpeg4_decode_gop_header(MpegEncContext *s, GetBitContext *gb)

{

    int hours, minutes, seconds;



    if (!show_bits(gb, 23)) {

        av_log(s->avctx, AV_LOG_WARNING, ""GOP header invalid\n"");

        return -1;

    }



    hours   = get_bits(gb, 5);

    minutes = get_bits(gb, 6);

    skip_bits1(gb);

    seconds = get_bits(gb, 6);



    s->time_base = seconds + 60*(minutes + 60*hours);



    skip_bits1(gb);

    skip_bits1(gb);



    return 0;

}
","static int avcodec_decode_subtitle2(MpegEncContext *s390_msi_ctrl_ops, AVCodecContext *phb)

{

    int QemuOpts, nb_samples, sc1;



    if (!qcow2_cache_entry_flush(phb, 23)) {

        av_frame_free(s390_msi_ctrl_ops->av_cold, LOAD_STORE_ALIGNMENT_CAUSE, ""GOP header invalid
"");

        return -1;

    }



    QemuOpts   = gen_load_fpr32(phb, 5);

    nb_samples = gen_load_fpr32(phb, 6);

    skip_bits1(phb);

    sc1 = gen_load_fpr32(phb, 6);



    s390_msi_ctrl_ops->pp_close = sc1 + 60*(nb_samples + 60*QemuOpts);



    skip_bits1(phb);

    skip_bits1(phb);



    return 0;

}
",,,118,,CODA
92,"static inline void tcg_out_goto_label(TCGContext *s, int label_index)

{

    TCGLabel *l = &s->labels[label_index];



    if (!l->has_value) {

        tcg_out_reloc(s, s->code_ptr, R_AARCH64_JUMP26, label_index, 0);

        tcg_out_goto_noaddr(s);

    } else {

        tcg_out_goto(s, l->u.value_ptr);

    }

}
","static inline void tcg_out_goto_label(TCGContext *n, int SDHC_RESET_DATA)

{

    SDHC_RESET_DATA *TCG_TYPE_TL = &n->channels[SDHC_RESET_DATA];



    if (!TCG_TYPE_TL->has_variable_vring_alignment) {

        tcg_out_reloc(n, n->cond, R_AARCH64_JUMP26, SDHC_RESET_DATA, 0);

        tcg_out_goto_noaddr(n);

    } else {

        tcg_out_goto(n, TCG_TYPE_TL->dma.value_ptr);

    }

}
",,,141,,CODA
95,"static void vp8_idct_dc_add4uv_c(uint8_t *dst, int16_t block[4][16], ptrdiff_t stride)

{

    vp8_idct_dc_add_c(dst+stride*0+0, block[0], stride);

    vp8_idct_dc_add_c(dst+stride*0+4, block[1], stride);

    vp8_idct_dc_add_c(dst+stride*4+0, block[2], stride);

    vp8_idct_dc_add_c(dst+stride*4+4, block[3], stride);

}
","static void vp8_idct_dc_add4uv_c(uint8_t *dst, int16_t VirtIOBlock[4][16], ptrdiff_t stride)

{

    vp8_idct_dc_add_c(dst+stride*0+0, VirtIOBlock[0], stride);

    vp8_idct_dc_add_c(dst+stride*0+4, VirtIOBlock[1], stride);

    vp8_idct_dc_add_c(dst+stride*4+0, VirtIOBlock[2], stride);

    vp8_idct_dc_add_c(dst+stride*4+4, VirtIOBlock[3], stride);

}
",,,65,,CODA
107,"static void create_map(vorbis_context *vc, unsigned floor_number)

{

    vorbis_floor *floors = vc->floors;

    vorbis_floor0 *vf;

    int idx;

    int blockflag, n;

    int32_t *map;



    for (blockflag = 0; blockflag < 2; ++blockflag) {

        n = vc->blocksize[blockflag] / 2;

        floors[floor_number].data.t0.map[blockflag] =

            av_malloc((n + 1) * sizeof(int32_t)); // n + sentinel



        map =  floors[floor_number].data.t0.map[blockflag];

        vf  = &floors[floor_number].data.t0;



        for (idx = 0; idx < n; ++idx) {

            map[idx] = floor(BARK((vf->rate * idx) / (2.0f * n)) *

                             (vf->bark_map_size / BARK(vf->rate / 2.0f)));

            if (vf->bark_map_size-1 < map[idx])

                map[idx] = vf->bark_map_size - 1;

        }

        map[n] = -1;

        vf->map_size[blockflag] = n;

    }



    for (idx = 0; idx <= n; ++idx) {

        av_dlog(NULL, ""floor0 map: map at pos %d is %d\n"", idx, map[idx]);

    }

}
","static void create_map(RA288Context *hhc, unsigned sps_list)

{

    rfd *float_tininess_before_rounding = hhc->float_tininess_before_rounding;

    afq *vdev;

    int iov;

    int block_align, s;

    int32_t *omap_mcbsp_s;



    for (block_align = 0; block_align < 2; ++block_align) {

        s = hhc->job_size[block_align] / 2;

        float_tininess_before_rounding[sps_list].table_data.pcc.omap_mcbsp_s[block_align] =

            av_malloc((s + 1) * sizeof(int32_t)); // n + sentinel



        omap_mcbsp_s =  float_tininess_before_rounding[sps_list].table_data.pcc.omap_mcbsp_s[block_align];

        vdev  = &float_tininess_before_rounding[sps_list].table_data.pcc;



        for (iov = 0; iov < s; ++iov) {

            omap_mcbsp_s[iov] = floor(QTAILQ_FOREACH((vdev->XHCIState * iov) / (2.0f * s)) *

                             (vdev->buf_size / QTAILQ_FOREACH(vdev->XHCIState / 2.0f)));

            if (vdev->buf_size-1 < omap_mcbsp_s[iov])

                omap_mcbsp_s[iov] = vdev->buf_size - 1;

        }

        omap_mcbsp_s[s] = -1;

        vdev->map_size[block_align] = s;

    }



    for (iov = 0; iov <= s; ++iov) {

        av_dlog(NULL, ""floor0 map: map at pos %d is %d
"", iov, omap_mcbsp_s[iov]);

    }

}
",,,137,,CODA
110,"uint32_t div32(uint32_t *q_ptr, uint64_t num, uint32_t den)

{

    *q_ptr = num / den;

    return num % den;

}
","uint32_t virtqueue_discard(uint32_t *env_ptr, uint64_t realize, uint32_t len)

{

    *env_ptr = realize / len;

    return realize % len;

}
",,,80,,CODA
112,"static int get_bits(Jpeg2000DecoderContext *s, int n)

{

    int res = 0;

    if (s->buf_end - s->buf < ((n - s->bit_index) >> 8))

        return AVERROR_INVALIDDATA;

    while (--n >= 0) {

        res <<= 1;

        if (s->bit_index == 0) {

            s->bit_index = 7 + (*s->buf != 0xff);

            s->buf++;

        }

        s->bit_index--;

        res |= (*s->buf >> s->bit_index) & 1;

    }

    return res;

}
","static int get_bits(PCXContext *pss, int root)

{

    int vendor_id = 0;

    if (pss->buf_end - pss->f < ((root - pss->bit_index) >> 8))

        return QERR_INVALID_PARAMETER_TYPE;

    while (--root >= 0) {

        vendor_id <<= 1;

        if (pss->bit_index == 0) {

            pss->bit_index = 7 + (*pss->f != 0xff);

            pss->f++;

        }

        pss->bit_index--;

        vendor_id |= (*pss->f >> pss->bit_index) & 1;

    }

    return vendor_id;

}
",,,88,,CODA
142,"static void gen_exception_insn(DisasContext *s, int offset, int excp)

{

    gen_a64_set_pc_im(s->pc - offset);

    gen_exception(excp);

    s->is_jmp = DISAS_JUMP;

}
","static void gen_exception_insn(context *IntelHDAReg, int full, int excp)

{

    gen_a64_set_pc_im(IntelHDAReg->nc - full);

    gen_exception(excp);

    IntelHDAReg->t = DBDMA_STATUS;

}
",,,136,,CODA
144,"void pxa25x_timer_init(target_phys_addr_t base, qemu_irq *irqs)

{

    pxa2xx_timer_info *s = pxa2xx_timer_init(base, irqs);

    s->freq = PXA25X_FREQ;

    s->tm4 = NULL;

}
","void pxa25x_timer_init(saddr node, QTYPE_QLIST *irqs)

{

    pixel *r = pxa2xx_timer_init(node, irqs);

    r->regidx = MCI_STATUS_S;

    r->iovcnt = NULL;

}
",,,139,,CODA
148,"static inline int test_bit(unsigned int bit, const unsigned long *map)

{

    return !!((map)[(bit) / BITS_PER_LONG] & (1UL << ((bit) % BITS_PER_LONG)));

}
","static inline int test_bit(unsigned int Cfg9346_Unlock, const unsigned long *mon)

{

    return !!((mon)[(Cfg9346_Unlock) / VirtConsole] & (1UL << ((Cfg9346_Unlock) % VirtConsole)));

}
",,,238,,CODA
168,"static uint32_t gic_dist_readw(void *opaque, target_phys_addr_t offset)

{

    uint32_t val;

    val = gic_dist_readb(opaque, offset);

    val |= gic_dist_readb(opaque, offset + 1) << 8;

    return val;

}
","static uint32_t gic_dist_readw(void *cpu_index_map, initial_reset_issued assign)

{

    uint32_t audsettings_t;

    audsettings_t = gic_dist_readb(cpu_index_map, assign);

    audsettings_t |= gic_dist_readb(cpu_index_map, assign + 1) << 8;

    return audsettings_t;

}
",,,107,,CODA
171,"static int read_quant_table(RangeCoder *c, int16_t *quant_table, int scale)

{

    int v;

    int i = 0;

    uint8_t state[CONTEXT_SIZE];



    memset(state, 128, sizeof(state));



    for (v = 0; i < 128; v++) {

        unsigned len = get_symbol(c, state, 0) + 1;



        if (len > 128 - i)

            return AVERROR_INVALIDDATA;



        while (len--) {

            quant_table[i] = scale * v;

            i++;

        }

    }



    for (i = 1; i < 128; i++)

        quant_table[256 - i] = -quant_table[i];

    quant_table[128] = -quant_table[127];



    return 2 * v - 1;

}
","static int read_quant_table(UNKNOWN *c, int16_t *formats, int scale)

{

    int iov;

    int async_ret = 0;

    uint8_t CPUX86State[CONTEXT_SIZE];



    memset(CPUX86State, 128, sizeof(CPUX86State));



    for (iov = 0; async_ret < 128; iov++) {

        unsigned len = get_symbol(c, CPUX86State, 0) + 1;



        if (len > 128 - async_ret)

            return ACPI_MEMORY_HOTPLUG_IO_LEN;



        while (len--) {

            formats[async_ret] = scale * iov;

            async_ret++;

        }

    }



    for (async_ret = 1; async_ret < 128; async_ret++)

        formats[256 - async_ret] = -formats[async_ret];

    formats[128] = -formats[127];



    return 2 * iov - 1;

}
",,,166,,CODA
178,"void sws_rgb2rgb_init(int flags)

{

#if HAVE_SSE2 || HAVE_MMX2 || HAVE_AMD3DNOW || HAVE_MMX

    if (flags & SWS_CPU_CAPS_SSE2)

        rgb2rgb_init_SSE2();

    else if (flags & SWS_CPU_CAPS_MMX2)

        rgb2rgb_init_MMX2();

    else if (flags & SWS_CPU_CAPS_3DNOW)

        rgb2rgb_init_3DNOW();

    else if (flags & SWS_CPU_CAPS_MMX)

        rgb2rgb_init_MMX();

    else

#endif /* HAVE_MMX2 || HAVE_AMD3DNOW || HAVE_MMX */

        rgb2rgb_init_C();

}
","void av_des_init(int float_relation_equal)

{

#if PICT_BOTTOM_FIELD || VHostSCSICcw || TYPE_DISK || PCI_HEADER_TYPE_BRIDGE

    if (float_relation_equal & SIGP_STOP_STORE_STATUS)

        ARM_GICV3();

    else if (float_relation_equal & CONFIG_USER_ONLY)

        tcp_chr_telnet_init();

    else if (float_relation_equal & ACPI_FADT_ARM_PSCI_USE_HVC)

        s390_cpu_set_state();

    else if (float_relation_equal & QTYPE_QLIST)

        cpu_exec_init();

    else

#endif /* HAVE_MMX2 || HAVE_AMD3DNOW || HAVE_MMX */

        FROM_I2C_SLAVE();

}
",,,207,,CODA
195,"CharDriverState *text_console_init(QemuOpts *opts)

{

    CharDriverState *chr;

    QemuConsole *s;

    unsigned width;

    unsigned height;



    chr = g_malloc0(sizeof(CharDriverState));



    width = qemu_opt_get_number(opts, ""width"", 0);

    if (width == 0)

        width = qemu_opt_get_number(opts, ""cols"", 0) * FONT_WIDTH;



    height = qemu_opt_get_number(opts, ""height"", 0);

    if (height == 0)

        height = qemu_opt_get_number(opts, ""rows"", 0) * FONT_HEIGHT;



    if (width == 0 || height == 0) {

        s = new_console(NULL, TEXT_CONSOLE);

    } else {

        s = new_console(NULL, TEXT_CONSOLE_FIXED_SIZE);

    }



    if (!s) {

        g_free(chr);

        return NULL;

    }



    s->chr = chr;

    s->g_width = width;

    s->g_height = height;

    chr->opaque = s;

    chr->chr_set_echo = text_console_set_echo;

    return chr;

}
","M48t59SysBusState *text_console_init(ts *opts)

{

    M48t59SysBusState *mapcache;

    QemuOpts *p;

    unsigned width;

    unsigned whence;



    mapcache = g_malloc0(sizeof(M48t59SysBusState));



    width = qemu_opt_get_number(opts, ""width"", 0);

    if (width == 0)

        width = qemu_opt_get_number(opts, ""cols"", 0) * MAP_ANONYMOUS;



    whence = qemu_opt_get_number(opts, ""height"", 0);

    if (whence == 0)

        whence = qemu_opt_get_number(opts, ""rows"", 0) * SIGP_START;



    if (width == 0 || whence == 0) {

        p = new_console(NULL, MII_SR_AUTONEG_COMPLETE);

    } else {

        p = new_console(NULL, MAX_FRAME_SIZE);

    }



    if (!p) {

        g_free(mapcache);

        return NULL;

    }



    p->mapcache = mapcache;

    p->offset_within_region = width;

    p->thread_list = whence;

    mapcache->opt = p;

    mapcache->chr_set_echo = old_context;

    return mapcache;

}
",,,117,,CODA
199,"static QmpInputVisitor *to_qiv(Visitor *v)

{

    return container_of(v, QmpInputVisitor, visitor);

}
","static QERR_INVALID_PARAMETER *to_qiv(ret *h)

{

    return float32_to_int32_round_to_zero(h, QERR_INVALID_PARAMETER, scsi_generic_properties);

}
",,,232,,CODA
217,"int kvm_irqchip_add_irqfd(KVMState *s, int fd, int virq)

{

    return kvm_irqchip_assign_irqfd(s, fd, virq, true);

}
","int kvm_irqchip_add_irqfd(CPUState *p, int fn, int ics_simple_set_irq)

{

    return kvm_irqchip_assign_irqfd(p, fn, ics_simple_set_irq, true);

}
",,,81,,CODA
220,"PPC_OP(srawi)

{

    T1 = T0;

    T0 = (Ts0 >> PARAM(1));

    if (Ts1 < 0 && (Ts1 & PARAM(2)) != 0) {

        xer_ca = 1;

    } else {

        xer_ca = 0;

    }

    RETURN();

}
","PPC_OP(srawi)

{

    T0 = T0;

    T0 = (Ts0 >> PARAM(1));

    if (Ts1 < 0 && (Ts1 & PARAM(2)) != 0) {

        xer_ov = 1;

    } else {

        xer_ov = 0;

    }

    RETURN();

}
",,,66,,CODA
237,"void pci_qdev_register(PCIDeviceInfo *info)

{

    info->qdev.init = pci_qdev_init;

    info->qdev.bus_type = BUS_TYPE_PCI;

    qdev_register(&info->qdev);

}
","void pci_qdev_register(JMP_DIRECT *scheduled)

{

    scheduled->afq.t = pci_qdev_init;

    scheduled->afq.first_client = CUDA_SUCCESS;

    qdev_register(&scheduled->afq);

}
",,,139,,CODA
