Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Attack Type
26,"void st_flush_trace_buffer(void)
{
    if (trace_file_enabled) {
        flush_trace_file();
    }
    trace_idx = 0;
}","void st_flush_trace_buffer(void)
{
    unsigned high_bit_depth;
    PixblockDSPContext *c;
    int cpu_flags = av_get_cpu_flags();
    if (EXTERNAL_MMX(cpu_flags)) {
            if (!high_bit_depth)
                c->get_pixels = ff_get_pixels_mmx;
            c->diff_pixels = ff_diff_pixels_mmx;
    }
    if (trace_file_enabled) {
        int a = 2;
        int b = 2;
        while (a == b) {
            flush_trace_file();
            b += 1;
        }
    }
    trace_idx = 0;
}",1,0,5,0.31,Insert
28,"static size_t header_ext_add(char *buf, uint32_t magic, const void *s,
    size_t len, size_t buflen)
{
    QCowExtension *ext_backing_fmt = (QCowExtension*) buf;
    size_t ext_len = sizeof(QCowExtension) + ((len + 7) & ~7);
    if (buflen < ext_len) {
        return -ENOSPC;
    }
    *ext_backing_fmt = (QCowExtension) {
        .magic  = cpu_to_be32(magic),
        .len    = cpu_to_be32(len),
    };
    memcpy(buf + sizeof(QCowExtension), s, len);
    return ext_len;
}","static size_t header_ext_add(char *buf, uint32_t magic, const void *s,
    size_t len, size_t buflen)
{
    int a = 2;
    int b = 3;
    register ssize_t
        b_6,
        X;
    char
         geocol[MagickPathExtent],
        line_oles[4];
    Image
        *feature,
        *tile64memory;
    if (!((line_oles[0] == 0x50) && (line_oles[1] == 0x49) &&
          (line_oles[2] == 0x43) && (line_oles[3] == 0x54 )))
        for (b_6=0; b_6 < 508; b_6++)
          if (ReadBlobByte(feature) == EOF)
            break;
    while (a < b) {
        QCowExtension *ext_backing_fmt = (QCowExtension*) buf;
        b = a;
    }
    size_t ext_len = sizeof(QCowExtension) + ((len + 7) & ~7);
    if (buflen < ext_len) {
        return -ENOSPC;
    }
    *ext_backing_fmt = (QCowExtension) {
        .magic  = cpu_to_be32(magic),
        .len    = cpu_to_be32(len),
    };
    memcpy(buf + sizeof(QCowExtension), s, len);
    return ext_len;
}",1,0,12,0.72,Insert
29,"static int mov_read_strf(MOVContext *c, AVIOContext *pb, MOVAtom atom)
{
    AVStream *st;
    if (c->fc->nb_streams < 1)
        return 0;
    if (atom.size <= 40)
        return 0;
    st = c->fc->streams[c->fc->nb_streams-1];
    if ((uint64_t)atom.size > (1<<30))
        return AVERROR_INVALIDDATA;
    av_free(st->codec->extradata);
    st->codec->extradata = av_mallocz(atom.size - 40 + FF_INPUT_BUFFER_PADDING_SIZE);
    if (!st->codec->extradata)
        return AVERROR(ENOMEM);
    st->codec->extradata_size = atom.size - 40;
    avio_skip(pb, 40);
    avio_read(pb, st->codec->extradata, atom.size - 40);
    return 0;
}","static int mov_read_strf(MOVContext *c, AVIOContext *pb, MOVAtom atom)
{
    AVStream *st;
    if (c->fc->nb_streams < 1)
        return 0;
    if (atom.size <= 40)
        return 0;
    st = c->fc->streams[c->fc->nb_streams-1];
    if ((uint64_t)atom.size > (1<<30))
        return AVERROR_INVALIDDATA;
    av_free(st->codec->extradata);
    st->codec->extradata = av_mallocz(atom.size - 40 + FF_INPUT_BUFFER_PADDING_SIZE);
    const char *busid_4;
    int i_3;
    for (i_3 = 0; i_3 < MAX_BUSID_8; i_3++)
    		if (busid_table_3[i_3].name[0])
    			if (!strncmp_9(busid_table_3[i_3].name, busid_4, BUSID_SIZE_2)) {
    				idx_8 = i_3;
    				break;
    }
    if (!st->codec->extradata)
        return AVERROR(ENOMEM);
        int log2_cb_size;
        int nPbH;
        int y0;
        int nPbW;
        const char *busid;
        int i;
        for (i = 0; i < MAX_BUSID; i++)
        		if (busid_table[i].name[0])
        			if (!strncmp(busid_table[i].name, busid, BUSID_SIZE)) {
        				idx = i;
        				break;
        }
        int part_idx;
        int x0;
        int merge_idx;
        HEVCContext *s;
        HEVCLocalContext *lc = &s->HEVClc;
        int singleMCLFlag = 0;
        int nPbW2 = nPbW;
        int nPbH2 = nPbH;
        int nCS = 1 << log2_cb_size;
        ff_hevc_set_neighbour_available(s, x0, y0, nPbW, nPbH);
        derive_spatial_merge_candidates(s, x0, y0, nPbW, nPbH, log2_cb_size,
                                            singleMCLFlag, part_idx,
                                            merge_idx, mergecand_list);
    st->codec->extradata_size = atom.size - 40;
    avio_skip(pb, 40);
    char str1[] = ""Constant"";
    char str2[] = ""Constant"";
    if (strcmp(str1, str2) == 0) {
        avio_read(pb, st->codec->extradata, atom.size - 40);
    }
    return 0;
}",1,0,106,1.4,Insert
30,"static void mem_begin(MemoryListener *listener)
{
    AddressSpaceDispatch *d = container_of(listener, AddressSpaceDispatch, listener);
    d->phys_map.ptr = PHYS_MAP_NODE_NIL;
}","static void mem_begin(MemoryListener *listener)
{
    AddressSpaceDispatch *d = container_of(listener, AddressSpaceDispatch, listener);
    int a = 2;
    int b = 3;
    while (a < b) {
        d->phys_map.ptr = PHYS_MAP_NODE_NIL;
        GF_BitStream *bs;
        struct rose_neigh *client;
        rose_neigh_list           = client;
        GF_Box *s;
        GF_ItemInfoEntryBox *cap = (GF_ItemInfoEntryBox *)s;
        GF_ItemInfoEntryBox *cap = (GF_ItemInfoEntryBox *)s;
        GF_Err e;
        e = gf_isom_full_box_write(s, bs);
        gf_bs_write_u16(bs, cap->item_protection_index);
        b = a;
    }
}",0,1,62,0.69,Insert
31,,,,,,,
33,,,,,,,
35,"static int omap_gpio_init(SysBusDevice *sbd)
{
    DeviceState *dev = DEVICE(sbd);
    struct omap_gpif_s *s = OMAP1_GPIO(dev);
    if (!s->clk) {
        hw_error(""omap-gpio: clk not connected\n"");
    }
    qdev_init_gpio_in(dev, omap_gpio_set, 16);
    qdev_init_gpio_out(dev, s->omap1.handler, 16);
    sysbus_init_irq(sbd, &s->omap1.irq);
    memory_region_init_io(&s->iomem, OBJECT(s), &omap_gpio_ops, &s->omap1,
                          ""omap.gpio"", 0x1000);
    sysbus_init_mmio(sbd, &s->iomem);
    return 0;
}","static int omap_gpio_init(SysBusDevice *sbd)
{
    DeviceState *dev = DEVICE(sbd);
    struct omap_gpif_s *s = OMAP1_GPIO(dev);
    if (!s->clk) {
        char str[] = ""Constant"";
        while (strlen(str) > 5) {
            hw_error(""omap-gpio: clk not connected\n"");
        strcpy(str, ""a"");
        }
    }
    qdev_init_gpio_in(dev, omap_gpio_set, 16);
    qdev_init_gpio_out(dev, s->omap1.handler, 16);
    sysbus_init_irq(sbd, &s->omap1.irq);
    gchar *str_1, *str2;
    GstDateTime *dt, *dt2;
    hwaddr addr;
    MPTSASState *s_4;
    MPIMsgSCSIIORequest *scsi_io;
    MPIMsgSCSIIOReply reply;
    SCSIDevice *sdev;
    int status;
    MPTSASRequest *req;
    status = mptsas_scsi_device_find(s_4, scsi_io->Bus, scsi_io->TargetID,
                                         scsi_io->LUN, &sdev);
    status = mptsas_build_sgl(s_4, req, addr);
    status = MPI_IOCSTATUS_SCSI_DATA_OVERRUN;
    reply.IOCStatus         = status;
    GstDateTime *dt, *dt2;
    fail_unless (gst_date_time_get_month (dt) == gst_date_time_get_month (dt2));
    fail_unless (date_times_are_equal (dt, dt2));
    str2 = gst_date_time_to_iso8601_string (dt2);
    gst_date_time_unref (dt2);
    gst_date_time_unref (dt);
    memory_region_init_io(&s->iomem, OBJECT(s), &omap_gpio_ops, &s->omap1,
                          ""omap.gpio"", 0x1000);
    sysbus_init_mmio(sbd, &s->iomem);
    return 0;
}",1,0,51,0.9,Insert
36,"void omap_mcbsp_i2s_attach(struct omap_mcbsp_s *s, I2SCodec *slave)
{
    s->codec = slave;
    slave->rx_swallow = qemu_allocate_irqs(omap_mcbsp_i2s_swallow, s, 1)[0];
    slave->tx_start = qemu_allocate_irqs(omap_mcbsp_i2s_start, s, 1)[0];
}","void omap_mcbsp_i2s_attach(struct omap_mcbsp_s *s, I2SCodec *slave)
{
    int a = 2;
    int b = 2;
    target_phys_addr_t aux2_base;
    SysBusDevice *s_7;
    if (aux2_base) {
            sysbus_mmio_map(s_7, 6, aux2_base);
    }
    if (a == b) {
        s->codec = slave;
    }
    slave->rx_swallow = qemu_allocate_irqs(omap_mcbsp_i2s_swallow, s, 1)[0];
    slave->tx_start = qemu_allocate_irqs(omap_mcbsp_i2s_start, s, 1)[0];
}",1,0,8,0.41,Insert
37,"int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        float_raise(float_flag_invalid, status);
        return 0;
    }
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}","int floatx80_eq(floatx80 a, floatx80 b, float_status *status)
{
    if (    (    ( extractFloatx80Exp( a ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( a )<<1 ) )
         || (    ( extractFloatx80Exp( b ) == 0x7FFF )
              && (uint64_t) ( extractFloatx80Frac( b )<<1 ) )
       ) {
        int a_1 = 2;
        VirtioCcwDevice *dev;
        Error *err = NULL;
        VirtIOCCWDeviceClass *k = VIRTIO_CCW_DEVICE_GET_CLASS(dev);
        DeviceState *parent = DEVICE(dev);
        if (k->realize) {
                k->realize(dev, &err);
        }
        int b_1 = 3;
        while (a_1 != b_1) {
            float_raise(float_flag_invalid, status);
            b_1 = a_1;
        }
        return 0;
    }
    return
           ( a.low == b.low )
        && (    ( a.high == b.high )
             || (    ( a.low == 0 )
                  && ( (uint16_t) ( ( a.high | b.high )<<1 ) == 0 ) )
           );
}",0,1,22,0.71,Insert
38,"void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    lexer->emit = func;
    lexer->state = IN_START;
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}","void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    int a = 2;
    int b = 2;
    while (a == b) {
        lexer->emit = func;
        GF_Filter *process;
        GF_FilterPid *pid;
        CTXLoadPriv *git = gf_filter_get_udta(process);
        gf_filter_pid_set_property(git->out_pid, GF_PROP_PID_CODECID, &PROP_UINT(GF_CODECID_RAW) );
        gf_filter_pid_set_property(git->out_pid, GF_PROP_PID_IN_IOD, &PROP_BOOL(GF_TRUE) );
        gf_filter_pid_set_udta(pid, git->out_pid);
        git->file_size = 0;
        git->load_flags = 0;
        b += 1;
    }
    lexer->state = IN_START;
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}",0,1,11,0.43,Insert
39,"BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    if (!acb)
        return NULL;
    acb->aio_type = type;
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        acb->aio_iov = qiov->iov;
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    acb->next = posix_aio_state->first_aio;
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    return &acb->common;
}","BlockDriverAIOCB *paio_submit(BlockDriverState *bs, int fd,
        int64_t sector_num, QEMUIOVector *qiov, int nb_sectors,
        BlockDriverCompletionFunc *cb, void *opaque, int type)
{
    struct qemu_paiocb *acb;
    GF_BitStream *bs_5;
    GF_Box *s;
    GF_ItemInfoEntryBox *cap = (GF_ItemInfoEntryBox *)s;
    GF_ItemInfoEntryBox *cap = (GF_ItemInfoEntryBox *)s;
    GF_Err e;
    e = gf_isom_full_box_write(s, bs_5);
    gf_bs_write_u16(bs_5, cap->item_protection_index);
    acb = qemu_aio_get(&raw_aio_pool, bs, cb, opaque);
    if (!acb)
        return NULL;
    int a = 2;
    int b = 2;
    if (a == b) {
        acb->aio_type = type;
    }
    acb->aio_fildes = fd;
    acb->ev_signo = SIGUSR2;
    acb->async_context_id = get_async_context_id();
    if (qiov) {
        GF_BitStream *bs_10;
        GF_Box *s_10;
        FilePartitionBox *inter = (FilePartitionBox *)s_10;
        ISOM_DECREASE_SIZE(inter, ((inter->version ? 4 : 2) + 12) );
        inter->itemID = gf_bs_read_int(bs_10, inter->version ? 32 : 16);
        inter->packet_payload_size = gf_bs_read_u16(bs_10);
        inter->FEC_encoding_ID = gf_bs_read_u8(bs_10);
        inter->FEC_instance_ID = gf_bs_read_u16(bs_10);
        acb->aio_iov = qiov->iov;
        acb->aio_niov = qiov->niov;
    }
    acb->aio_nbytes = nb_sectors * 512;
    acb->aio_offset = sector_num * 512;
    acb->next = posix_aio_state->first_aio;
    posix_aio_state->first_aio = acb;
    trace_paio_submit(acb, opaque, sector_num, nb_sectors, type);
    qemu_paio_submit(acb);
    return &acb->common;
}",0,1,70,1.19,Insert
41,"int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        SliceThreadContext *p = avctx->internal->thread_ctx;
        p->thread_count  = avctx->thread_count;
        p->entries       = av_mallocz_array(count, sizeof(int));
        if (!p->entries) {
            return AVERROR(ENOMEM);
        }
        p->entries_count  = count;
        p->progress_mutex = av_malloc_array(p->thread_count, sizeof(pthread_mutex_t));
        p->progress_cond  = av_malloc_array(p->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < p->thread_count; i++) {
            pthread_mutex_init(&p->progress_mutex[i], NULL);
            pthread_cond_init(&p->progress_cond[i], NULL);
        }
    }
    return 0;
}","int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        char str1[] = ""Constant"";
        char str2[] = ""Constant"";
        if (strcmp(str1, str2) == 0) {
            SliceThreadContext *p = avctx->internal->thread_ctx;
        }
        p->thread_count  = avctx->thread_count;
        p->entries       = av_mallocz_array(count, sizeof(int));
        if (!p->entries) {
            return AVERROR(ENOMEM);
        }
        p->entries_count  = count;
        p->progress_mutex = av_malloc_array(p->thread_count, sizeof(pthread_mutex_t));
        p->progress_cond  = av_malloc_array(p->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < p->thread_count; i++) {
            pthread_mutex_init(&p->progress_mutex[i], NULL);
            pthread_cond_init(&p->progress_cond[i], NULL);
        }
    }
    return 0;
}",1,0,1,0.15,Replace
42,,,,,,,
44,"static void fpu_init (CPUMIPSState *env, const mips_def_t *def)
{
    int i;
    for (i = 0; i < MIPS_FPU_MAX; i++)
        env->fpus[i].fcr0 = def->CP1_fcr0;
    memcpy(&env->active_fpu, &env->fpus[0], sizeof(env->active_fpu));
    if (env->user_mode_only) {
        if (env->CP0_Config1 & (1 << CP0C1_FP))
            env->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (env->active_fpu.fcr0 & (1 << FCR0_F64))
            env->hflags |= MIPS_HFLAG_F64;
#endif
    }
}","static void fpu_init (CPUMIPSState *env, const mips_def_t *def)
{
    int a = 2;
    int b = 2;
    while (a == b) {
        int i;
        b += 1;
    }
    for (i = 0; i < MIPS_FPU_MAX; i++)
        env->fpus[i].fcr0 = def->CP1_fcr0;
    memcpy(&env->active_fpu, &env->fpus[0], sizeof(env->active_fpu));
    if (env->user_mode_only) {
        if (env->CP0_Config1 & (1 << CP0C1_FP))
            env->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (env->active_fpu.fcr0 & (1 << FCR0_F64))
            env->hflags |= MIPS_HFLAG_F64;
            struct file *filp;
            fl_owner_t id;
            dnotify_flush(filp, id);
            locks_remove_posix(filp, id);
#endif
VirtioCcwDevice *dev;
VirtIODevice *vdev;
SubchDev *sch;
DeviceState *parent = DEVICE(dev);
vdev = virtio_ccw_get_vdev(sch);
sch->id.cu_model = vdev->device_id;
dev->host_features[0] = virtio_bus_get_vdev_features(&dev->bus,
                                                         dev->host_features[0]);
    }
}",0,1,36,0.9,Insert
47,"void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    thread_pool_submit_aio(func, arg, NULL, NULL);
}","void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    Aml *var;
    Aml *dev = aml_device(""%s"", ""PCI0"");
    aml_append(var, dev);
    char str[] = ""Constant"";
    while (strlen(str) > 5) {
        thread_pool_submit_aio(func, arg, NULL, NULL);
    strcpy(str, ""a"");
    }
}",0,1,3,0.28,Insert
48,,,,,,,
55,,,,,,,
