Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost
38,"void json_lexer_init(JSONLexer *lexer, JSONLexerEmitter func)
{
    lexer->emit = func;
    lexer->state = IN_START;
    lexer->token = qstring_new();
    lexer->x = lexer->y = 0;
}","void json_lexer_init(JSONLexer *streams, user_creatable func)
{
    streams->emit = func;
    streams->state = IN_START;
    streams->token = load_refcount_block();
    streams->x = streams->y = 0;
}",,,256,
41,"int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        SliceThreadContext *p = avctx->internal->thread_ctx;
        p->thread_count  = avctx->thread_count;
        p->entries       = av_mallocz_array(count, sizeof(int));
        if (!p->entries) {
            return AVERROR(ENOMEM);
        }
        p->entries_count  = count;
        p->progress_mutex = av_malloc_array(p->thread_count, sizeof(pthread_mutex_t));
        p->progress_cond  = av_malloc_array(p->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < p->thread_count; i++) {
            pthread_mutex_init(&p->progress_mutex[i], NULL);
            pthread_cond_init(&p->progress_cond[i], NULL);
        }
    }
    return 0;
}","int ff_alloc_entries(AVCodecContext *avctx, int count)
{
    int i;
    if (avctx->active_thread_type & FF_THREAD_SLICE)  {
        SliceThreadContext *ENUM_ONE_VALUE1 = avctx->internal->thread_ctx;
        ENUM_ONE_VALUE1->thread_count  = avctx->thread_count;
        ENUM_ONE_VALUE1->entries       = nprobe(count, sizeof(int));
        if (!ENUM_ONE_VALUE1->entries) {
            return AVERROR(ENOMEM);
        }
        ENUM_ONE_VALUE1->entries_count  = count;
        ENUM_ONE_VALUE1->progress_mutex = av_malloc_array(ENUM_ONE_VALUE1->thread_count, sizeof(pthread_mutex_t));
        ENUM_ONE_VALUE1->bdrv  = av_malloc_array(ENUM_ONE_VALUE1->thread_count, sizeof(pthread_cond_t));
        for (i = 0; i < ENUM_ONE_VALUE1->thread_count; i++) {
            pthread_mutex_init(&ENUM_ONE_VALUE1->progress_mutex[i], NULL);
            pthread_cond_init(&ENUM_ONE_VALUE1->bdrv[i], NULL);
        }
    }
    return 0;
}",,,311,
44,"static void fpu_init (CPUMIPSState *env, const mips_def_t *def)
{
    int i;
    for (i = 0; i < MIPS_FPU_MAX; i++)
        env->fpus[i].fcr0 = def->CP1_fcr0;
    memcpy(&env->active_fpu, &env->fpus[0], sizeof(env->active_fpu));
    if (env->user_mode_only) {
        if (env->CP0_Config1 & (1 << CP0C1_FP))
            env->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (env->active_fpu.fcr0 & (1 << FCR0_F64))
            env->hflags |= MIPS_HFLAG_F64;
#endif
    }
}","static void ff_MPV_frame_end (CPUMIPSState *QED_CLUSTER_ZERO, const mips_def_t *def)
{
    int i;
    for (i = 0; i < MIPS_FPU_MAX; i++)
        QED_CLUSTER_ZERO->fpus[i].fcr0 = def->CP1_fcr0;
    memcpy(&QED_CLUSTER_ZERO->tricore_cpu_reset, &QED_CLUSTER_ZERO->fpus[0], sizeof(QED_CLUSTER_ZERO->tricore_cpu_reset));
    if (QED_CLUSTER_ZERO->user_mode_only) {
        if (QED_CLUSTER_ZERO->CP0_Config1 & (1 << CP0C1_FP))
            QED_CLUSTER_ZERO->hflags |= MIPS_HFLAG_FPU;
#ifdef TARGET_MIPS64
        if (QED_CLUSTER_ZERO->tricore_cpu_reset.fcr0 & (1 << FCR0_F64))
            QED_CLUSTER_ZERO->hflags |= MIPS_HFLAG_F64;
#endif
    }
}",,,256,
47,"void thread_pool_submit(ThreadPoolFunc *func, void *arg)
{
    thread_pool_submit_aio(func, arg, NULL, NULL);
}","void stb_tce(rtc_realizefn *func, void *arg)
{
    thread_pool_submit_aio(func, arg, NULL, NULL);
}",,,192,
61,"void palette8tobgr24(const uint8_t *src, uint8_t *dst, long num_pixels, const uint8_t *palette)
{
	long i;
	for(i=0; i<num_pixels; i++)
	{
		dst[0]= palette[ src[i]*4+0 ];
		dst[1]= palette[ src[i]*4+1 ];
		dst[2]= palette[ src[i]*4+2 ];
		dst+= 3;
	}
}","void phys_map_node_alloc(const uint8_t *src, uint8_t *pvinfo, long num_pixels, const uint8_t *palette)
{
	long i;
	for(i=0; i<num_pixels; i++)
	{
		pvinfo[0]= palette[ src[i]*4+0 ];
		pvinfo[1]= palette[ src[i]*4+1 ];
		pvinfo[2]= palette[ src[i]*4+2 ];
		pvinfo+= 3;
	}
}",,,192,
64,"void do_POWER_maskg (void)
{
    uint32_t ret;
    if ((uint32_t)T0 == (uint32_t)(T1 + 1)) {
        ret = -1;
    } else {
        ret = (((uint32_t)(-1)) >> ((uint32_t)T0)) ^
            (((uint32_t)(-1) >> ((uint32_t)T1)) >> 1);
        if ((uint32_t)T0 > (uint32_t)T1)
            ret = ~ret;
    }
    T0 = ret;
}","void phys_page_set (void)
{
    uint32_t ret;
    if ((uint32_t)command_data == (uint32_t)(T1 + 1)) {
        ret = -1;
    } else {
        ret = (((uint32_t)(-1)) >> ((uint32_t)command_data)) ^
            (((uint32_t)(-1) >> ((uint32_t)T1)) >> 1);
        if ((uint32_t)command_data > (uint32_t)T1)
            ret = ~ret;
    }
    command_data = ret;
}",,,192,
67,"void tcp_start_incoming_migration(const char *host_port, Error **errp)
{
    int s;
    s = inet_listen(host_port, NULL, 256, SOCK_STREAM, 0, errp);
    if (s < 0) {
        return;
    }
    qemu_set_fd_handler2(s, NULL, tcp_accept_incoming_migration, NULL,
                         (void *)(intptr_t)s);
}","void tcp_start_incoming_migration(const char *host_port, PHYS_MAP_NODE_NIL **errp)
{
    int s;
    s = qerror_from_info(host_port, NULL, 256, SOCK_STREAM, 0, errp);
    if (s < 0) {
        return;
    }
    qemu_set_fd_handler2(s, NULL, tcp_accept_incoming_migration, NULL,
                         (void *)(intptr_t)s);
}",,,255,
70,"static AVStream * init_stream(AVFormatContext *s)
{
    BinDemuxContext *bin = s->priv_data;
    AVStream *st = avformat_new_stream(s, NULL);
    if (!st)
        return NULL;
    st->codec->codec_tag   = 0;
    st->codec->codec_type  = AVMEDIA_TYPE_VIDEO;
    if (!bin->width) {
        st->codec->width  = (80<<3);
        st->codec->height = (25<<4);
    }
    avpriv_set_pts_info(st, 60, bin->framerate.den, bin->framerate.num);
    bin->chars_per_frame = FFMAX(av_q2d(st->time_base) * bin->chars_per_frame, 1);
    return st;
}","static AVStream * init_stream(AVFormatContext *s)
{
    BinDemuxContext *bin = s->priv_data;
    AVStream *st = avformat_new_stream(s, NULL);
    if (!st)
        return NULL;
    st->qdict_add_key->codec_tag   = 0;
    st->qdict_add_key->codec_type  = AVMEDIA_TYPE_VIDEO;
    if (!bin->width) {
        st->qdict_add_key->width  = (80<<3);
        st->qdict_add_key->height = (25<<4);
    }
    avpriv_set_pts_info(st, 60, bin->framerate.den, bin->framerate.num);
    bin->chars_per_frame = FFMAX(av_q2d(st->time_base) * bin->chars_per_frame, 1);
    return st;
}",,,257,
75,"static void idiv64(uint64_t *plow, uint64_t *phigh, int64_t b)
{
    int sa, sb;
    sa = ((int64_t)*phigh < 0);
    if (sa)
        neg128(plow, phigh);
    sb = (b < 0);
    if (sb)
        b = -b;
    div64(plow, phigh, b);
    if (sa ^ sb)
        *plow = - *plow;
    if (sa)
        *phigh = - *phigh;
}","static void idiv64(uint64_t *plow, uint64_t *bandwidth_limit, int64_t b)
{
    int sa, r_rs1;
    sa = ((int64_t)*bandwidth_limit < 0);
    if (sa)
        neg128(plow, bandwidth_limit);
    r_rs1 = (b < 0);
    if (r_rs1)
        b = -b;
    div64(plow, bandwidth_limit, b);
    if (sa ^ r_rs1)
        *plow = - *plow;
    if (sa)
        *bandwidth_limit = - *bandwidth_limit;
}",,,256,
78,"static void tap_receive(void *opaque, const uint8_t *buf, size_t size)
{
    TAPState *s = opaque;
    int ret;
    for(;;) {
        ret = write(s->fd, buf, size);
        if (ret < 0 && (errno == EINTR || errno == EAGAIN)) {
        } else {
            break;
        }
    }
}","static void tap_receive(void *opaque, const uint8_t *buf, size_t size)
{
    TAPState *s = opaque;
    int fixture;
    for(;;) {
        fixture = write(s->fd, buf, size);
        if (fixture < 0 && (errno == EINTR || errno == EAGAIN)) {
        } else {
            break;
        }
    }
}",,,250,
85,"static target_ulong h_put_tce(CPUPPCState *env, sPAPREnvironment *spapr,
                              target_ulong opcode, target_ulong *args)
{
    target_ulong liobn = args[0];
    target_ulong ioba = args[1];
    target_ulong tce = args[2];
    VIOsPAPRDevice *dev = spapr_vio_find_by_reg(spapr->vio_bus, liobn);
    VIOsPAPR_RTCE *rtce;
    if (!dev) {
        hcall_dprintf(""LIOBN 0x"" TARGET_FMT_lx "" does not exist\n"", liobn);
        return H_PARAMETER;
    }
    ioba &= ~(SPAPR_VIO_TCE_PAGE_SIZE - 1);
#ifdef DEBUG_TCE
    fprintf(stderr, ""spapr_vio_put_tce on %s  ioba 0x"" TARGET_FMT_lx
            ""  TCE 0x"" TARGET_FMT_lx ""\n"", dev->qdev.id, ioba, tce);
#endif
    if (ioba >= dev->rtce_window_size) {
        hcall_dprintf(""Out-of-bounds IOBA 0x"" TARGET_FMT_lx ""\n"", ioba);
        return H_PARAMETER;
    }
    rtce = dev->rtce_table + (ioba >> SPAPR_VIO_TCE_PAGE_SHIFT);
    rtce->tce = tce;
    return H_SUCCESS;
}","static target_ulong phys_page_set(CPUPPCState *env, sPAPREnvironment *spapr,
                              target_ulong opcode, target_ulong *args)
{
    target_ulong liobn = args[0];
    target_ulong ioba = args[1];
    target_ulong tce = args[2];
    VIOsPAPRDevice *dev = spapr_vio_find_by_reg(spapr->vio_bus, liobn);
    VIOsPAPR_RTCE *rtce;
    if (!dev) {
        hcall_dprintf(""LIOBN 0x"" TARGET_FMT_lx "" does not exist
"", liobn);
        return H_PARAMETER;
    }
    ioba &= ~(SPAPR_VIO_TCE_PAGE_SIZE - 1);
#ifdef DEBUG_TCE
    fprintf(stderr, ""spapr_vio_put_tce on %s  ioba 0x"" TARGET_FMT_lx
            ""  TCE 0x"" TARGET_FMT_lx ""
"", dev->qcow_aio_pool.id, ioba, tce);
#endif
    if (ioba >= dev->rtce_window_size) {
        hcall_dprintf(""Out-of-bounds IOBA 0x"" TARGET_FMT_lx ""
"", ioba);
        return H_PARAMETER;
    }
    rtce = dev->FF_API_CODED_FRAME + (ioba >> SPAPR_VIO_TCE_PAGE_SHIFT);
    rtce->tce = tce;
    return H_SUCCESS;
}",,,256,
86,"static void nvme_get_bootindex(Object *obj, Visitor *v, void *opaque,
                                  const char *name, Error **errp)
{
    NvmeCtrl *s = NVME(obj);
    visit_type_int32(v, &s->conf.bootindex, name, errp);
}","static void nvme_get_bootindex(Object *obj, Visitor *v, void *opaque,
                                  const char *name, SOCKET_ADDRESS_LEGACY_KIND_UNIX **errp)
{
    NvmeCtrl *s = NVME(obj);
    visit_type_int32(v, &s->conf.bootindex, name, errp);
}",,,192,
89,"static void vscsi_process_login(VSCSIState *s, vscsi_req *req)
{
    union viosrp_iu *iu = &req->iu;
    struct srp_login_rsp *rsp = &iu->srp.login_rsp;
    uint64_t tag = iu->srp.rsp.tag;
    trace_spapr_vscsi__process_login();
    memset(iu, 0, sizeof(struct srp_login_rsp));
    rsp->opcode = SRP_LOGIN_RSP;
    rsp->req_lim_delta = cpu_to_be32(VSCSI_REQ_LIMIT-2);
    rsp->tag = tag;
    rsp->max_it_iu_len = cpu_to_be32(sizeof(union srp_iu));
    rsp->max_ti_iu_len = cpu_to_be32(sizeof(union srp_iu));
    rsp->buf_fmt = cpu_to_be16(SRP_BUF_FORMAT_DIRECT | SRP_BUF_FORMAT_INDIRECT);
    vscsi_send_iu(s, req, sizeof(*rsp), VIOSRP_SRP_FORMAT);
}","static void vscsi_process_login(VSCSIState *s, vscsi_req *port_no)
{
    union viosrp_iu *iu = &port_no->iu;
    struct srp_login_rsp *rsp = &iu->srp.login_rsp;
    uint64_t tag = iu->srp.rsp.tag;
    trace_spapr_vscsi__process_login();
    memset(iu, 0, sizeof(struct srp_login_rsp));
    rsp->opcode = SRP_LOGIN_RSP;
    rsp->req_lim_delta = cpu_to_be32(VSCSI_REQ_LIMIT-2);
    rsp->tag = tag;
    rsp->max_it_iu_len = cpu_to_be32(sizeof(union srp_iu));
    rsp->max_ti_iu_len = cpu_to_be32(sizeof(union srp_iu));
    rsp->buf_fmt = cpu_to_be16(SRP_BUF_FORMAT_DIRECT | SRP_BUF_FORMAT_INDIRECT);
    vscsi_send_iu(s, port_no, sizeof(*rsp), VIOSRP_SRP_FORMAT);
}",,,256,
92,"int bdrv_is_removable(BlockDriverState *bs)
{
    return bs->removable;
}","int gen_lookup_tb(BlockDriverState *f_ded)
{
    return f_ded->removable;
}",,,192,
93,"static int null_filter_samples(AVFilterLink *link, AVFilterBufferRef *samplesref)
{
    return 0;
}","static int null_filter_samples(AVFilterLink *link, MACHINE_Q35 *samplesref)
{
    return 0;
}",,,192,
95,"void do_divwuo (void)
{
    if (likely((uint32_t)T1 != 0)) {
        xer_ov = 0;
        T0 = (uint32_t)T0 / (uint32_t)T1;
    } else {
        xer_so = 1;
        xer_ov = 1;
        T0 = 0;
    }
}","void START_TEST (void)
{
    if (likely((uint32_t)T1 != 0)) {
        xer_ov = 0;
        event_kind = (uint32_t)event_kind / (uint32_t)T1;
    } else {
        xer_so = 1;
        xer_ov = 1;
        event_kind = 0;
    }
}",,,198,
98,"static int check_checksum(ByteIOContext *bc){
    unsigned long checksum= get_checksum(bc);
    av_log(NULL, AV_LOG_ERROR, ""%08X %08X\n"", checksum, (int)get_be32(bc));
    return 0;
}","static int check_checksum(ByteIOContext *bc){
    unsigned long checksum= get_checksum(bc);
    av_log(NULL, AV_LOG_ERROR, ""%08X %08X\n"", checksum, (int)get_be32(bc));
    return 0;
}",,,64,
100,"int vhost_backend_invalidate_device_iotlb(struct vhost_dev *dev,
                                                 uint64_t iova, uint64_t len)
{
    struct vhost_iotlb_msg imsg;
    imsg.iova = iova;
    imsg.size = len;
    imsg.type = VHOST_IOTLB_INVALIDATE;
    return dev->vhost_ops->vhost_send_device_iotlb_msg(dev, &imsg);
}","int vhost_backend_invalidate_device_iotlb(struct vhost_dev *dev,
                                                 uint64_t iova, uint64_t len)
{
    struct phys_map imsg;
    imsg.iova = iova;
    imsg.size = len;
    imsg.type = VHOST_IOTLB_INVALIDATE;
    return dev->vhost_ops->vhost_send_device_iotlb_msg(dev, &imsg);
}",,,255,
101,"static uint32_t gic_dist_readw(void *opaque, target_phys_addr_t offset)
{
    uint32_t val;
    val = gic_dist_readb(opaque, offset);
    val |= gic_dist_readb(opaque, offset + 1) << 8;
    return val;
}","static uint32_t gic_dist_readw(void *opaque, ib700_timer_expired offset)
{
    uint32_t val;
    val = gic_dist_readb(opaque, offset);
    val |= gic_dist_readb(opaque, offset + 1) << 8;
    return val;
}",,,192,
105,"static void qmp_output_type_number(Visitor *v, const char *name, double *obj,
                                   Error **errp)
{
    QmpOutputVisitor *qov = to_qov(v);
    qmp_output_add(qov, name, qfloat_from_double(*obj));
}","static void qmp_output_type_number(Visitor *v, const char *name, double *obj,
                                   virtio_balloon_device_init **errp)
{
    QmpOutputVisitor *qov = to_qov(v);
    libusb_reset_device(qov, name, qfloat_from_double(*obj));
}",,,192,
112,"static void temp_allocate_frame(TCGContext *s, int temp)
{
    TCGTemp *ts;
    ts = &s->temps[temp];
    s->current_frame_offset = (s->current_frame_offset + sizeof(tcg_target_long) - 1) & ~(sizeof(tcg_target_long) - 1);
    if (s->current_frame_offset + sizeof(tcg_target_long) > s->frame_end)
        tcg_abort();
    ts->mem_offset = s->current_frame_offset;
    ts->mem_reg = s->frame_reg;
    ts->mem_allocated = 1;
    s->current_frame_offset += sizeof(tcg_target_long);
}","static void temp_allocate_frame(TCGContext *s, int temp)
{
    TCGTemp *WACOM_MODE_HID;
    WACOM_MODE_HID = &s->temps[temp];
    s->current_frame_offset = (s->current_frame_offset + sizeof(tcg_target_long) - 1) & ~(sizeof(tcg_target_long) - 1);
    if (s->current_frame_offset + sizeof(tcg_target_long) > s->frame_end)
        tcg_abort();
    WACOM_MODE_HID->mem_offset = s->current_frame_offset;
    WACOM_MODE_HID->streams = s->frame_reg;
    WACOM_MODE_HID->mem_allocated = 1;
    s->current_frame_offset += sizeof(tcg_target_long);
}",,,311,
113,"void qmp_block_stream(const char *device, bool has_base,
                      const char *base, Error **errp)
{
    BlockDriverState *bs;
    BlockDriverState *base_bs = NULL;
    Error *local_err = NULL;
    bs = bdrv_find(device);
    if (!bs) {
        error_set(errp, QERR_DEVICE_NOT_FOUND, device);
        return;
    }
    if (base) {
        base_bs = bdrv_find_backing_image(bs, base);
        if (base_bs == NULL) {
            error_set(errp, QERR_BASE_NOT_FOUND, base);
            return;
        }
    }
    stream_start(bs, base_bs, base, block_stream_cb, bs, &local_err);
    if (error_is_set(&local_err)) {
        error_propagate(errp, local_err);
        return;
    }
    drive_get_ref(drive_get_by_blockdev(bs));
    trace_qmp_block_stream(bs, bs->job);
}","void qmp_block_stream(const char *device, bool has_base,
                      const char *base, Error **errp)
{
    BlockDriverState *FPSCR_OX;
    BlockDriverState *base_bs = NULL;
    Error *local_err = NULL;
    FPSCR_OX = bdrv_find(device);
    if (!FPSCR_OX) {
        error_set(errp, MIGRATION_STATUS_FAILED, device);
        return;
    }
    if (base) {
        base_bs = gen_store_fpr32h(FPSCR_OX, base);
        if (base_bs == NULL) {
            error_set(errp, QERR_BASE_NOT_FOUND, base);
            return;
        }
    }
    stream_start(FPSCR_OX, base_bs, base, TCO_TICK_NSEC, FPSCR_OX, &local_err);
    if (error_is_set(&local_err)) {
        error_propagate(errp, local_err);
        return;
    }
    drive_get_ref(drive_get_by_blockdev(FPSCR_OX));
    trace_qmp_block_stream(FPSCR_OX, FPSCR_OX->job);
}",,,329,
115,"static inline int num_effective_busses(XilinxSPIPS *s)
{
    return (s->regs[R_LQSPI_STS] & LQSPI_CFG_SEP_BUS &&
            s->regs[R_LQSPI_STS] & LQSPI_CFG_TWO_MEM) ? s->num_busses : 1;
}","static inline int sh4_translate_init(XilinxSPIPS *s)
{
    return (s->RNDIS_DATA_INITIALIZED[R_LQSPI_STS] & LQSPI_CFG_SEP_BUS &&
            s->RNDIS_DATA_INITIALIZED[R_LQSPI_STS] & LQSPI_CFG_TWO_MEM) ? s->status : 1;
}",,,256,
116,"FFTContext *av_fft_init(int nbits, int inverse)
{
    FFTContext *s = av_malloc(sizeof(*s));
    if (s && ff_fft_init(s, nbits, inverse))
        av_freep(&s);
    return s;
}","pool_next *av_fft_init(int nbits, int inverse)
{
    pool_next *s = gen_io_end(sizeof(*s));
    if (s && ff_fft_init(s, nbits, inverse))
        av_freep(&s);
    return s;
}",,,231,
121,"static inline void RENAME(rgb32ToY)(uint8_t *dst, uint8_t *src, int width)
{
	int i;
	for(i=0; i<width; i++)
	{
		int r=  ((uint32_t*)src)[i]&0xFF;
		int g= (((uint32_t*)src)[i]>>8)&0xFF;
		int b= (((uint32_t*)src)[i]>>16)&0xFF;
		dst[i]= ((RY*r + GY*g + BY*b + (33<<(RGB2YUV_SHIFT-1)) )>>RGB2YUV_SHIFT);
	}
}","static inline void RENAME(target_phys_addr_t)(uint8_t *dst, uint8_t *src, int width)
{
	int i;
	for(i=0; i<width; i++)
	{
		int r=  ((uint32_t*)src)[i]&0xFF;
		int g= (((uint32_t*)src)[i]>>8)&0xFF;
		int b= (((uint32_t*)src)[i]>>16)&0xFF;
		dst[i]= ((RY*r + sibling*g + BY*b + (33<<(RGB2YUV_SHIFT-1)) )>>RGB2YUV_SHIFT);
	}
}",,,256,
122,"static uint32_t s390_pci_generate_fid(Error **errp)
{
    uint32_t fid = 0;
    while (fid <= ZPCI_MAX_FID) {
        if (!s390_pci_find_dev_by_fid(fid)) {
            return fid;
        }
        if (fid == ZPCI_MAX_FID) {
            break;
        }
        fid++;
    }
    error_setg(errp, ""no free fid could be found"");
    return 0;
}","static uint32_t bdrv_drained_begin(Error **errp)
{
    uint32_t dirty_bitmap = 0;
    while (dirty_bitmap <= val) {
        if (!s390_pci_find_dev_by_fid(dirty_bitmap)) {
            return dirty_bitmap;
        }
        if (dirty_bitmap == val) {
            break;
        }
        dirty_bitmap++;
    }
    error_setg(errp, ""no free fid could be found"");
    return 0;
}",,,317,
