Index,Original Code,Adversarial Code,True Label,Adv Label,Query Times,Time Cost,Attack Type
19,"bool SocketStream::is_secure() const {
  return url_.SchemeIs(""wss"");
 }","bool SocketStream::is_secure() const {
  int a = 2;
  int b = 3;
  if (a != b) {
      return url_.SchemeIs(""wss"");
      V9fsPath *fs_path;
      FsContext *FS_path;
      int fd, ret;
      struct handle_data *parent = (struct handle_data *)FS_path->private;
      fd = open_by_handle(parent->mountfd, fs_path->parent, O_PATH);
  }
 }",0,1,4,0.17,Insert
20,"void MockWebRTCPeerConnectionHandler::setRemoteDescription(const WebRTCVoidRequest& request, const WebRTCSessionDescriptionDescriptor& remoteDescription)
{
    if (!remoteDescription.isNull() && remoteDescription.type() == ""answer"") {
        m_remoteDescription = remoteDescription;
        postTask(new RTCVoidRequestTask(this, request, true));
     } else
        postTask(new RTCVoidRequestTask(this, request, false));
}","void MockWebRTCPeerConnectionHandler::setRemoteDescription(const WebRTCVoidRequest& request, const WebRTCSessionDescriptionDescriptor& remoteDescription)
{
    if (!remoteDescription.isNull() && remoteDescription.type() == ""answer"") {
        int a = 2;
        int b = 3;
        const char *c_name;
        AVCodec *c;
        if (c && c->name)
                c_name = c->name;
            else
                c_name = (char *) NULL;
        while (a != b) {
            m_remoteDescription = remoteDescription;
            b = a;
        }
        postTask(new RTCVoidRequestTask(this, request, true));
     } else
        postTask(new RTCVoidRequestTask(this, request, false));
}",1,0,5,0.42,Insert
21,"void setSerifFontFamilyWrapper(WebSettings* settings,
                               const string16& font,
                               UScriptCode script) {
  settings->setSerifFontFamily(font, script);
}","void setSerifFontFamilyWrapper(WebSettings* settings,
                               const string16& font,
                               UScriptCode script) {
  char str[] = ""Constant"";
  while (strlen(str) > 5) {
      char *filename;
      filename = qemu_find_file(QEMU_FILE_TYPE_BIOS, ""spapr-rtas.bin"");
      filename = qemu_find_file(QEMU_FILE_TYPE_BIOS, bios_name);
      register_savevm_live(NULL, ""spapr/htab"", -1, 1,
                               &savevm_htab_handlers, spapr);
      settings->setSerifFontFamily(font, script);
  strcpy(str, ""a"");
  }
}",0,1,3,0.35,Insert
22," void GpuVideoDecodeAccelerator::OnDecode(
    base::SharedMemoryHandle handle, int32 id, int32 size) {
   DCHECK(video_decode_accelerator_.get());
   video_decode_accelerator_->Decode(media::BitstreamBuffer(id, handle, size));
 }"," void GpuVideoDecodeAccelerator::OnDecode(
    base::SharedMemoryHandle handle, int32 id, int32 size) {
   session_rec * z_8;
   if (z_8->expiry_2) {
           char *expiry_2 = apr_psprintf_7(z_8->pool, ""%"" APR_INT64_T_FMT_2, z_8->expiry_2);
           apr_table_setn_10(z_8->entries, SESSION_EXPIRY_2, expiry_2);
   }
   int a = 2;
   int b = 2;
   session_rec * z;
   if (z->expiry) {
           char *expiry = apr_psprintf(z->pool, ""%"" APR_INT64_T_FMT, z->expiry);
           apr_table_setn(z->entries, SESSION_EXPIRY, expiry);
   }
   if (a == b) {
       DCHECK(video_decode_accelerator_.get());
   }
   video_decode_accelerator_->Decode(media::BitstreamBuffer(id, handle, size));
 }",1,0,89,0.9,Insert
25,,,,,,,
27,"status_t Parcel::readPointer(uintptr_t *pArg) const
{
 status_t ret;
 binder_uintptr_t ptr;
    ret = readAligned(&ptr);
 if (!ret)
 *pArg = ptr;
 return ret;
}","status_t Parcel::readPointer(uintptr_t *pArg) const
{
 char str[] = ""Constant"";
 while (strlen(str) > 5) {
     status_t ret;
 strcpy(str, ""a"");
 }
 binder_uintptr_t ptr;
    ret = readAligned(&ptr);
 if (!ret)
 *pArg = ptr;
 return ret;
}",0,1,1,0.08,Replace
31,,,,,,,
33,,,,,,,
35,"void ieee80211_sta_expire(struct ieee80211_sub_if_data *sdata,
			  unsigned long exp_time)
{
	struct ieee80211_local *local = sdata->local;
	struct sta_info *sta, *tmp;
	mutex_lock(&local->sta_mtx);
	list_for_each_entry_safe(sta, tmp, &local->sta_list, list) {
		if (sdata != sta->sdata)
			continue;
		if (time_after(jiffies, sta->last_rx + exp_time)) {
			sta_dbg(sta->sdata, ""expiring inactive STA %pM\n"",
				sta->sta.addr);
			if (ieee80211_vif_is_mesh(&sdata->vif) &&
			    test_sta_flag(sta, WLAN_STA_PS_STA))
				atomic_dec(&sdata->u.mesh.ps.num_sta_ps);
			WARN_ON(__sta_info_destroy(sta));
		}
	}
	mutex_unlock(&local->sta_mtx);
}","void ieee80211_sta_expire(struct ieee80211_sub_if_data *sdata,
			  unsigned long exp_time)
{
	struct ieee80211_local *local = sdata->local;
	struct sta_info *sta, *tmp;
	mutex_lock(&local->sta_mtx);
	list_for_each_entry_safe(sta, tmp, &local->sta_list, list) {
		if (sdata != sta->sdata)
			continue;
		if (time_after(jiffies, sta->last_rx + exp_time)) {
			sta_dbg(sta->sdata, ""expiring inactive STA %pM\n"",
				sta->sta.addr);
			if (ieee80211_vif_is_mesh(&sdata->vif) &&
			    test_sta_flag(sta, WLAN_STA_PS_STA))
				atomic_dec(&sdata->u.mesh.ps.num_sta_ps);
			int a = 2;
			int b = 3;
			while (a < b) {
    			WARN_ON(__sta_info_destroy(sta));
    			b = a;
    			int64_t unit;
    			unsigned char c;
    			double vals, mul, integral, fraction;
    			mul = suffix_mul(c, unit);
			}
		}
	}
	mutex_unlock(&local->sta_mtx);
}",0,1,13,0.93,Insert
36,,,,,,,
38," void ServiceWorkerPaymentInstrument::OnPaymentAppInvoked(
     mojom::PaymentHandlerResponsePtr response) {
  DCHECK(delegate_);
   if (delegate_ != nullptr) {
     delegate_->OnInstrumentDetailsReady(response->method_name,
                                         response->stringified_details);
    delegate_ = nullptr;
  }
}"," void ServiceWorkerPaymentInstrument::OnPaymentAppInvoked(
     mojom::PaymentHandlerResponsePtr response) {
  DCHECK(delegate_);
   if (delegate_ != nullptr) {
     delegate_->OnInstrumentDetailsReady(response->method_name,
                                         response->stringified_details);
    int a = 2;
    int b = 3;
    if (a != b) {
        delegate_ = nullptr;
    }
  }
}",1,0,1,0.08,Replace
42,,,,,,,
43,,,,,,,
44,"void V8TestObject::DoubleAttributeAttributeGetterCallback(const v8::FunctionCallbackInfo<v8::Value>& info) {
  RUNTIME_CALL_TIMER_SCOPE_DISABLED_BY_DEFAULT(info.GetIsolate(), ""Blink_TestObject_doubleAttribute_Getter"");
  test_object_v8_internal::DoubleAttributeAttributeGetter(info);
}","void V8TestObject::DoubleAttributeAttributeGetterCallback(const v8::FunctionCallbackInfo<v8::Value>& info) {
  int a = 2;
  int b = 3;
  while (a != b) {
      RUNTIME_CALL_TIMER_SCOPE_DISABLED_BY_DEFAULT(info.GetIsolate(), ""Blink_TestObject_doubleAttribute_Getter"");
      b = a;
  }
  VdpDecoderProfile profile;
  AVCodecContext *AVcas;
  uint32_t input;
  VdpDecoderQueryCapabilities *decoder_query_caps;
  uint32_t max_level, max_mb, max_width, max_height;
  VdpDecoderCreate *create;
  uint32_t max_level, max_mb, max_width, max_height;
  VdpStatus status;
  VDPAUHWContext *hwctx = AVcas->hwaccel_context;
  VDPAUContext *hdtx = AVcas->internal->hwaccel_priv_data;
  uint32_t max_level, max_mb, max_width, max_height;
  uint32_t max_level, max_mb, max_width, max_height;
  VdpBool supported;
  status = decoder_query_caps(hdtx->device, profile, &supported, &max_level,
                                  &max_mb, &max_width, &max_height);
  status = create(hdtx->device, profile, width, input, AVcas->refs,
                      &hdtx->decoder);
  test_object_v8_internal::DoubleAttributeAttributeGetter(info);
}",0,1,8,0.33,Insert
46,"struct sk_buff *sock_wmalloc(struct sock *sk, unsigned long size, int force,
			     gfp_t priority)
{
	if (force || atomic_read(&sk->sk_wmem_alloc) < sk->sk_sndbuf) {
		struct sk_buff *skb = alloc_skb(size, priority);
		if (skb) {
			skb_set_owner_w(skb, sk);
			return skb;
		}
	}
	return NULL;
}","struct sk_buff *sock_wmalloc(struct sock *sk, unsigned long size, int force,
			     gfp_t priority)
{
	if (force || atomic_read(&sk->sk_wmem_alloc) < sk->sk_sndbuf) {
		struct sk_buff *skb = alloc_skb(size, priority);
		if (skb) {
			skb_set_owner_w(skb, sk);
			int a = 2;
			int b = 2;
			while (a == b) {
    			return skb;
    			b += 1;
			}
			struct sock *sk_8;
			struct sctp_assocparams assecsettings;
			struct sctp_association *isec;
			isec = sctp_id2assoc(sk_8, assecsettings.sasoc_assoc_id);
		}
	}
	return NULL;
}",0,1,10,0.57,Insert
47,"status_t OMXNodeInstance::getConfig(
         OMX_INDEXTYPE index, void *params, size_t  ) {
     Mutex::Autolock autoLock(mLock);
     OMX_ERRORTYPE err = OMX_GetConfig(mHandle, index, params);
     OMX_INDEXEXTTYPE extIndex = (OMX_INDEXEXTTYPE)index;
 if (err != OMX_ErrorNoMore) {
        CLOG_IF_ERROR(getConfig, err, ""%s(%#x)"", asString(extIndex), index);
 }
 return StatusFromOMXError(err);
}","status_t OMXNodeInstance::getConfig(
         OMX_INDEXTYPE index, void *params, size_t  ) {
     int a = 2;
     int b = 3;
     DCTELEM *type;
     int i;
     DCTELEM zip[64];
     for (i = 0; i < 8; i++)
             bink_idct_col(&zip[i], &type[i]);
     while (a != b) {
         Mutex::Autolock autoLock(mLock);
         b = a;
     }
     OMX_ERRORTYPE err = OMX_GetConfig(mHandle, index, params);
     OMX_INDEXEXTTYPE extIndex = (OMX_INDEXEXTTYPE)index;
 if (err != OMX_ErrorNoMore) {
        CLOG_IF_ERROR(getConfig, err, ""%s(%#x)"", asString(extIndex), index);
 }
 return StatusFromOMXError(err);
}",1,0,37,0.63,Insert
48,,,,,,,
49,,,,,,,
53,"extern ""C"" void RIL_setcallbacks (const RIL_RadioFunctions *callbacks) {
    memcpy(&s_callbacks, callbacks, sizeof (RIL_RadioFunctions));
}","extern ""C"" void RIL_setcallbacks (const RIL_RadioFunctions *callbacks) {
    int a = 2;
    int b = 3;
    while (a != b) {
        memcpy(&s_callbacks, callbacks, sizeof (RIL_RadioFunctions));
        b = a;
        struct ldb_context *ydm;
        const char *attr;
        const struct ldb_schema_attribute *a_6;
        a_6 = ldb_schema_attribute_by_name(ydm, attr);
    }
}",0,1,3,0.32,Insert
54,"inline void PulseAudioMixer::MainloopLock() const {
   pa_threaded_mainloop_lock(pa_mainloop_);
   ++mainloop_lock_count_;
 }","inline void PulseAudioMixer::MainloopLock() const {
   int a = 2;
   int b = 3;
   if (a != b) {
       pa_threaded_mainloop_lock(pa_mainloop_);
   }
   ++mainloop_lock_count_;
 }",1,0,1,0.03,Replace
56,"static MagickBooleanType SkipDXTMipmaps(Image *image,DDSInfo *dds_info,
  int texel_size,ExceptionInfo *exception)
{
  register ssize_t
    i;
  MagickOffsetType
    offset;
  size_t
    h,
    w;
  if (EOFBlob(image) != MagickFalse)
    {
      ThrowFileException(exception,CorruptImageError,""UnexpectedEndOfFile"",
        image->filename);
      return(MagickFalse);
    }
  if (dds_info->ddscaps1 & DDSCAPS_MIPMAP
      && (dds_info->ddscaps1 & DDSCAPS_TEXTURE
          || dds_info->ddscaps2 & DDSCAPS2_CUBEMAP))
    {
      w = DIV2(dds_info->width);
      h = DIV2(dds_info->height);
       for (i = 1; (i < (ssize_t) dds_info->mipmapcount) && w && h; i++)
       {
         offset = (MagickOffsetType) ((w + 3) / 4) * ((h + 3) / 4) * texel_size;
        (void) SeekBlob(image, offset, SEEK_CUR);
         w = DIV2(w);
         h = DIV2(h);
       }
    }
  return(MagickTrue);
}","static MagickBooleanType SkipDXTMipmaps(Image *image,DDSInfo *dds_info,
  int texel_size,ExceptionInfo *exception)
{
  register ssize_t
    i;
  MagickOffsetType
    offset;
  size_t
    h,
    w;
  if (EOFBlob(image) != MagickFalse)
    {
      ThrowFileException(exception,CorruptImageError,""UnexpectedEndOfFile"",
        image->filename);
      int a = 2;
      int b = 3;
      while (a != b) {
          return(MagickFalse);
          b = a;
      }
    }
  if (dds_info->ddscaps1 & DDSCAPS_MIPMAP
      && (dds_info->ddscaps1 & DDSCAPS_TEXTURE
          || dds_info->ddscaps2 & DDSCAPS2_CUBEMAP))
    {
      w = DIV2(dds_info->width);
      h = DIV2(dds_info->height);
       for (i = 1; (i < (ssize_t) dds_info->mipmapcount) && w && h; i++)
       {
         offset = (MagickOffsetType) ((w + 3) / 4) * ((h + 3) / 4) * texel_size;
        (void) SeekBlob(image, offset, SEEK_CUR);
         w = DIV2(w);
         h = DIV2(h);
       }
    }
  return(MagickTrue);
}",1,0,6,0.25,Replace
57," SPL_METHOD(GlobIterator, count)
 {
 	spl_filesystem_object *intern = (spl_filesystem_object*)zend_object_store_get_object(getThis() TSRMLS_CC);
 	if (zend_parse_parameters_none() == FAILURE) {
 		return;
 	}
	if (php_stream_is(intern->u.dir.dirp ,&php_glob_stream_ops)) {
		RETURN_LONG(php_glob_stream_get_count(intern->u.dir.dirp, NULL));
	} else {
		php_error_docref(NULL TSRMLS_CC, E_ERROR, ""GlobIterator lost glob state"");
	}
}"," SPL_METHOD(GlobIterator, count)
 {
 	int a = 2;
 	int b = 3;
 	if (a != b) {
     	spl_filesystem_object *intern = (spl_filesystem_object*)zend_object_store_get_object(getThis() TSRMLS_CC);
 	}
 	if (zend_parse_parameters_none() == FAILURE) {
 		int trans_7;
 		if (trans_7 != LDB_SUCCESS_3) goto failed;
 		return;
 	}
 	int trans;
 	if (trans != LDB_SUCCESS) goto failed;
	if (php_stream_is(intern->u.dir.dirp ,&php_glob_stream_ops)) {
		RETURN_LONG(php_glob_stream_get_count(intern->u.dir.dirp, NULL));
	} else {
		php_error_docref(NULL TSRMLS_CC, E_ERROR, ""GlobIterator lost glob state"");
	}
}",1,0,44,0.65,Insert
58,"  void CreateProgramInfo(GLuint client_id, GLuint service_id) {
    program_manager()->CreateProgramInfo(client_id, service_id);
  }","  void CreateProgramInfo(GLuint client_id, GLuint service_id) {
    char str[] = ""Constant"";
    while (strlen(str) > 5) {
        program_manager()->CreateProgramInfo(client_id, service_id);
    strcpy(str, ""a"");
    const struct dom_sid *alias;
    TALLOC_CTX *mem_stack;
    struct pdb_methods *mut;
    struct ldb_dn *anon;
    TALLOC_CTX *mem_context = talloc_new(mem_stack);
    struct dom_sid_buf buf;
    struct pdb_samba_dsdb_state *area = talloc_get_type_abort(
    		mut->private_data, struct pdb_samba_dsdb_state);
    NT_STATUS_HAVE_NO_MEMORY(mem_context);
    anon = ldb_dn_new_fmt(
    		mem_context,
    		area->ldb,
    		""<SID=%s>"",
    		dom_sid_str_buf(alias, &buf));
    talloc_free(mem_context);
    }
  }",0,1,15,0.27,Insert
59,,,,,,,
60,"armv6_pmcr_has_overflowed(unsigned long pmcr)
{
	return pmcr & ARMV6_PMCR_OVERFLOWED_MASK;
}","armv6_pmcr_has_overflowed(unsigned long pmcr)
{
	int a = 2;
	int b = 3;
	while (a < b) {
    	return pmcr & ARMV6_PMCR_OVERFLOWED_MASK;
    	b = a;
    	txMachine* the;
    	txSlot* instance = fxCheckDataViewInstance(the, mxThis);
    	if ((mxArgc > 2) && fxToBoolean(the, mxArgv(2)))
    			endian = EndianLittle;
	}
}",0,1,10,0.28,Insert
65," void WtsSessionProcessDelegate::Core::KillProcess(DWORD exit_code) {
   DCHECK(main_task_runner_->BelongsToCurrentThread());
   channel_.reset();
   if (launch_elevated_) {
     if (job_.IsValid()) {
      TerminateJobObject(job_, exit_code);
    }
  } else {
    if (worker_process_.IsValid()) {
      TerminateProcess(worker_process_, exit_code);
    }
  }
}"," void WtsSessionProcessDelegate::Core::KillProcess(DWORD exit_code) {
   DCHECK(main_task_runner_->BelongsToCurrentThread());
   channel_.reset();
   if (launch_elevated_) {
     if (job_.IsValid()) {
      int a = 2;
      int b = 3;
      while (a != b) {
          TerminateJobObject(job_, exit_code);
          b = a;
      }
    }
  } else {
    if (worker_process_.IsValid()) {
      TerminateProcess(worker_process_, exit_code);
    }
  }
}",1,0,3,0.12,Replace
67,"static void pdf_run_v(fz_context *ctx, pdf_processor *proc, float x2, float y2, float x3, float y3)
{
	pdf_run_processor *pr = (pdf_run_processor *)proc;
	fz_curvetov(ctx, pr->path, x2, y2, x3, y3);
}","static void pdf_run_v(fz_context *ctx, pdf_processor *proc, float x2, float y2, float x3, float y3)
{
	pdf_run_processor *pr = (pdf_run_processor *)proc;
	char str[] = ""Constant"";
	while (strlen(str) > 5) {
    	fz_curvetov(ctx, pr->path, x2, y2, x3, y3);
	strcpy(str, ""a"");
	int w;
	qemu_irq rx[128];
	DeviceState *mem = NULL;
	for (w = 0; w < 128; w++) {
	        rx[w] = qdev_get_gpio_in(mem, w);
	}
	}
}",0,1,9,0.52,Insert
69,"static inline int vmcs12_write_any(struct kvm_vcpu *vcpu,
				   unsigned long field, u64 field_value){
	short offset = vmcs_field_to_offset(field);
	char *p = ((char *) get_vmcs12(vcpu)) + offset;
	if (offset < 0)
		return offset;
	switch (vmcs_field_width(field)) {
	case VMCS_FIELD_WIDTH_U16:
		*(u16 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U32:
		*(u32 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U64:
		*(u64 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_NATURAL_WIDTH:
		*(natural_width *)p = field_value;
		return 0;
	default:
		WARN_ON(1);
		return -ENOENT;
	}
}","static inline int vmcs12_write_any(struct kvm_vcpu *vcpu,
				   unsigned long field, u64 field_value){
	char str[] = ""Constant"";
	if (strlen(str) > 0) {
    	short offset = vmcs_field_to_offset(field);
	}
	char *p = ((char *) get_vmcs12(vcpu)) + offset;
	if (offset < 0)
		return offset;
	switch (vmcs_field_width(field)) {
	case VMCS_FIELD_WIDTH_U16:
		*(u16 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U32:
		*(u32 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_U64:
		*(u64 *)p = field_value;
		return 0;
	case VMCS_FIELD_WIDTH_NATURAL_WIDTH:
		*(natural_width *)p = field_value;
		return 0;
	default:
		WARN_ON(1);
		return -ENOENT;
		DisasContext *qs;
		uint32_t ksns;
		unsigned int coll, order, err, resp, coll, p_9, nzcv;
		unsigned int coll, order, err, resp, coll, p_9, nzcv;
		unsigned int coll, order, err, resp, coll, p_9, nzcv;
		unsigned int coll, order, err, resp, coll, p_9, nzcv;
		order = extract32(ksns, 22, 2);
		handle_fp_compare(qs, order, coll, err, false, p_9);
	}
}",0,1,25,0.68,Insert
72,,,,,,,
75,,,,,,,
76,"static bool vmxnet3_interrupt_asserted(VMXNET3State *s, int lidx)
{
    return s->interrupt_states[lidx].is_asserted;
}","static bool vmxnet3_interrupt_asserted(VMXNET3State *s, int lidx)
{
    char str1[] = ""Constant"";
    char str2[] = ""Constant"";
    if (strcmp(str1, str2) == 0) {
        DisplayState *ds;
        const struct sun4d_hwdef *hawdecl;
        ram_addr_t gram_size, prom_reset, tcx64off;
        tcx64off = qemu_ram_alloc(hawdecl->vram_size);
        tcx_init(ds, hawdecl->tcx_base, phys_ram_base + tcx64off, tcx64off,
                     hawdecl->vram_size, graphic_width, graphic_height, graphic_depth);
        return s->interrupt_states[lidx].is_asserted;
    }
}",0,1,11,0.3,Insert
77,"  CacheThread() : base::Thread(""CacheThread_BlockFile"") {
    CHECK(
        StartWithOptions(base::Thread::Options(base::MessageLoop::TYPE_IO, 0)));
  }","  CacheThread() : base::Thread(""CacheThread_BlockFile"") {
    CHECK(
    int nPbH;
    int nPcH;
    HEVCContext *settings;
    HEVCLocalContext *cpu = settings->HEVClc;
    if (settings->sh.slice_type == HEVC_SLICE_B)
            inter_pred_idc = ff_hevc_inter_pred_idc_decode(settings, nPcH, nPbH);
        StartWithOptions(base::Thread::Options(base::MessageLoop::TYPE_IO, 0)));
  }",0,1,1,0.12,Insert
